taxa,PC1,PC2,PC3
33-16,1.73505890427566,-4.92056935988718,1.05617391869484
38-11,-1.55610430894095,-4.6767188282517,-0.645830318324254
4226,-0.847717574794394,-6.18533173861769,2.31062088437836
4722,2.15352135013055,-6.22259686224864,5.53066684683947
A188,0.670272997517007,-4.86379271310515,0.807382531964238
A214N,-13.6781782432467,0.790917358683489,-21.5261882848633
A239,-0.534442682344183,-5.9022553118107,0.378824430069674
A272,3.77335800951284,2.80436697652471,2.21807831436986
A441-5,5.45705124904424,-0.120507494645918,1.09368317561516
A554,-0.921143096619845,-5.46435549083998,1.09169369412302
A556,0.516613866224908,-6.63579043584637,1.90331747111318
A6,10.42206342453,10.4311211035003,0.452184334962547
A619,0.0109676793415243,-15.4787012277259,5.32094219667989
A632,-19.6950939075083,-0.0997647055430757,-27.1525818525896
A634,-18.1198344387453,0.443033922214603,-25.183556092993
A635,-18.7187179312994,-0.666045290824631,-25.3254714890451
A641,-11.5285513987251,-3.83642890095051,-17.363880758786
A654,-0.300782683784716,-5.87769745616828,-1.02739977762874
A659,-1.19504551881651,-5.36827430528936,1.62450255136423
A661,0.46167606988204,-5.00336449634954,2.39451801972474
A679,-30.0976507754322,13.0742953861101,12.2848380160693
A680,-35.9615521632037,16.1108370964222,12.5873926169674
A682,0.946931357621663,-8.41301387812199,0.195886189160691
AB28A,0.930914837542281,-2.57481562286146,1.17954247908945
B10,-15.2926316977306,-1.39603338763918,-7.28929176782422
B103,-3.00807026138471,-5.08268062248811,-2.69477532456655
B104,-21.4289535966294,4.6605805658713,1.3725340014082
B105,-8.37996560709548,-0.377399023959642,0.987454627318447
B109,-29.9623299047773,13.2623616503785,9.23244948494728
B115,0.828935176725622,-4.91661283608032,0.107597130366084
B14A,-25.3960087405575,0.922880639289015,-29.3716405323594
B164,-2.30604799751493,-3.52461895112932,0.766814744873435
B2,-4.1242027914622,-4.09607638068466,-1.80971533105153
B37,-14.3590131594555,-0.0634041518820324,5.61619160476906
B46,-7.07985247973098,-6.94928998581728,-3.69441414641664
B52,-1.96993369038792,-4.86796263339535,0.0337609712969188
B57,0.406358662215745,-3.15823626917761,1.72197577479549
B64,-15.2203486754168,1.04848872729243,-24.709840767518
B68,-19.7272431095423,0.0391356410590917,-27.3371160157968
B73,-38.7362721610449,17.8786652971555,13.4381522137669
B73HTRHM,-37.8654782296633,17.2417295606666,12.8663141951557
B75,-1.31314596087739,-6.44033954119909,0.899551816073289
B76,-12.8085940543472,-0.443413890320853,5.68480361729292
B77,1.8468785063634,-3.39886500232124,-1.52658817477073
B79,-6.42535038272267,-4.23972439776314,-4.05131943670467
B84,-21.7585424786397,4.67295625970389,0.660067958974627
B97,-2.5186738251516,-7.55493222632901,-1.57381687825008
C103,4.12328926204438,-11.9938409114305,3.94711586061646
C123,2.44354412336574,-9.88546112777528,2.80074463251193
C49A,0.733924950923909,-4.68756494450799,-0.841409695162684
CH701-30,-2.63378957337052,-5.07358690182523,-0.268821661800951
CH9,1.58451240236816,-3.91077995417077,-0.0729265268988883
CI7,0.0378742339841453,-5.35870737808698,1.66639878579713
CI187-2,4.4053479609462,-2.38790705409666,1.04172276655263
CI21E,-5.75393272947481,-0.375133303282094,-0.0547969737896369
CI28A,-0.860816602539398,-1.70657651782848,-1.15191094031276
CI31A,0.587876447899998,-4.34452988609197,2.57420742359998
CI3A,-0.619877172122756,-3.41774094477441,-2.59962677048197
CI64,3.22954762878741,-2.26367753553235,0.476499200660526
CI66,3.30513032593712,-1.79087687940567,0.94789997819596
CI90C,2.0479835579634,-4.59676579087492,4.02679910085594
CI91B,-4.26861569327761,-2.66756103931085,0.856869978956219
CM105,-20.4161022573407,-0.208307884247587,-19.8946673518757
CM174,-14.7685482332436,-2.36854606212052,-22.0449215526597
CM37,-1.86209092420808,-8.75239042165281,-1.22273579833213
CM7,0.0220311689347653,-6.85986569445132,0.624886505225289
CML10,10.1454790825102,7.31991728150634,1.0593186847446
CML103,8.50542046805073,6.19444315419245,-0.19526181674358
CML108,8.33685274263719,8.25764837729123,-1.17823955996241
CML11,10.588410167959,9.48476009798126,0.307925442658509
CML14,9.2314154240561,8.91519793818709,-0.805591732513468
CML154Q,8.45193206687027,7.79843812387082,-1.290564535791
CML157Q,9.83146785465246,7.34186660877291,-2.3860704028056
CML158Q,9.68603166611768,8.17377234181567,-0.170177097909869
CML218,9.9642512099934,7.2398501172687,-0.882580068098254
CML220,7.53438332975554,7.74414743886026,-1.60438751019636
CML228,10.8380676698992,7.89470947888172,1.00928627901792
CML238,8.91343784853293,9.80627510657143,0.387416989580027
CML247,9.5293608186523,5.8256381924859,0.990329802303616
CML254,11.4841122236787,9.26284773857527,-1.75791832283515
CML258,11.0610608208539,8.90381977429247,0.511643766937412
CML261,9.8499481781958,8.50991087406102,-0.654408619347193
CML264,9.37444139966736,8.67938952652758,-3.34489068388509
CML277,9.58366154493693,8.68715960714222,-1.97149004535814
CML281,4.82743963171573,5.72887943741179,-2.77966702213836
CML287,6.81486579452207,8.19843925664461,-2.93355342691398
CML311,9.13949369368719,7.67286278560916,-2.2219944425438
CML314,9.86985151404872,9.34011567648867,-4.02804856524343
