PC1,PC2,PC3
0.0010152451761698,0.0146578301518797,0.000701254807433787
0.0297460947131651,-0.0218857502863946,0.0125784767002099
0.0028589342053644,0.033398991399136,-0.00118132503420622
0.0350478609068997,-0.00595389514680805,0.000429166441331311
-0.0112593282850234,-0.0522296811101431,-0.0237448688884399
-0.0313315771684599,-0.0323655098018537,0.0379667757321624
-0.00396658464006771,0.0446351426835851,0.0241403086755358
-0.0125344938927366,0.00062388069634321,-0.00713561391040052
0.00813324759225024,-0.00595429139457212,0.00739354410875771
0.00427809644076962,-0.000631917922678891,0.00355525285140042
-0.0239066080966551,0.0225416625519515,-0.00137938204205543
-0.00208196180458776,0.0399337322345413,-0.0148938148946749
0.00954905710622743,-0.0162171700886268,0.0152971260711049
0.0120243296398312,-0.0167608462154716,0.0148029508799505
-0.012294100407653,0.0101245906354268,-0.0174148569209639
-0.0475762437231942,0.0127595850053301,-0.0091647878596468
-0.0182992459887115,-0.00313069330446826,-0.0075988129131
0.0379166814205219,-0.00925544945595061,-0.0351248097899117
0.0244195247612086,-0.00732436221350818,0.0204987456710572
0.0264717122001223,0.00307281602033995,-0.0229887874921522
0.0291307020239814,0.0106273069559426,-0.0360643214384761
0.0278028377515027,-0.00337046985030741,-0.0341690963369368
-0.0209971045051389,0.0148541066683516,-0.0115347699422114
-0.00137566757437166,0.0191755884927929,0.0368364848767916
0.00815438530384429,-0.0138876233311233,-0.0323022270305341
0.0253021185299879,0.0307504636410834,-0.00400426884414083
0.0259000201816315,0.00852861705935172,-0.0149804950462713
0.0171277237324193,0.0192766203721639,0.00962594012836178
0.0223891608456609,0.0153158342277669,-0.0318232692193128
-0.0281285190713596,-0.0270584096639059,0.00237313975649343
0.0454752624328924,0.0313291871536459,0.0039177733032587
-0.0154867346085412,0.00180923053597181,-0.00430762216940263
-0.0141253006973344,0.00609992043501098,-0.00994995714481981
0.0364966148792706,-0.0173040233762307,0.0131339777761567
0.0265842448760386,-0.016464342300823,-0.0315233674273244
