"NSFTV.ID","PSA","Exp","Rep","DayOfImaging"
"NSFTV_231",14260,"E1",1,7
"NSFTV_233",9264,"E1",1,7
"NSFTV_234",14992,"E1",1,7
"NSFTV_235",15948,"E1",1,7
"NSFTV_236",5343,"E1",1,7
"NSFTV_237",8674,"E1",1,7
"NSFTV_239",9190,"E1",1,7
"NSFTV_24",11724,"E1",1,7
"NSFTV_240",7006,"E1",1,7
"NSFTV_241",9780,"E1",1,7
"NSFTV_242",7840,"E1",1,7
"NSFTV_243",10141,"E1",1,7
"NSFTV_244",10088,"E1",1,7
"NSFTV_245",10839,"E1",1,7
"NSFTV_246",14783,"E1",1,7
"NSFTV_247",9004,"E1",1,7
"NSFTV_248",7890,"E1",1,7
"NSFTV_25",7840,"E1",1,7
"NSFTV_250",9231,"E1",1,7
"NSFTV_251",5229,"E1",1,7
"NSFTV_252",8471,"E1",1,7
"NSFTV_253",3623,"E1",1,7
"NSFTV_254",11833,"E1",1,7
"NSFTV_255",8587,"E1",1,7
"NSFTV_256",13080,"E1",1,7
"NSFTV_257",15072,"E1",1,7
"NSFTV_258",9098,"E1",1,7
"NSFTV_259",19730,"E1",1,7
"NSFTV_26",10698,"E1",1,7
"NSFTV_260",9091,"E1",1,7
"NSFTV_261",16600,"E1",1,7
"NSFTV_262",14073,"E1",1,7
"NSFTV_263",10568,"E1",1,7
"NSFTV_264",11384,"E1",1,7
"NSFTV_265",10714,"E1",1,7
"NSFTV_266",9249,"E1",1,7
"NSFTV_267",5995,"E1",1,7
"NSFTV_268",8846,"E1",1,7
"NSFTV_269",10302,"E1",1,7
"NSFTV_27",10493,"E1",1,7
"NSFTV_270",8389,"E1",1,7
"NSFTV_271",15825,"E1",1,7
"NSFTV_272",9845,"E1",1,7
"NSFTV_273",8256,"E1",1,7
"NSFTV_274",8385,"E1",1,7
"NSFTV_275",9372,"E1",1,7
"NSFTV_277",5664,"E1",1,7
"NSFTV_278",4362,"E1",1,7
"NSFTV_279",5831,"E1",1,7
"NSFTV_280",7060,"E1",1,7
"NSFTV_281",10874,"E1",1,7
"NSFTV_282",6533,"E1",1,7
"NSFTV_283",9099,"E1",1,7
"NSFTV_284",13672,"E1",1,7
"NSFTV_285",6754,"E1",1,7
"NSFTV_286",8794,"E1",1,7
"NSFTV_287",9420,"E1",1,7
"NSFTV_288",11167,"E1",1,7
"NSFTV_289",11569,"E1",1,7
"NSFTV_29",14326,"E1",1,7
"NSFTV_290",6697,"E1",1,7
"NSFTV_291",5084,"E1",1,7
"NSFTV_292",10353,"E1",1,7
"NSFTV_293",12985,"E1",1,7
"NSFTV_294",4740,"E1",1,7
"NSFTV_295",16062,"E1",1,7
"NSFTV_296",6467,"E1",1,7
"NSFTV_297",5334,"E1",1,7
"NSFTV_298",8216,"E1",1,7
"NSFTV_299",11003,"E1",1,7
"NSFTV_3",12338,"E1",1,7
"NSFTV_30",9393,"E1",1,7
"NSFTV_300",9913,"E1",1,7
"NSFTV_301",7948,"E1",1,7
"NSFTV_302",6894,"E1",1,7
"NSFTV_303",4721,"E1",1,7
"NSFTV_304",10190,"E1",1,7
"NSFTV_305",10619,"E1",1,7
"NSFTV_306",8844,"E1",1,7
"NSFTV_307",8038,"E1",1,7
"NSFTV_309",9696,"E1",1,7
"NSFTV_31",6970,"E1",1,7
"NSFTV_310",6560,"E1",1,7
"NSFTV_311",3891,"E1",1,7
"NSFTV_312",14303,"E1",1,7
"NSFTV_313",8856,"E1",1,7
"NSFTV_314",9844,"E1",1,7
"NSFTV_315",10889,"E1",1,7
"NSFTV_316",7845,"E1",1,7
"NSFTV_317",12266,"E1",1,7
"NSFTV_318",9415,"E1",1,7
"NSFTV_32",7673,"E1",1,7
"NSFTV_320",10742,"E1",1,7
"NSFTV_322",10482,"E1",1,7
"NSFTV_323",9459,"E1",1,7
"NSFTV_324",6508,"E1",1,7
"NSFTV_325",7706,"E1",1,7
"NSFTV_326",7647,"E1",1,7
"NSFTV_327",13848,"E1",1,7
"NSFTV_328",10427,"E1",1,7
"NSFTV_329",9498,"E1",1,7
"NSFTV_33",10015,"E1",1,7
"NSFTV_330",11217,"E1",1,7
"NSFTV_331",14411,"E1",1,7
"NSFTV_332",5406,"E1",1,7
"NSFTV_333",9246,"E1",1,7
"NSFTV_334",10719,"E1",1,7
"NSFTV_336",8814,"E1",1,7
"NSFTV_337",11630,"E1",1,7
"NSFTV_338",7590,"E1",1,7
"NSFTV_339",16070,"E1",1,7
"NSFTV_340",12475,"E1",1,7
"NSFTV_341",17216,"E1",1,7
"NSFTV_342",9972,"E1",1,7
"NSFTV_343",10848,"E1",1,7
"NSFTV_345",11161,"E1",1,7
"NSFTV_346",19694,"E1",1,7
"NSFTV_347",8637,"E1",1,7
"NSFTV_348",10063,"E1",1,7
"NSFTV_349",11570,"E1",1,7
"NSFTV_352",11672,"E1",1,7
"NSFTV_353",10647,"E1",1,7
"NSFTV_355",10032,"E1",1,7
"NSFTV_356",9816,"E1",1,7
"NSFTV_357",17260,"E1",1,7
"NSFTV_358",8209,"E1",1,7
"NSFTV_359",6717,"E1",1,7
"NSFTV_36",7647,"E1",1,7
"NSFTV_360",10612,"E1",1,7
"NSFTV_363",5622,"E1",1,7
"NSFTV_364",7524,"E1",1,7
"NSFTV_365",8292,"E1",1,7
"NSFTV_366",5626,"E1",1,7
"NSFTV_368",11624,"E1",1,7
"NSFTV_369",11443,"E1",1,7
"NSFTV_37",4265,"E1",1,7
"NSFTV_370",14090,"E1",1,7
"NSFTV_371",12341,"E1",1,7
"NSFTV_372",8984,"E1",1,7
"NSFTV_373",8975,"E1",1,7
"NSFTV_375",10448,"E1",1,7
"NSFTV_376",10172,"E1",1,7
"NSFTV_377",7071,"E1",1,7
"NSFTV_378",10916,"E1",1,7
"NSFTV_379",7753,"E1",1,7
"NSFTV_380",7851,"E1",1,7
"NSFTV_381",9421,"E1",1,7
"NSFTV_384",11902,"E1",1,7
"NSFTV_385",7937,"E1",1,7
"NSFTV_386",6956,"E1",1,7
"NSFTV_387",7665,"E1",1,7
"NSFTV_388",6377,"E1",1,7
"NSFTV_389",6280,"E1",1,7
"NSFTV_39",17390,"E1",1,7
"NSFTV_390",8798,"E1",1,7
"NSFTV_391",4759,"E1",1,7
"NSFTV_392",5885,"E1",1,7
"NSFTV_394",8579,"E1",1,7
"NSFTV_395",10692,"E1",1,7
"NSFTV_396",4799,"E1",1,7
"NSFTV_397",5697,"E1",1,7
"NSFTV_4",8861,"E1",1,7
"NSFTV_40",11588,"E1",1,7
"NSFTV_41",9585,"E1",1,7
"NSFTV_43",8002,"E1",1,7
"NSFTV_44",7497,"E1",1,7
"NSFTV_45",10090,"E1",1,7
"NSFTV_46",10295,"E1",1,7
"NSFTV_49",11520,"E1",1,7
"NSFTV_5",10895,"E1",1,7
"NSFTV_50",11806,"E1",1,7
"NSFTV_51",9011,"E1",1,7
"NSFTV_52",8289,"E1",1,7
"NSFTV_53",8604,"E1",1,7
"NSFTV_54",8448,"E1",1,7
"NSFTV_55",7349,"E1",1,7
"NSFTV_56",6239,"E1",1,7
"NSFTV_57",10366,"E1",1,7
"NSFTV_58",10923,"E1",1,7
"NSFTV_59",12714,"E1",1,7
"NSFTV_6",10152,"E1",1,7
"NSFTV_60",8074,"E1",1,7
"NSFTV_61",8951,"E1",1,7
"NSFTV_616",5911,"E1",1,7
"NSFTV_618",6333,"E1",1,7
"NSFTV_619",3721,"E1",1,7
"NSFTV_62",11161,"E1",1,7
"NSFTV_620",13022,"E1",1,7
"NSFTV_621",6279,"E1",1,7
"NSFTV_622",7990,"E1",1,7
"NSFTV_623",6915,"E1",1,7
"NSFTV_624",4510,"E1",1,7
"NSFTV_625",4383,"E1",1,7
"NSFTV_626",14100,"E1",1,7
"NSFTV_627",8653,"E1",1,7
"NSFTV_629",6496,"E1",1,7
"NSFTV_63",7773,"E1",1,7
"NSFTV_633",6736,"E1",1,7
"NSFTV_634",8159,"E1",1,7
"NSFTV_64",9924,"E1",1,7
"NSFTV_641",6074,"E1",1,7
"NSFTV_642",11296,"E1",1,7
"NSFTV_643",13576,"E1",1,7
"NSFTV_647",8152,"E1",1,7
"NSFTV_65",11714,"E1",1,7
"NSFTV_651",10031,"E1",1,7
"NSFTV_66",5668,"E1",1,7
"NSFTV_67",8515,"E1",1,7
"NSFTV_68",5409,"E1",1,7
"NSFTV_7",4379,"E1",1,7
"NSFTV_70",10084,"E1",1,7
"NSFTV_71",7948,"E1",1,7
"NSFTV_72",8501,"E1",1,7
"NSFTV_73",11679,"E1",1,7
"NSFTV_74",9506,"E1",1,7
"NSFTV_75",9656,"E1",1,7
"NSFTV_76",13213,"E1",1,7
"NSFTV_77",10298,"E1",1,7
"NSFTV_78",16347,"E1",1,7
"NSFTV_79",7403,"E1",1,7
"NSFTV_8",9316,"E1",1,7
"NSFTV_80",11197,"E1",1,7
"NSFTV_81",11740,"E1",1,7
"NSFTV_83",5612,"E1",1,7
"NSFTV_84",10211,"E1",1,7
"NSFTV_85",9084,"E1",1,7
"NSFTV_86",14219,"E1",1,7
"NSFTV_87",12984,"E1",1,7
"NSFTV_88",9270,"E1",1,7
"NSFTV_89",8498,"E1",1,7
"NSFTV_9",9583,"E1",1,7
"NSFTV_90",12287,"E1",1,7
"NSFTV_92",8245,"E1",1,7
"NSFTV_93",9241,"E1",1,7
"NSFTV_94",7059,"E1",1,7
"NSFTV_96",9779,"E1",1,7
"NSFTV_97",9197,"E1",1,7
"NSFTV_98",5401,"E1",1,7
"NSFTV_99",9404,"E1",1,7
"NSFTV_1",13440,"E1",1,8
"NSFTV_10",11873,"E1",1,8
"NSFTV_101",9155,"E1",1,8
"NSFTV_102",10401,"E1",1,8
"NSFTV_103",5602,"E1",1,8
"NSFTV_104",8959,"E1",1,8
"NSFTV_105",11510,"E1",1,8
"NSFTV_106",16591,"E1",1,8
"NSFTV_107",13049,"E1",1,8
"NSFTV_108",7096,"E1",1,8
"NSFTV_109",13784,"E1",1,8
"NSFTV_11",15020,"E1",1,8
"NSFTV_112",8202,"E1",1,8
"NSFTV_113",14475,"E1",1,8
"NSFTV_114",12354,"E1",1,8
"NSFTV_115",9022,"E1",1,8
"NSFTV_116",7147,"E1",1,8
"NSFTV_117",14552,"E1",1,8
"NSFTV_118",14628,"E1",1,8
"NSFTV_120",9708,"E1",1,8
"NSFTV_121",6975,"E1",1,8
"NSFTV_122",12496,"E1",1,8
"NSFTV_123",11909,"E1",1,8
"NSFTV_124",9458,"E1",1,8
"NSFTV_125",16986,"E1",1,8
"NSFTV_128",6601,"E1",1,8
"NSFTV_129",12151,"E1",1,8
"NSFTV_13",14374,"E1",1,8
"NSFTV_130",13050,"E1",1,8
"NSFTV_131",12465,"E1",1,8
"NSFTV_132",12038,"E1",1,8
"NSFTV_133",6408,"E1",1,8
"NSFTV_134",12024,"E1",1,8
"NSFTV_135",10270,"E1",1,8
"NSFTV_139",6117,"E1",1,8
"NSFTV_14",7896,"E1",1,8
"NSFTV_140",10990,"E1",1,8
"NSFTV_141",10758,"E1",1,8
"NSFTV_142",14427,"E1",1,8
"NSFTV_143",8314,"E1",1,8
"NSFTV_144",8895,"E1",1,8
"NSFTV_145",10884,"E1",1,8
"NSFTV_146",10332,"E1",1,8
"NSFTV_147",6036,"E1",1,8
"NSFTV_148",17662,"E1",1,8
"NSFTV_149",7579,"E1",1,8
"NSFTV_15",6904,"E1",1,8
"NSFTV_150",7068,"E1",1,8
"NSFTV_151",7292,"E1",1,8
"NSFTV_152",9833,"E1",1,8
"NSFTV_153",9144,"E1",1,8
"NSFTV_154",12643,"E1",1,8
"NSFTV_155",11004,"E1",1,8
"NSFTV_156",15232,"E1",1,8
"NSFTV_157",7043,"E1",1,8
"NSFTV_158",6751,"E1",1,8
"NSFTV_159",8807,"E1",1,8
"NSFTV_16",12887,"E1",1,8
"NSFTV_160",8024,"E1",1,8
"NSFTV_161",10677,"E1",1,8
"NSFTV_162",8917,"E1",1,8
"NSFTV_163",12728,"E1",1,8
"NSFTV_164",10866,"E1",1,8
"NSFTV_165",12600,"E1",1,8
"NSFTV_166",13685,"E1",1,8
"NSFTV_167",4809,"E1",1,8
"NSFTV_168",11986,"E1",1,8
"NSFTV_169",12962,"E1",1,8
"NSFTV_17",9405,"E1",1,8
"NSFTV_171",18554,"E1",1,8
"NSFTV_172",14793,"E1",1,8
"NSFTV_173",6721,"E1",1,8
"NSFTV_174",14154,"E1",1,8
"NSFTV_176",12234,"E1",1,8
"NSFTV_177",8436,"E1",1,8
"NSFTV_179",12807,"E1",1,8
"NSFTV_18",14194,"E1",1,8
"NSFTV_180",8356,"E1",1,8
"NSFTV_182",11392,"E1",1,8
"NSFTV_183",12522,"E1",1,8
"NSFTV_184",13102,"E1",1,8
"NSFTV_185",9317,"E1",1,8
"NSFTV_186",7048,"E1",1,8
"NSFTV_187",7104,"E1",1,8
"NSFTV_188",9971,"E1",1,8
"NSFTV_189",13185,"E1",1,8
"NSFTV_19",13802,"E1",1,8
"NSFTV_190",8635,"E1",1,8
"NSFTV_191",13297,"E1",1,8
"NSFTV_192",9403,"E1",1,8
"NSFTV_193",8101,"E1",1,8
"NSFTV_195",13721,"E1",1,8
"NSFTV_198",7801,"E1",1,8
"NSFTV_199",11079,"E1",1,8
"NSFTV_200",20021,"E1",1,8
"NSFTV_202",13321,"E1",1,8
"NSFTV_203",10582,"E1",1,8
"NSFTV_205",9825,"E1",1,8
"NSFTV_206",14226,"E1",1,8
"NSFTV_207",13072,"E1",1,8
"NSFTV_208",10989,"E1",1,8
"NSFTV_209",13005,"E1",1,8
"NSFTV_21",13006,"E1",1,8
"NSFTV_211",12488,"E1",1,8
"NSFTV_213",12506,"E1",1,8
"NSFTV_214",9409,"E1",1,8
"NSFTV_215",12546,"E1",1,8
"NSFTV_216",9134,"E1",1,8
"NSFTV_217",8587,"E1",1,8
"NSFTV_218",4890,"E1",1,8
"NSFTV_219",12732,"E1",1,8
"NSFTV_220",14681,"E1",1,8
"NSFTV_221",14249,"E1",1,8
"NSFTV_222",16163,"E1",1,8
"NSFTV_223",7622,"E1",1,8
"NSFTV_224",15180,"E1",1,8
"NSFTV_225",12433,"E1",1,8
"NSFTV_226",17853,"E1",1,8
"NSFTV_227",15561,"E1",1,8
"NSFTV_228",13307,"E1",1,8
"NSFTV_229",12007,"E1",1,8
"NSFTV_23",12107,"E1",1,8
"NSFTV_231",15767,"E1",1,8
"NSFTV_233",10248,"E1",1,8
"NSFTV_234",17417,"E1",1,8
"NSFTV_235",21298,"E1",1,8
"NSFTV_236",7694,"E1",1,8
"NSFTV_237",11497,"E1",1,8
"NSFTV_239",10987,"E1",1,8
"NSFTV_24",11111,"E1",1,8
"NSFTV_240",8221,"E1",1,8
"NSFTV_241",11301,"E1",1,8
"NSFTV_242",9134,"E1",1,8
"NSFTV_243",11207,"E1",1,8
"NSFTV_244",12994,"E1",1,8
"NSFTV_245",13511,"E1",1,8
"NSFTV_246",19074,"E1",1,8
"NSFTV_247",13337,"E1",1,8
"NSFTV_248",12073,"E1",1,8
"NSFTV_25",9286,"E1",1,8
"NSFTV_250",10360,"E1",1,8
"NSFTV_251",6803,"E1",1,8
"NSFTV_252",10457,"E1",1,8
"NSFTV_253",3945,"E1",1,8
"NSFTV_254",15610,"E1",1,8
"NSFTV_255",9068,"E1",1,8
"NSFTV_256",15487,"E1",1,8
"NSFTV_257",16507,"E1",1,8
"NSFTV_258",10149,"E1",1,8
"NSFTV_259",22189,"E1",1,8
"NSFTV_26",14338,"E1",1,8
"NSFTV_260",12238,"E1",1,8
"NSFTV_261",20607,"E1",1,8
"NSFTV_262",17388,"E1",1,8
"NSFTV_263",13198,"E1",1,8
"NSFTV_264",12665,"E1",1,8
"NSFTV_265",13849,"E1",1,8
"NSFTV_266",10257,"E1",1,8
"NSFTV_267",6788,"E1",1,8
"NSFTV_268",12356,"E1",1,8
"NSFTV_269",12738,"E1",1,8
"NSFTV_27",13782,"E1",1,8
"NSFTV_270",10800,"E1",1,8
"NSFTV_271",16267,"E1",1,8
"NSFTV_272",10695,"E1",1,8
"NSFTV_273",10075,"E1",1,8
"NSFTV_274",12422,"E1",1,8
"NSFTV_275",11374,"E1",1,8
"NSFTV_277",7083,"E1",1,8
"NSFTV_278",5625,"E1",1,8
"NSFTV_279",8925,"E1",1,8
"NSFTV_280",9001,"E1",1,8
"NSFTV_281",11459,"E1",1,8
"NSFTV_282",8964,"E1",1,8
"NSFTV_283",9777,"E1",1,8
"NSFTV_284",16763,"E1",1,8
"NSFTV_285",7632,"E1",1,8
"NSFTV_286",8720,"E1",1,8
"NSFTV_287",10955,"E1",1,8
"NSFTV_288",13271,"E1",1,8
"NSFTV_289",13171,"E1",1,8
"NSFTV_29",17000,"E1",1,8
"NSFTV_290",7477,"E1",1,8
"NSFTV_291",6028,"E1",1,8
"NSFTV_292",10095,"E1",1,8
"NSFTV_293",15020,"E1",1,8
"NSFTV_294",5414,"E1",1,8
"NSFTV_295",19520,"E1",1,8
"NSFTV_296",8380,"E1",1,8
"NSFTV_297",7323,"E1",1,8
"NSFTV_298",9767,"E1",1,8
"NSFTV_299",15892,"E1",1,8
"NSFTV_3",14371,"E1",1,8
"NSFTV_30",11964,"E1",1,8
"NSFTV_300",11193,"E1",1,8
"NSFTV_301",9922,"E1",1,8
"NSFTV_302",8756,"E1",1,8
"NSFTV_303",5106,"E1",1,8
"NSFTV_304",12200,"E1",1,8
"NSFTV_305",12327,"E1",1,8
"NSFTV_306",11944,"E1",1,8
"NSFTV_307",10178,"E1",1,8
"NSFTV_309",13537,"E1",1,8
"NSFTV_31",7896,"E1",1,8
"NSFTV_310",6615,"E1",1,8
"NSFTV_311",5077,"E1",1,8
"NSFTV_312",17221,"E1",1,8
"NSFTV_313",10902,"E1",1,8
"NSFTV_314",12798,"E1",1,8
"NSFTV_315",14056,"E1",1,8
"NSFTV_316",9379,"E1",1,8
"NSFTV_317",12428,"E1",1,8
"NSFTV_318",10312,"E1",1,8
"NSFTV_32",10398,"E1",1,8
"NSFTV_320",12316,"E1",1,8
"NSFTV_322",13269,"E1",1,8
"NSFTV_323",10178,"E1",1,8
"NSFTV_324",7965,"E1",1,8
"NSFTV_325",7811,"E1",1,8
"NSFTV_326",9441,"E1",1,8
"NSFTV_327",15262,"E1",1,8
"NSFTV_328",13137,"E1",1,8
"NSFTV_329",10038,"E1",1,8
"NSFTV_33",12042,"E1",1,8
"NSFTV_330",12903,"E1",1,8
"NSFTV_331",19157,"E1",1,8
"NSFTV_332",6444,"E1",1,8
"NSFTV_333",11346,"E1",1,8
"NSFTV_334",13148,"E1",1,8
"NSFTV_336",10252,"E1",1,8
"NSFTV_337",12751,"E1",1,8
"NSFTV_338",9114,"E1",1,8
"NSFTV_339",18424,"E1",1,8
"NSFTV_340",14362,"E1",1,8
"NSFTV_341",20446,"E1",1,8
"NSFTV_342",12099,"E1",1,8
"NSFTV_343",11375,"E1",1,8
"NSFTV_345",11483,"E1",1,8
"NSFTV_346",23531,"E1",1,8
"NSFTV_347",10494,"E1",1,8
"NSFTV_348",11401,"E1",1,8
"NSFTV_349",12443,"E1",1,8
"NSFTV_352",14688,"E1",1,8
"NSFTV_353",10885,"E1",1,8
"NSFTV_355",11886,"E1",1,8
"NSFTV_356",14700,"E1",1,8
"NSFTV_357",21278,"E1",1,8
"NSFTV_358",8700,"E1",1,8
"NSFTV_359",7366,"E1",1,8
"NSFTV_36",9190,"E1",1,8
"NSFTV_360",14174,"E1",1,8
"NSFTV_363",8265,"E1",1,8
"NSFTV_364",11452,"E1",1,8
"NSFTV_365",9294,"E1",1,8
"NSFTV_366",6428,"E1",1,8
"NSFTV_368",13694,"E1",1,8
"NSFTV_369",15364,"E1",1,8
"NSFTV_37",5655,"E1",1,8
"NSFTV_370",17918,"E1",1,8
"NSFTV_371",15964,"E1",1,8
"NSFTV_372",10608,"E1",1,8
"NSFTV_373",10746,"E1",1,8
"NSFTV_375",10743,"E1",1,8
"NSFTV_376",11131,"E1",1,8
"NSFTV_377",7151,"E1",1,8
"NSFTV_378",14338,"E1",1,8
"NSFTV_379",8133,"E1",1,8
"NSFTV_380",8454,"E1",1,8
"NSFTV_381",10552,"E1",1,8
"NSFTV_384",14858,"E1",1,8
"NSFTV_385",10174,"E1",1,8
"NSFTV_386",8553,"E1",1,8
"NSFTV_387",10192,"E1",1,8
"NSFTV_388",8330,"E1",1,8
"NSFTV_389",6628,"E1",1,8
"NSFTV_39",20698,"E1",1,8
"NSFTV_390",11947,"E1",1,8
"NSFTV_391",5620,"E1",1,8
"NSFTV_392",8272,"E1",1,8
"NSFTV_394",11073,"E1",1,8
"NSFTV_395",11661,"E1",1,8
"NSFTV_396",4981,"E1",1,8
"NSFTV_397",7472,"E1",1,8
"NSFTV_4",9703,"E1",1,8
"NSFTV_40",14306,"E1",1,8
"NSFTV_41",11283,"E1",1,8
"NSFTV_43",10689,"E1",1,8
"NSFTV_44",9641,"E1",1,8
"NSFTV_45",13731,"E1",1,8
"NSFTV_46",11220,"E1",1,8
"NSFTV_49",12860,"E1",1,8
"NSFTV_5",12366,"E1",1,8
"NSFTV_50",12594,"E1",1,8
"NSFTV_51",10511,"E1",1,8
"NSFTV_52",8921,"E1",1,8
"NSFTV_53",11628,"E1",1,8
"NSFTV_54",9073,"E1",1,8
"NSFTV_55",10605,"E1",1,8
"NSFTV_56",7738,"E1",1,8
"NSFTV_57",10616,"E1",1,8
"NSFTV_58",13801,"E1",1,8
"NSFTV_59",11625,"E1",1,8
"NSFTV_6",11822,"E1",1,8
"NSFTV_60",10069,"E1",1,8
"NSFTV_61",14519,"E1",1,8
"NSFTV_616",7732,"E1",1,8
"NSFTV_618",6201,"E1",1,8
"NSFTV_619",4586,"E1",1,8
"NSFTV_62",12317,"E1",1,8
"NSFTV_620",16191,"E1",1,8
"NSFTV_621",7291,"E1",1,8
"NSFTV_622",8466,"E1",1,8
"NSFTV_623",7732,"E1",1,8
"NSFTV_624",5523,"E1",1,8
"NSFTV_625",5479,"E1",1,8
"NSFTV_626",15420,"E1",1,8
"NSFTV_627",12179,"E1",1,8
"NSFTV_629",8453,"E1",1,8
"NSFTV_63",9535,"E1",1,8
"NSFTV_633",8724,"E1",1,8
"NSFTV_634",10717,"E1",1,8
"NSFTV_64",8923,"E1",1,8
"NSFTV_641",7690,"E1",1,8
"NSFTV_642",14087,"E1",1,8
"NSFTV_643",16928,"E1",1,8
"NSFTV_647",9549,"E1",1,8
"NSFTV_65",11550,"E1",1,8
"NSFTV_651",12061,"E1",1,8
"NSFTV_66",7027,"E1",1,8
"NSFTV_67",9453,"E1",1,8
"NSFTV_68",6258,"E1",1,8
"NSFTV_7",5847,"E1",1,8
"NSFTV_70",11016,"E1",1,8
"NSFTV_71",10320,"E1",1,8
"NSFTV_72",11196,"E1",1,8
