probIn scale
0.08073605 2.316932e-06
0.08628575 2.294595e-06
0.08863088 2.411193e-06
0.09310925 2.400761e-06
0.1016662 2.415382e-06
0.1083854 2.462487e-06
0.1292702 2.445504e-06
0.1388807 2.442831e-06
0.1333096 2.552957e-06
0.1254 2.587323e-06
0.1166561 2.645837e-06
0.1179965 2.65239e-06
0.1185895 2.629232e-06
0.1237069 2.711585e-06
0.1279782 2.817894e-06
0.1133004 2.858909e-06
0.109424 2.898814e-06
0.1102743 2.840301e-06
0.1111339 2.899381e-06
0.09437154 2.888169e-06
0.09103799 2.828345e-06
0.09276363 2.779572e-06
0.09686714 2.880554e-06
0.09999238 2.849923e-06
0.1071303 2.781802e-06
0.1087566 2.752768e-06
0.1280392 2.779507e-06
0.1148572 2.857605e-06
0.110655 2.782854e-06
0.1278179 2.947665e-06
0.09740714 2.957854e-06
0.08105858 2.981616e-06
0.0848892 3.026441e-06
0.08780503 2.976998e-06
0.09159318 2.986889e-06
0.09836491 3.062547e-06
0.117682 3.049336e-06
0.1099268 3.222716e-06
0.1230397 3.142461e-06
0.0931711 3.156244e-06
0.07953703 3.170978e-06
0.08697193 3.275027e-06
0.1102975 3.214426e-06
0.1066027 3.201557e-06
0.08683336 3.181452e-06
0.08701447 3.204034e-06
0.0837211 3.140068e-06
0.08298008 3.162991e-06
0.08985535 3.206418e-06
0.085689 3.185604e-06
0.08494122 3.157084e-06
0.07654728 3.134857e-06
0.08294542 3.174452e-06
0.09695038 3.145993e-06
0.088812 3.21343e-06
0.1079464 3.233402e-06
0.09963412 3.292914e-06
0.106185 3.238689e-06
0.1081881 3.317176e-06
0.09865194 3.300683e-06
0.1211358 3.342126e-06
0.1171583 3.324986e-06
0.1009409 3.210832e-06
0.09962835 3.218355e-06
0.09841397 3.150398e-06
0.08881194 3.148847e-06
0.09133549 3.209369e-06
0.0857899 3.225747e-06
0.09481634 3.198264e-06
0.08597956 3.245214e-06
0.0760813 3.306889e-06
0.07399093 3.228413e-06
0.07931054 3.204762e-06
0.07527414 3.098759e-06
0.08002918 3.093194e-06
0.0823862 3.095654e-06
0.07919971 3.127054e-06
0.08140329 3.053562e-06
0.08125619 3.04241e-06
0.06430708 3.048645e-06
0.06467172 3.0343e-06
0.07282757 3.118563e-06
0.07136951 3.075557e-06
0.09392594 3.099074e-06
0.1063728 3.183778e-06
0.08796344 3.214201e-06
0.0989873 3.127541e-06
0.1009096 3.225999e-06
0.09860008 3.271429e-06
0.09589647 3.217693e-06
0.09904408 3.111085e-06
0.09479849 3.208464e-06
0.09735421 3.238266e-06
0.1021769 3.287765e-06
0.1086424 3.352353e-06
0.1156256 3.49128e-06
0.1198187 3.523066e-06
0.1174587 3.48354e-06
0.1222409 3.447686e-06
0.1154672 3.481517e-06
0.1178159 3.499563e-06
0.1117751 3.503422e-06
0.1160366 3.524055e-06
0.1146385 3.554878e-06
0.1096371 3.626439e-06
0.09890827 3.527969e-06
0.08902898 3.5509e-06
0.09199159 3.508738e-06
0.1044697 3.528574e-06
0.09087326 3.473704e-06
0.1091095 3.5393e-06
0.113154 3.595455e-06
0.1010211 3.512204e-06
0.09599908 3.420313e-06
0.09644083 3.478536e-06
0.1022019 3.427233e-06
0.09008701 3.44986e-06
0.1011172 3.526425e-06
0.1023673 3.524163e-06
0.09248281 3.499549e-06
0.08313459 3.535923e-06
0.08994394 3.40679e-06
0.09337855 3.488812e-06
0.1006437 3.369039e-06
0.1028915 3.339913e-06
0.103505 3.391666e-06
0.0868464 3.461914e-06
0.08166111 3.441702e-06
0.09882973 3.418275e-06
0.08867284 3.321545e-06
0.07830123 3.365867e-06
0.07393891 3.320842e-06
0.07515913 3.319522e-06
0.09526858 3.282589e-06
0.104119 3.29749e-06
0.09127568 3.236013e-06
0.09858879 3.264394e-06
0.08993155 3.299008e-06
0.09403581 3.346937e-06
0.08400573 3.293279e-06
0.08729926 3.364214e-06
0.07669353 3.350948e-06
0.07712275 3.364033e-06
0.08513061 3.362146e-06
0.07482649 3.252712e-06
0.07536955 3.283264e-06
0.0777803 3.374395e-06
0.06491191 3.426847e-06
0.07109215 3.373034e-06
0.07113477 3.327237e-06
0.07913963 3.34531e-06
0.08093686 3.346473e-06
0.08558651 3.394453e-06
0.09497798 3.359643e-06
0.1067554 3.369657e-06
0.09315662 3.416804e-06
0.08961125 3.387195e-06
0.08400202 3.487628e-06
0.06908167 3.405405e-06
0.07166434 3.388888e-06
0.08499123 3.322177e-06
0.07990003 3.182692e-06
0.07720044 3.132621e-06
0.07701551 3.190047e-06
0.09217543 3.139947e-06
0.09438042 3.185495e-06
0.08328507 3.07565e-06
0.09069879 3.085526e-06
0.08794445 2.994942e-06
0.08966518 2.998019e-06
0.09494535 2.974549e-06
0.1025465 2.972406e-06
0.1091813 3.013922e-06
0.09862109 3.025108e-06
0.08522515 2.880227e-06
0.08353559 2.862802e-06
0.08057633 2.888765e-06
0.08160652 2.886595e-06
0.08396769 2.870772e-06
0.0875681 2.82742e-06
0.09331624 2.799761e-06
0.08707415 2.766861e-06
0.0814074 2.78342e-06
0.08052468 2.760047e-06
0.0780293 2.766582e-06
0.09079716 2.864097e-06
0.09018259 2.885316e-06
0.09786681 2.775797e-06
0.09621581 2.748191e-06
0.09932524 2.771933e-06
0.1019293 2.821566e-06
0.1146655 2.757835e-06
0.110039 2.760399e-06
0.1165197 2.831613e-06
0.1199966 2.806224e-06
0.1272261 2.774829e-06
0.1275979 2.823844e-06
0.1448784 2.877729e-06
0.1484972 2.814877e-06
0.144771 2.806493e-06
0.1328109 2.874672e-06
0.1154486 2.969478e-06
0.124286 2.984719e-06
0.1198083 2.992146e-06
0.1187631 2.985748e-06
0.1190201 3.081784e-06
0.1046843 3.00311e-06
0.1095235 3.060333e-06
0.1160329 3.086748e-06
0.1182869 3.208819e-06
0.1177813 3.214119e-06
0.1025246 3.164284e-06
0.1028022 3.151469e-06
0.1049283 3.108174e-06
0.1147358 3.096434e-06
0.1023986 3.074061e-06
0.111424 3.089179e-06
0.1176244 3.024975e-06
0.1249159 3.022962e-06
0.1169437 3.156516e-06
0.1119234 3.143763e-06
0.117808 3.106691e-06
0.1192318 3.092542e-06
0.1073755 3.054518e-06
0.1137501 3.01371e-06
0.1132348 2.999544e-06
0.1187919 3.001062e-06
0.1079955 2.952093e-06
0.1025056 2.891613e-06
0.09137559 2.956004e-06
0.09472365 2.942683e-06
0.08330063 2.9532e-06
0.09070326 2.907226e-06
0.0907631 2.963992e-06
0.09923245 2.960362e-06
0.09798009 2.963797e-06
0.1115178 3.04128e-06
0.08881289 2.963642e-06
0.09757513 2.994328e-06
0.1015158 3.0963e-06
0.1139257 3.141352e-06
0.1150146 3.233873e-06
0.1017626 3.310604e-06
0.1095782 3.388048e-06
0.1132421 3.41094e-06
0.09556498 3.401516e-06
0.08502803 3.364373e-06
0.08999075 3.398057e-06
0.08750076 3.3785e-06
0.09006655 3.425758e-06
0.09668471 3.456794e-06
0.101921 3.475478e-06
0.1085792 3.539962e-06
0.1065171 3.530893e-06
0.1058085 3.618353e-06
0.1010623 3.643567e-06
0.1125675 3.691113e-06
0.107741 3.713324e-06
0.1233846 3.58497e-06
0.1178318 3.562286e-06
0.1122136 3.517718e-06
0.1089649 3.637056e-06
0.1069081 3.648268e-06
0.1009929 3.634736e-06
0.1104128 3.603528e-06
0.1172897 3.620566e-06
0.1063809 3.656946e-06
0.1013358 3.664851e-06
0.09337944 3.615699e-06
0.08310036 3.535684e-06
0.0833637 3.523963e-06
0.0923444 3.425063e-06
0.08407288 3.415665e-06
0.09114582 3.430623e-06
0.08384963 3.417505e-06
0.08890117 3.357086e-06
0.08423877 3.365766e-06
0.0923479 3.341425e-06
0.09583414 3.46058e-06
0.08136657 3.490787e-06
0.08051253 3.58345e-06
0.0787899 3.634312e-06
0.07808544 3.677126e-06
0.07873654 3.538006e-06
0.09116703 3.642032e-06
0.1104097 3.626391e-06
0.1146265 3.729666e-06
0.118841 3.70739e-06
0.1066107 3.626475e-06
0.1116464 3.676069e-06
0.09709499 3.72873e-06
0.08514756 3.719923e-06
0.06487831 3.668465e-06
0.06725037 3.782592e-06
0.0756508 3.824145e-06
0.0734871 3.728622e-06
0.0830645 3.594552e-06
0.07010551 3.685771e-06
0.0758272 3.700009e-06
0.06859152 3.65136e-06
0.07423416 3.608052e-06
0.08172186 3.576601e-06
0.07787395 3.56539e-06
0.07294074 3.603256e-06
0.07482613 3.733885e-06
0.06416482 3.809272e-06
0.07190002 3.739748e-06
0.07754637 3.727862e-06
0.07224964 3.709063e-06
0.08660464 3.651467e-06
0.08480738 3.668307e-06
0.08874762 3.61672e-06
0.09484179 3.566077e-06
0.09823186 3.595039e-06
0.1100179 3.530566e-06
0.09228633 3.52343e-06
0.08454705 3.5586e-06
0.08989729 3.558949e-06
0.08924166 3.54859e-06
0.08408439 3.487958e-06
0.07854673 3.477587e-06
0.08497214 3.560402e-06
0.07945529 3.604651e-06
0.08042871 3.655311e-06
0.08260165 3.485662e-06
0.09208138 3.452379e-06
0.105455 3.574255e-06
0.0992561 3.543742e-06
0.09422817 3.50388e-06
0.09880563 3.547053e-06
0.08869903 3.590796e-06
0.09841023 3.648856e-06
0.09888088 3.751768e-06
0.1055521 3.72409e-06
0.08961461 3.699197e-06
0.08685616 3.610146e-06
0.09516723 3.517103e-06
0.08972828 3.404626e-06
0.08110075 3.434487e-06
0.08744169 3.529254e-06
0.1042335 3.54688e-06
0.08453197 3.608138e-06
0.08362779 3.663862e-06
0.0978505 3.53082e-06
0.1134913 3.534464e-06
0.1220621 3.581014e-06
0.1160421 3.509214e-06
0.1151202 3.499173e-06
0.1214069 3.684001e-06
0.1089776 3.564478e-06
0.09670849 3.568087e-06
0.1128999 3.589737e-06
0.1282808 3.557488e-06
0.1357926 3.588455e-06
0.1236393 3.623193e-06
0.1242907 3.676905e-06
0.1251834 3.627708e-06
0.1226597 3.708676e-06
0.1205555 3.798711e-06
0.1055888 3.814706e-06
0.1081212 3.796686e-06
0.1059191 3.720815e-06
0.1079766 3.7603e-06
0.1044495 3.748255e-06
0.09096717 3.558638e-06
0.08621957 3.499336e-06
0.09892538 3.519804e-06
