"NSFTV.ID","Rep","DayOfImaging","Exp","PSA"
"NSFTV_211","1","2","E1",17360
"NSFTV_211","1","3","E1",20765
"NSFTV_211","1","5","E1",29078
"NSFTV_211","1","6","E1",33059
"NSFTV_211","1","7","E1",37414
"NSFTV_211","1","8","E1",44079
"NSFTV_211","1","9","E1",51593
"NSFTV_211","2","0","E1",NA
"NSFTV_211","2","2","E1",NA
"NSFTV_211","2","3","E1",NA
"NSFTV_211","2","5","E1",NA
"NSFTV_211","2","6","E1",NA
"NSFTV_211","2","7","E1",NA
"NSFTV_211","2","8","E1",NA
"NSFTV_211","2","9","E1",NA
"NSFTV_211","1","0","E2",59670
"NSFTV_211","1","2","E2",90584
"NSFTV_211","1","3","E2",101506
"NSFTV_211","1","5","E2",128808
"NSFTV_211","1","6","E2",137892
"NSFTV_211","1","7","E2",157972
"NSFTV_211","1","8","E2",173170
"NSFTV_211","1","9","E2",195783
"NSFTV_211","2","0","E2",NA
"NSFTV_211","2","2","E2",NA
"NSFTV_211","2","3","E2",NA
"NSFTV_211","2","5","E2",NA
"NSFTV_211","2","6","E2",NA
"NSFTV_211","2","7","E2",NA
"NSFTV_211","2","8","E2",NA
"NSFTV_211","2","9","E2",NA
"NSFTV_211","1","0","E3",15475
"NSFTV_211","1","2","E3",21457
"NSFTV_211","1","3","E3",24123
"NSFTV_211","1","5","E3",28174
"NSFTV_211","1","6","E3",29258
"NSFTV_211","1","7","E3",32894
"NSFTV_211","1","8","E3",38373
"NSFTV_211","1","9","E3",42311
"NSFTV_211","2","0","E3",NA
"NSFTV_211","2","2","E3",NA
"NSFTV_211","2","3","E3",NA
"NSFTV_211","2","5","E3",NA
"NSFTV_211","2","6","E3",NA
"NSFTV_211","2","7","E3",NA
"NSFTV_211","2","8","E3",NA
"NSFTV_211","2","9","E3",NA
"NSFTV_213","1","0","E1",17217
"NSFTV_213","1","2","E1",25236
"NSFTV_213","1","3","E1",28318
"NSFTV_213","1","5","E1",40160
"NSFTV_213","1","6","E1",46978
"NSFTV_213","1","7","E1",51126
"NSFTV_213","1","8","E1",62226
"NSFTV_213","1","9","E1",85324
"NSFTV_213","2","0","E1",NA
"NSFTV_213","2","2","E1",NA
"NSFTV_213","2","3","E1",NA
"NSFTV_213","2","5","E1",NA
"NSFTV_213","2","6","E1",NA
"NSFTV_213","2","7","E1",NA
"NSFTV_213","2","8","E1",NA
"NSFTV_213","2","9","E1",NA
"NSFTV_213","1","0","E2",39776
"NSFTV_213","1","2","E2",50488
"NSFTV_213","1","3","E2",64275
"NSFTV_213","1","5","E2",73988
"NSFTV_213","1","6","E2",83359
"NSFTV_213","1","7","E2",104659
"NSFTV_213","1","8","E2",115525
"NSFTV_213","1","9","E2",137208
"NSFTV_213","2","0","E2",NA
"NSFTV_213","2","2","E2",NA
"NSFTV_213","2","3","E2",NA
"NSFTV_213","2","5","E2",NA
"NSFTV_213","2","6","E2",NA
"NSFTV_213","2","7","E2",NA
"NSFTV_213","2","8","E2",NA
"NSFTV_213","2","9","E2",NA
"NSFTV_213","1","0","E3",30731
"NSFTV_213","1","2","E3",39109
"NSFTV_213","1","3","E3",46066
"NSFTV_213","1","5","E3",60884
"NSFTV_213","1","6","E3",62759
"NSFTV_213","1","7","E3",74152
"NSFTV_213","1","8","E3",85615
"NSFTV_213","1","9","E3",105653
"NSFTV_213","2","0","E3",NA
"NSFTV_213","2","2","E3",NA
"NSFTV_213","2","3","E3",NA
"NSFTV_213","2","5","E3",NA
"NSFTV_213","2","6","E3",NA
"NSFTV_213","2","7","E3",NA
"NSFTV_213","2","8","E3",NA
"NSFTV_213","2","9","E3",NA
"NSFTV_214","1","0","E1",20526
"NSFTV_214","1","2","E1",30775
"NSFTV_214","1","3","E1",33529
"NSFTV_214","1","5","E1",45192
"NSFTV_214","1","6","E1",54934
"NSFTV_214","1","7","E1",63429
"NSFTV_214","1","8","E1",72025
"NSFTV_214","1","9","E1",89377
"NSFTV_214","2","0","E1",NA
"NSFTV_214","2","2","E1",NA
"NSFTV_214","2","3","E1",NA
"NSFTV_214","2","5","E1",NA
"NSFTV_214","2","6","E1",NA
"NSFTV_214","2","7","E1",NA
"NSFTV_214","2","8","E1",NA
"NSFTV_214","2","9","E1",NA
"NSFTV_214","1","0","E2",28265
"NSFTV_214","1","2","E2",36824
"NSFTV_214","1","3","E2",41716
"NSFTV_214","1","5","E2",50055
"NSFTV_214","1","6","E2",55469
"NSFTV_214","1","7","E2",63883
"NSFTV_214","1","8","E2",74744
"NSFTV_214","1","9","E2",86394
"NSFTV_214","2","0","E2",NA
"NSFTV_214","2","2","E2",NA
"NSFTV_214","2","3","E2",NA
"NSFTV_214","2","5","E2",NA
"NSFTV_214","2","6","E2",NA
"NSFTV_214","2","7","E2",NA
"NSFTV_214","2","8","E2",NA
"NSFTV_214","2","9","E2",NA
"NSFTV_214","1","0","E3",20453
"NSFTV_214","1","2","E3",28484
"NSFTV_214","1","3","E3",32267
"NSFTV_214","1","5","E3",38163
"NSFTV_214","1","6","E3",40413
"NSFTV_214","1","7","E3",44767
"NSFTV_214","1","8","E3",51170
"NSFTV_214","1","9","E3",58329
"NSFTV_214","2","0","E3",NA
"NSFTV_214","2","2","E3",NA
"NSFTV_214","2","3","E3",NA
"NSFTV_214","2","5","E3",NA
"NSFTV_214","2","6","E3",NA
"NSFTV_214","2","7","E3",NA
"NSFTV_214","2","8","E3",NA
"NSFTV_214","2","9","E3",NA
"NSFTV_215","1","0","E1",32207
"NSFTV_215","1","2","E1",47726
"NSFTV_215","1","3","E1",51951
"NSFTV_215","1","5","E1",71740
"NSFTV_215","1","6","E1",89848
"NSFTV_215","1","7","E1",100616
"NSFTV_215","1","8","E1",124472
"NSFTV_215","1","9","E1",150908
"NSFTV_215","2","0","E1",NA
"NSFTV_215","2","2","E1",NA
"NSFTV_215","2","3","E1",NA
"NSFTV_215","2","5","E1",NA
"NSFTV_215","2","6","E1",NA
"NSFTV_215","2","7","E1",NA
"NSFTV_215","2","8","E1",NA
"NSFTV_215","2","9","E1",NA
"NSFTV_215","1","0","E2",47215
"NSFTV_215","1","2","E2",66866
"NSFTV_215","1","3","E2",77921
"NSFTV_215","1","5","E2",105896
"NSFTV_215","1","6","E2",111546
"NSFTV_215","1","7","E2",128104
"NSFTV_215","1","8","E2",161677
"NSFTV_215","1","9","E2",185687
"NSFTV_215","2","0","E2",NA
"NSFTV_215","2","2","E2",NA
"NSFTV_215","2","3","E2",NA
"NSFTV_215","2","5","E2",NA
"NSFTV_215","2","6","E2",NA
"NSFTV_215","2","7","E2",NA
"NSFTV_215","2","8","E2",NA
"NSFTV_215","2","9","E2",NA
"NSFTV_215","1","0","E3",32392
"NSFTV_215","1","2","E3",45681
"NSFTV_215","1","3","E3",56898
"NSFTV_215","1","5","E3",66218
"NSFTV_215","1","6","E3",76211
"NSFTV_215","1","7","E3",86365
"NSFTV_215","1","8","E3",97469
"NSFTV_215","1","9","E3",117273
"NSFTV_215","2","0","E3",NA
"NSFTV_215","2","2","E3",NA
"NSFTV_215","2","3","E3",NA
"NSFTV_215","2","5","E3",NA
"NSFTV_215","2","6","E3",NA
"NSFTV_215","2","7","E3",NA
"NSFTV_215","2","8","E3",NA
"NSFTV_215","2","9","E3",NA
"NSFTV_216","1","0","E1",21335
"NSFTV_216","1","2","E1",31999
"NSFTV_216","1","3","E1",37101
"NSFTV_216","1","5","E1",57767
"NSFTV_216","1","6","E1",69075
"NSFTV_216","1","7","E1",82924
"NSFTV_216","1","8","E1",102937
"NSFTV_216","1","9","E1",129544
"NSFTV_216","2","0","E1",NA
"NSFTV_216","2","2","E1",NA
"NSFTV_216","2","3","E1",NA
"NSFTV_216","2","5","E1",NA
"NSFTV_216","2","6","E1",NA
"NSFTV_216","2","7","E1",NA
"NSFTV_216","2","8","E1",NA
"NSFTV_216","2","9","E1",NA
"NSFTV_216","1","0","E2",37425
"NSFTV_216","1","2","E2",51574
"NSFTV_216","1","3","E2",61743
"NSFTV_216","1","5","E2",78820
"NSFTV_216","1","6","E2",93629
"NSFTV_216","1","7","E2",119361
"NSFTV_216","1","8","E2",132251
"NSFTV_216","1","9","E2",151246
"NSFTV_216","2","0","E2",NA
"NSFTV_216","2","2","E2",NA
"NSFTV_216","2","3","E2",NA
"NSFTV_216","2","5","E2",NA
"NSFTV_216","2","6","E2",NA
"NSFTV_216","2","7","E2",NA
"NSFTV_216","2","8","E2",NA
"NSFTV_216","2","9","E2",NA
"NSFTV_216","1","0","E3",39037
"NSFTV_216","1","2","E3",58396
"NSFTV_216","1","3","E3",73671
"NSFTV_216","1","5","E3",94140
"NSFTV_216","1","6","E3",105395
"NSFTV_216","1","7","E3",118823
"NSFTV_216","1","8","E3",133296
"NSFTV_216","1","9","E3",148170
"NSFTV_216","2","0","E3",NA
"NSFTV_216","2","2","E3",NA
"NSFTV_216","2","3","E3",NA
"NSFTV_216","2","5","E3",NA
"NSFTV_216","2","6","E3",NA
"NSFTV_216","2","7","E3",NA
"NSFTV_216","2","8","E3",NA
"NSFTV_216","2","9","E3",NA
"NSFTV_217","1","0","E1",22632
"NSFTV_217","1","2","E1",33264
"NSFTV_217","1","3","E1",37555
"NSFTV_217","1","5","E1",51318
"NSFTV_217","1","6","E1",64293
"NSFTV_217","1","7","E1",77998
"NSFTV_217","1","8","E1",100081
"NSFTV_217","1","9","E1",114662
"NSFTV_217","2","0","E1",NA
"NSFTV_217","2","2","E1",NA
"NSFTV_217","2","3","E1",NA
"NSFTV_217","2","5","E1",NA
"NSFTV_217","2","6","E1",NA
"NSFTV_217","2","7","E1",NA
"NSFTV_217","2","8","E1",NA
"NSFTV_217","2","9","E1",NA
"NSFTV_217","1","0","E2",28976
"NSFTV_217","1","2","E2",43378
"NSFTV_217","1","3","E2",48692
"NSFTV_217","1","5","E2",61549
"NSFTV_217","1","6","E2",69495
"NSFTV_217","1","7","E2",84217
"NSFTV_217","1","8","E2",87100
"NSFTV_217","1","9","E2",96616
"NSFTV_217","2","0","E2",NA
"NSFTV_217","2","2","E2",NA
"NSFTV_217","2","3","E2",NA
"NSFTV_217","2","5","E2",NA
"NSFTV_217","2","6","E2",NA
"NSFTV_217","2","7","E2",NA
"NSFTV_217","2","8","E2",NA
"NSFTV_217","2","9","E2",NA
"NSFTV_217","1","0","E3",21977
"NSFTV_217","1","2","E3",31166
"NSFTV_217","1","3","E3",35054
"NSFTV_217","1","5","E3",41329
"NSFTV_217","1","6","E3",43445
"NSFTV_217","1","7","E3",47142
"NSFTV_217","1","8","E3",52504
"NSFTV_217","1","9","E3",58961
"NSFTV_217","2","0","E3",NA
"NSFTV_217","2","2","E3",NA
"NSFTV_217","2","3","E3",NA
"NSFTV_217","2","5","E3",NA
"NSFTV_217","2","6","E3",NA
"NSFTV_217","2","7","E3",NA
"NSFTV_217","2","8","E3",NA
"NSFTV_217","2","9","E3",NA
"NSFTV_218","1","0","E1",15394
"NSFTV_218","1","2","E1",24368
"NSFTV_218","1","3","E1",28138
"NSFTV_218","1","5","E1",40613
"NSFTV_218","1","6","E1",50763
"NSFTV_218","1","7","E1",56039
"NSFTV_218","1","8","E1",64906
"NSFTV_218","1","9","E1",76390
"NSFTV_218","2","0","E1",NA
"NSFTV_218","2","2","E1",NA
"NSFTV_218","2","3","E1",NA
"NSFTV_218","2","5","E1",NA
"NSFTV_218","2","6","E1",NA
"NSFTV_218","2","7","E1",NA
"NSFTV_218","2","8","E1",NA
"NSFTV_218","2","9","E1",NA
"NSFTV_218","1","0","E2",21819
"NSFTV_218","1","2","E2",30849
"NSFTV_218","1","3","E2",34293
"NSFTV_218","1","5","E2",46115
"NSFTV_218","1","6","E2",54164
"NSFTV_218","1","7","E2",56728
"NSFTV_218","1","8","E2",66227
"NSFTV_218","1","9","E2",73459
"NSFTV_218","2","0","E2",NA
"NSFTV_218","2","2","E2",NA
"NSFTV_218","2","3","E2",NA
"NSFTV_218","2","5","E2",NA
"NSFTV_218","2","6","E2",NA
"NSFTV_218","2","7","E2",NA
"NSFTV_218","2","8","E2",NA
"NSFTV_218","2","9","E2",NA
"NSFTV_218","1","0","E3",9728
"NSFTV_218","1","2","E3",13905
"NSFTV_218","1","3","E3",15388
"NSFTV_218","1","5","E3",19301
"NSFTV_218","1","6","E3",20721
"NSFTV_218","1","7","E3",22592
"NSFTV_218","1","8","E3",26224
"NSFTV_218","1","9","E3",28115
"NSFTV_218","2","0","E3",NA
"NSFTV_218","2","2","E3",NA
"NSFTV_218","2","3","E3",NA
"NSFTV_218","2","5","E3",NA
"NSFTV_218","2","6","E3",NA
"NSFTV_218","2","7","E3",NA
"NSFTV_218","2","8","E3",NA
"NSFTV_218","2","9","E3",NA
"NSFTV_219","1","0","E1",28333
"NSFTV_219","1","2","E1",40575
"NSFTV_219","1","3","E1",52579
"NSFTV_219","1","5","E1",81093
"NSFTV_219","1","6","E1",93525
"NSFTV_219","1","7","E1",104592
"NSFTV_219","1","8","E1",125262
"NSFTV_219","1","9","E1",147602
"NSFTV_219","2","0","E1",NA
"NSFTV_219","2","2","E1",NA
"NSFTV_219","2","3","E1",NA
"NSFTV_219","2","5","E1",NA
"NSFTV_219","2","6","E1",NA
"NSFTV_219","2","7","E1",NA
"NSFTV_219","2","8","E1",NA
"NSFTV_219","2","9","E1",NA
"NSFTV_219","1","0","E2",48960
"NSFTV_219","1","2","E2",68926
"NSFTV_219","1","3","E2",87847
"NSFTV_219","1","5","E2",100434
"NSFTV_219","1","6","E2",117095
"NSFTV_219","1","7","E2",142771
"NSFTV_219","1","8","E2",158815
"NSFTV_219","1","9","E2",184709
"NSFTV_219","2","0","E2",NA
"NSFTV_219","2","2","E2",NA
"NSFTV_219","2","3","E2",NA
"NSFTV_219","2","5","E2",NA
"NSFTV_219","2","6","E2",NA
"NSFTV_219","2","7","E2",NA
"NSFTV_219","2","8","E2",NA
"NSFTV_219","2","9","E2",NA
"NSFTV_219","1","0","E3",62938
"NSFTV_219","1","2","E3",78845
"NSFTV_219","1","3","E3",91717
"NSFTV_219","1","5","E3",133887
"NSFTV_219","1","6","E3",149011
"NSFTV_219","1","7","E3",163884
"NSFTV_219","1","8","E3",174804
"NSFTV_219","1","9","E3",195589
"NSFTV_219","2","0","E3",NA
"NSFTV_219","2","2","E3",NA
"NSFTV_219","2","3","E3",NA
"NSFTV_219","2","5","E3",NA
"NSFTV_219","2","6","E3",NA
"NSFTV_219","2","7","E3",NA
"NSFTV_219","2","8","E3",NA
"NSFTV_219","2","9","E3",NA
"NSFTV_220","1","0","E1",31155
"NSFTV_220","1","2","E1",49569
"NSFTV_220","1","3","E1",58388
"NSFTV_220","1","5","E1",75342
"NSFTV_220","1","6","E1",90585
"NSFTV_220","1","7","E1",120112
"NSFTV_220","1","8","E1",133964
"NSFTV_220","1","9","E1",159687
"NSFTV_220","2","0","E1",NA
"NSFTV_220","2","2","E1",NA
"NSFTV_220","2","3","E1",NA
"NSFTV_220","2","5","E1",NA
"NSFTV_220","2","6","E1",NA
"NSFTV_220","2","7","E1",NA
"NSFTV_220","2","8","E1",NA
"NSFTV_220","2","9","E1",NA
"NSFTV_220","1","0","E2",65388
"NSFTV_220","1","2","E2",91234
"NSFTV_220","1","3","E2",101515
"NSFTV_220","1","5","E2",130976
"NSFTV_220","1","6","E2",151470
"NSFTV_220","1","7","E2",162652
"NSFTV_220","1","8","E2",197378
"NSFTV_220","1","9","E2",235981
"NSFTV_220","2","0","E2",37300
"NSFTV_220","2","2","E2",56477
"NSFTV_220","2","3","E2",69653
"NSFTV_220","2","5","E2",89489
"NSFTV_220","2","6","E2",100629
"NSFTV_220","2","7","E2",109043
"NSFTV_220","2","8","E2",131484
"NSFTV_220","2","9","E2",146093
"NSFTV_220","1","0","E3",50066
"NSFTV_220","1","2","E3",81283
"NSFTV_220","1","3","E3",92627
"NSFTV_220","1","5","E3",111328
"NSFTV_220","1","6","E3",128031
"NSFTV_220","1","7","E3",147910
"NSFTV_220","1","8","E3",162518
"NSFTV_220","1","9","E3",177764
"NSFTV_220","2","0","E3",NA
"NSFTV_220","2","2","E3",NA
"NSFTV_220","2","3","E3",NA
"NSFTV_220","2","5","E3",NA
"NSFTV_220","2","6","E3",NA
"NSFTV_220","2","7","E3",NA
"NSFTV_220","2","8","E3",NA
"NSFTV_220","2","9","E3",NA
"NSFTV_221","1","0","E1",28900
"NSFTV_221","1","2","E1",42196
"NSFTV_221","1","3","E1",54161
"NSFTV_221","1","5","E1",66474
"NSFTV_221","1","6","E1",80876
"NSFTV_221","1","7","E1",97855
"NSFTV_221","1","8","E1",112723
"NSFTV_221","1","9","E1",139344
"NSFTV_221","2","0","E1",NA
"NSFTV_221","2","2","E1",NA
"NSFTV_221","2","3","E1",NA
"NSFTV_221","2","5","E1",NA
"NSFTV_221","2","6","E1",NA
"NSFTV_221","2","7","E1",NA
"NSFTV_221","2","8","E1",NA
"NSFTV_221","2","9","E1",NA
"NSFTV_221","1","0","E2",69851
"NSFTV_221","1","2","E2",100014
"NSFTV_221","1","3","E2",115002
"NSFTV_221","1","5","E2",138641
"NSFTV_221","1","6","E2",161390
"NSFTV_221","1","7","E2",188207
"NSFTV_221","1","8","E2",213482
"NSFTV_221","1","9","E2",245421
"NSFTV_221","2","0","E2",NA
"NSFTV_221","2","2","E2",NA
"NSFTV_221","2","3","E2",NA
"NSFTV_221","2","5","E2",NA
"NSFTV_221","2","6","E2",NA
"NSFTV_221","2","7","E2",NA
"NSFTV_221","2","8","E2",NA
"NSFTV_221","2","9","E2",NA
"NSFTV_221","1","0","E3",45650
"NSFTV_221","1","2","E3",59794
"NSFTV_221","1","3","E3",72527
"NSFTV_221","1","5","E3",100989
"NSFTV_221","1","6","E3",103960
"NSFTV_221","1","7","E3",118060
"NSFTV_221","1","8","E3",132996
"NSFTV_221","1","9","E3",145162
"NSFTV_221","2","0","E3",NA
"NSFTV_221","2","2","E3",NA
"NSFTV_221","2","3","E3",NA
"NSFTV_221","2","5","E3",NA
"NSFTV_221","2","6","E3",NA
"NSFTV_221","2","7","E3",NA
"NSFTV_221","2","8","E3",NA
"NSFTV_221","2","9","E3",NA
"NSFTV_222","1","0","E1",34913
"NSFTV_222","1","2","E1",52221
"NSFTV_222","1","3","E1",64762
"NSFTV_222","1","5","E1",86053
"NSFTV_222","1","6","E1",113528
"NSFTV_222","1","7","E1",133380
"NSFTV_222","1","8","E1",164861
"NSFTV_222","1","9","E1",193192
"NSFTV_222","2","0","E1",NA
"NSFTV_222","2","2","E1",NA
"NSFTV_222","2","3","E1",NA
"NSFTV_222","2","5","E1",NA
"NSFTV_222","2","6","E1",NA
"NSFTV_222","2","7","E1",NA
"NSFTV_222","2","8","E1",NA
"NSFTV_222","2","9","E1",NA
"NSFTV_222","1","0","E2",61605
"NSFTV_222","1","2","E2",81204
"NSFTV_222","1","3","E2",94817
"NSFTV_222","1","5","E2",136619
"NSFTV_222","1","6","E2",153628
"NSFTV_222","1","7","E2",160558
"NSFTV_222","1","8","E2",186280
"NSFTV_222","1","9","E2",210745
"NSFTV_222","2","0","E2",NA
"NSFTV_222","2","2","E2",NA
"NSFTV_222","2","3","E2",NA
"NSFTV_222","2","5","E2",NA
"NSFTV_222","2","6","E2",NA
"NSFTV_222","2","7","E2",NA
"NSFTV_222","2","8","E2",NA
"NSFTV_222","2","9","E2",NA
"NSFTV_222","1","0","E3",45879
"NSFTV_222","1","2","E3",65488
"NSFTV_222","1","3","E3",80486
"NSFTV_222","1","5","E3",105411
"NSFTV_222","1","6","E3",117319
"NSFTV_222","1","7","E3",137538
"NSFTV_222","1","8","E3",156619
"NSFTV_222","1","9","E3",180610
"NSFTV_222","2","0","E3",NA
"NSFTV_222","2","2","E3",NA
"NSFTV_222","2","3","E3",NA
"NSFTV_222","2","5","E3",NA
"NSFTV_222","2","6","E3",NA
"NSFTV_222","2","7","E3",NA
"NSFTV_222","2","8","E3",NA
"NSFTV_222","2","9","E3",NA
"NSFTV_223","1","0","E1",27457
"NSFTV_223","1","2","E1",45626
"NSFTV_223","1","3","E1",53685
"NSFTV_223","1","5","E1",72824
"NSFTV_223","1","6","E1",92030
"NSFTV_223","1","7","E1",111459
"NSFTV_223","1","8","E1",126972
"NSFTV_223","1","9","E1",152931
"NSFTV_223","2","0","E1",NA
"NSFTV_223","2","2","E1",NA
"NSFTV_223","2","3","E1",NA
"NSFTV_223","2","5","E1",NA
"NSFTV_223","2","6","E1",NA
"NSFTV_223","2","7","E1",NA
"NSFTV_223","2","8","E1",NA
"NSFTV_223","2","9","E1",NA
"NSFTV_223","1","0","E2",76712
"NSFTV_223","1","2","E2",109559
"NSFTV_223","1","3","E2",123956
"NSFTV_223","1","5","E2",176225
"NSFTV_223","1","6","E2",195555
"NSFTV_223","1","7","E2",215563
"NSFTV_223","1","8","E2",211761
"NSFTV_223","1","9","E2",248934
"NSFTV_223","2","0","E2",NA
"NSFTV_223","2","2","E2",NA
"NSFTV_223","2","3","E2",NA
"NSFTV_223","2","5","E2",NA
"NSFTV_223","2","6","E2",NA
"NSFTV_223","2","7","E2",NA
"NSFTV_223","2","8","E2",NA
"NSFTV_223","2","9","E2",NA
"NSFTV_223","1","0","E3",30286
"NSFTV_223","1","2","E3",45430
"NSFTV_223","1","3","E3",51241
"NSFTV_223","1","5","E3",73737
"NSFTV_223","1","6","E3",83690
"NSFTV_223","1","7","E3",91242
"NSFTV_223","1","8","E3",102462
"NSFTV_223","1","9","E3",114308
"NSFTV_223","2","0","E3",NA
"NSFTV_223","2","2","E3",NA
"NSFTV_223","2","3","E3",NA
"NSFTV_223","2","5","E3",NA
"NSFTV_223","2","6","E3",NA
"NSFTV_223","2","7","E3",NA
"NSFTV_223","2","8","E3",NA
"NSFTV_223","2","9","E3",NA
"NSFTV_224","1","0","E1",39959
"NSFTV_224","1","2","E1",59436
"NSFTV_224","1","3","E1",68629
"NSFTV_224","1","5","E1",93135
"NSFTV_224","1","6","E1",110717
"NSFTV_224","1","7","E1",133301
"NSFTV_224","1","8","E1",159408
"NSFTV_224","1","9","E1",182812
"NSFTV_224","2","0","E1",NA
"NSFTV_224","2","2","E1",NA
"NSFTV_224","2","3","E1",NA
"NSFTV_224","2","5","E1",NA
"NSFTV_224","2","6","E1",NA
"NSFTV_224","2","7","E1",NA
"NSFTV_224","2","8","E1",NA
"NSFTV_224","2","9","E1",NA
"NSFTV_224","1","0","E2",57826
"NSFTV_224","1","2","E2",81355
"NSFTV_224","1","3","E2",89826
"NSFTV_224","1","5","E2",118592
"NSFTV_224","1","6","E2",150929
"NSFTV_224","1","7","E2",149087
"NSFTV_224","1","8","E2",170656
"NSFTV_224","1","9","E2",194032
"NSFTV_224","2","0","E2",67665
"NSFTV_224","2","2","E2",94441
"NSFTV_224","2","3","E2",111851
"NSFTV_224","2","5","E2",154188
"NSFTV_224","2","6","E2",180121
"NSFTV_224","2","7","E2",197120
"NSFTV_224","2","8","E2",226975
"NSFTV_224","2","9","E2",259074
"NSFTV_224","1","0","E3",38986
"NSFTV_224","1","2","E3",56348
"NSFTV_224","1","3","E3",67383
"NSFTV_224","1","5","E3",85182
"NSFTV_224","1","6","E3",94276
"NSFTV_224","1","7","E3",102800
"NSFTV_224","1","8","E3",125517
"NSFTV_224","1","9","E3",137053
"NSFTV_224","2","0","E3",NA
"NSFTV_224","2","2","E3",NA
"NSFTV_224","2","3","E3",NA
"NSFTV_224","2","5","E3",NA
"NSFTV_224","2","6","E3",NA
"NSFTV_224","2","7","E3",NA
"NSFTV_224","2","8","E3",NA
"NSFTV_224","2","9","E3",NA
"NSFTV_225","1","0","E1",24877
"NSFTV_225","1","2","E1",43894
"NSFTV_225","1","3","E1",51671
"NSFTV_225","1","5","E1",74031
"NSFTV_225","1","6","E1",95432
"NSFTV_225","1","7","E1",103097
"NSFTV_225","1","8","E1",121809
"NSFTV_225","1","9","E1",154089
"NSFTV_225","2","0","E1",NA
"NSFTV_225","2","2","E1",NA
"NSFTV_225","2","3","E1",NA
"NSFTV_225","2","5","E1",NA
"NSFTV_225","2","6","E1",NA
"NSFTV_225","2","7","E1",NA
"NSFTV_225","2","8","E1",NA
"NSFTV_225","2","9","E1",NA
"NSFTV_225","1","0","E2",51343
"NSFTV_225","1","2","E2",68738
"NSFTV_225","1","3","E2",73629
"NSFTV_225","1","5","E2",98506
"NSFTV_225","1","6","E2",121115
"NSFTV_225","1","7","E2",140175
"NSFTV_225","1","8","E2",143487
"NSFTV_225","1","9","E2",165408
"NSFTV_225","2","0","E2",NA
"NSFTV_225","2","2","E2",NA
"NSFTV_225","2","3","E2",NA
"NSFTV_225","2","5","E2",NA
"NSFTV_225","2","6","E2",NA
"NSFTV_225","2","7","E2",NA
"NSFTV_225","2","8","E2",NA
"NSFTV_225","2","9","E2",NA
"NSFTV_225","1","0","E3",27718
"NSFTV_225","1","2","E3",34492
"NSFTV_225","1","3","E3",42751
"NSFTV_225","1","5","E3",56232
"NSFTV_225","1","6","E3",60416
"NSFTV_225","1","7","E3",66721
"NSFTV_225","1","8","E3",84213
"NSFTV_225","1","9","E3",95116
"NSFTV_225","2","0","E3",NA
"NSFTV_225","2","2","E3",NA
"NSFTV_225","2","3","E3",NA
"NSFTV_225","2","5","E3",NA
"NSFTV_225","2","6","E3",NA
"NSFTV_225","2","7","E3",NA
"NSFTV_225","2","8","E3",NA
"NSFTV_225","2","9","E3",NA
"NSFTV_226","1","0","E1",32264
"NSFTV_226","1","2","E1",50926
"NSFTV_226","1","3","E1",62503
"NSFTV_226","1","5","E1",82682
"NSFTV_226","1","6","E1",103499
"NSFTV_226","1","7","E1",122240
"NSFTV_226","1","8","E1",138954
"NSFTV_226","1","9","E1",164545
"NSFTV_226","2","0","E1",NA
"NSFTV_226","2","2","E1",NA
"NSFTV_226","2","3","E1",NA
"NSFTV_226","2","5","E1",NA
"NSFTV_226","2","6","E1",NA
"NSFTV_226","2","7","E1",NA
"NSFTV_226","2","8","E1",NA
"NSFTV_226","2","9","E1",NA
"NSFTV_226","1","0","E2",64288
"NSFTV_226","1","2","E2",84450
"NSFTV_226","1","3","E2",89811
"NSFTV_226","1","5","E2",124772
"NSFTV_226","1","6","E2",158361
"NSFTV_226","1","7","E2",179492
"NSFTV_226","1","8","E2",190069
"NSFTV_226","1","9","E2",203731
"NSFTV_226","2","0","E2",75600
"NSFTV_226","2","2","E2",104832
"NSFTV_226","2","3","E2",124161
"NSFTV_226","2","5","E2",175693
"NSFTV_226","2","6","E2",195630
"NSFTV_226","2","7","E2",231434
"NSFTV_226","2","8","E2",265569
"NSFTV_226","2","9","E2",292141
"NSFTV_226","1","0","E3",18753
"NSFTV_226","1","2","E3",30155
"NSFTV_226","1","3","E3",34928
"NSFTV_226","1","5","E3",45285
"NSFTV_226","1","6","E3",54560
"NSFTV_226","1","7","E3",63396
"NSFTV_226","1","8","E3",72778
"NSFTV_226","1","9","E3",78251
"NSFTV_226","2","0","E3",NA
"NSFTV_226","2","2","E3",NA
"NSFTV_226","2","3","E3",NA
"NSFTV_226","2","5","E3",NA
"NSFTV_226","2","6","E3",NA
"NSFTV_226","2","7","E3",NA
"NSFTV_226","2","8","E3",NA
"NSFTV_226","2","9","E3",NA
"NSFTV_227","1","0","E1",40039
"NSFTV_227","1","2","E1",58322
"NSFTV_227","1","3","E1",65744
"NSFTV_227","1","5","E1",83679
"NSFTV_227","1","6","E1",109570
"NSFTV_227","1","7","E1",128603
"NSFTV_227","1","8","E1",149088
"NSFTV_227","1","9","E1",171022
"NSFTV_227","2","0","E1",NA
"NSFTV_227","2","2","E1",NA
"NSFTV_227","2","3","E1",NA
"NSFTV_227","2","5","E1",NA
"NSFTV_227","2","6","E1",NA
"NSFTV_227","2","7","E1",NA
"NSFTV_227","2","8","E1",NA
"NSFTV_227","2","9","E1",NA
