"NSFTV.ID","PSA_8_2013","PSA_9_2013","PSA_11_2013","PSA_12_2013","PSA_14_2013","PSA_15_2013","PSA_16_2013","PSA_17_2013","PSA_18_2013","PSA_19_2013","PSA_20_2013","PSA_21_2013","PSA_22_2013","PSA_23_2013","PSA_24_2013","PSA_25_2013","PSA_26_2013","PSA_27_2013"
"NSFTV_21",3014.673321,3725.902805,6167.733804,7555.17889,12118.67476,15233.94555,19396.30515,23442.84049,27357.08582,34324.6708,42379.41849,52779.72323,65831.92768,79720.60105,95658.54809,115850.9886,132822.7791,156921.4766
"NSFTV_211",3355.506654,4182.736139,5960.150471,7880.845556,9976.091425,11633.86222,14383.13848,16888.00716,19306.08582,23209.00413,30462.75182,35777.63989,42217.01102,51561.51772,63419.88142,71575.07192,83363.11241,95634.47656
"NSFTV_212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_213",3163.506654,3994.069472,6186.817138,6969.012223,9704.924758,11202.02888,13498.80515,15528.84049,18638.75248,22684.50413,27808.58516,34814.30656,44156.17768,51085.18439,60299.21475,70752.73859,81816.94575,95572.3099
"NSFTV_214",2807.006654,3617.569472,5666.983804,6754.512223,9996.424758,11578.52888,13374.30515,14982.34049,17952.25248,22352.1708,25832.58516,32427.47323,42690.34435,50987.85105,57588.88142,68306.23859,82754.11241,99350.14323
"NSFTV_215",3873.006654,4988.569472,7760.650471,9420.345556,15023.75809,17732.19555,21577.47182,26201.84049,32129.25248,38066.1708,45307.41849,58044.63989,72545.84435,86810.18439,98873.54809,121892.5719,141621.9457,167795.6432
"NSFTV_216",3254.173321,3759.402805,5561.317138,6876.845556,10271.09142,12909.69555,15967.13848,18677.17382,21577.75248,27296.1708,33076.75182,40786.63989,51711.84435,62544.51772,71058.71475,86187.90526,98938.94575,116476.6432
"NSFTV_217",3175.506654,3538.902805,5493.817138,6652.17889,9793.091425,11543.69555,14499.80515,16936.17382,19330.91915,23152.50413,28219.08516,35238.13989,44332.34435,50569.68439,59241.88142,71923.57192,82818.27908,96166.3099
"NSFTV_218",1477.839987,1808.236139,2799.983804,3650.17889,5378.091425,6294.362217,7204.471817,8860.507157,10605.08582,12457.33747,15172.75182,19683.80656,24568.17768,29070.35105,34032.88142,42934.23859,50338.27908,59445.64323
"NSFTV_219",3510.839987,4059.569472,6683.983804,9205.845556,13427.59142,16998.36222,21107.13848,24971.50716,30279.25248,37617.50413,46746.91849,56946.13989,68252.67768,82973.35105,97409.21475,116447.0719,136208.6124,158931.6432
"NSFTV_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_220",3225.256654,4259.402805,6810.233804,8141.262223,13106.75809,15565.27888,18998.30515,23203.42382,29083.50248,34219.25413,41651.66849,52145.63989,68130.67768,82148.26772,92694.88142,112158.3219,130885.4457,154600.8099
"NSFTV_221",3920.506654,4693.736139,7244.317138,9151.17889,14075.92476,17065.86222,20812.63848,25015.50716,28829.91915,35059.1708,44173.41849,54400.80656,65177.67768,78333.01772,92351.21475,109112.2386,126028.6124,145171.8099
"NSFTV_222",4301.006654,5095.069472,8650.317138,10769.34556,17731.09142,21980.52888,27569.13848,33544.84049,39979.08582,50851.1708,66619.25182,80476.63989,99480.51102,118607.5177,139915.2148,166614.0719,192693.7791,224222.3099
"NSFTV_223",3187.839987,4100.902805,6391.983804,7425.67889,11983.59142,13924.19555,15950.13848,18067.84049,24062.41915,30641.50413,36254.58516,43450.97323,56431.34435,69788.68439,81435.54809,97597.73859,115526.1124,135286.8099
"NSFTV_224",3650.006654,5016.819472,7659.400471,9780.512223,15839.34142,19567.44555,23124.72182,28176.09049,35055.83582,40968.4208,52271.33516,63580.97323,76884.42768,93000.85105,108361.3814,133402.0719,153258.1957,180074.5599
"NSFTV_225",4030.006654,4763.569472,7185.150471,9842.845556,13627.09142,16109.86222,20137.63848,23766.00716,28881.41915,32119.00413,41244.58516,52167.13989,64975.34435,80167.85105,92906.54809,109699.0719,128362.2791,153521.9766
"NSFTV_226",3798.006654,4980.986139,9153.817138,11482.17889,16130.00809,20067.19555,25669.05515,30341.17382,35731.75248,44710.33747,56895.41849,67343.80656,81396.26102,99610.35105,119869.7148,142129.6553,165045.1957,194323.1432
"NSFTV_227",4683.173321,5768.902805,8197.650471,9659.345556,13692.75809,15402.36222,17977.30515,21993.67382,24932.08582,30926.33747,37671.58516,46527.97323,58221.51102,67620.01772,78218.88142,89404.40526,101094.9457,119916.4766
"NSFTV_228",4342.506654,5443.069472,8622.650471,10584.51222,15698.25809,18348.52888,21984.13848,25766.34049,30775.75248,39180.00413,47607.41849,57490.80656,69025.51102,82714.01772,95915.04809,115881.9053,131831.9457,155346.6432
"NSFTV_229",4351.006654,5247.569472,8721.650471,10147.67889,14032.75809,18186.69555,21497.13848,23169.50716,26778.41915,34663.6708,42857.41849,48648.80656,58453.51102,70859.01772,83264.88142,98429.23859,111883.7791,128857.6432
"NSFTV_23",3667.839987,4580.819472,7534.650471,9072.92889,14545.34142,17787.94555,21548.30515,25870.84049,32987.25248,41411.6708,49488.58516,61805.97323,79953.42768,97284.26772,113764.0481,140352.4886,164592.4457,195573.0599
"NSFTV_231",4310.506654,5594.069472,8918.817138,10454.34556,17888.42476,23007.36222,27347.47182,33473.00716,40807.91915,49101.00413,63601.25182,77900.63989,96531.17768,114973.5177,138200.8814,162813.7386,187065.4457,215015.1432
"NSFTV_232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_233",3120.089987,3661.486139,5354.150471,6090.67889,8965.424758,11683.77888,13716.47182,14761.00716,17424.66915,22666.33747,27099.41849,30899.88989,39118.42768,49866.43439,57443.04809,66904.15526,76812.52908,90341.14323
"NSFTV_234",4271.839987,5323.402805,9057.483804,10376.84556,17073.25809,21521.86222,26015.97182,31656.17382,39794.58582,49338.50413,61000.25182,75385.13989,93395.67768,113930.3511,135201.3814,157978.2386,185172.2791,217034.6432
"NSFTV_235",5441.173321,6678.402805,11177.15047,13276.51222,22196.92476,28454.02888,35669.13848,42322.50716,49140.41915,61617.50413,76700.08516,95234.63989,116514.6777,144327.5177,168605.8814,205319.7386,234105.2791,273879.3099
"NSFTV_236",2307.673321,2834.236139,4440.733804,5592.42889,7934.841425,9842.112217,11974.47182,14718.75716,17339.33582,20598.08747,25751.33516,31730.05656,38500.92768,46755.43439,56214.79809,69890.40526,82438.36241,97439.8099
"NSFTV_237",3756.506654,4393.569472,7143.650471,8915.67889,11762.75809,15896.02888,19796.63848,22155.00716,25798.75248,31654.83747,40005.41849,48532.80656,59801.84435,69360.01772,82904.71475,97990.90526,112060.6124,130058.8099
"NSFTV_239",3017.006654,4008.069472,6203.317138,8079.17889,12047.09142,13880.69555,15944.80515,19778.50716,24483.58582,30076.6708,36967.08516,45703.47323,55777.67768,65825.68439,76457.23819,94465.73859,106878.4457,126983.4766
"NSFTV_24",3930.173321,5160.569472,7701.817138,8694.512223,13375.42476,16531.02888,19030.13848,22174.17382,27135.58582,31717.33747,38870.58516,46777.13989,59567.51102,72618.85105,84729.88142,103275.4053,118008.9457,138604.6432
"NSFTV_240",3004.006654,4089.069472,6424.817138,8301.17889,11561.92476,13565.86222,16156.47182,20335.00716,25413.41915,30186.50413,38352.08516,49346.63989,62593.01102,74287.18439,87472.71475,104272.2386,124801.4457,145734.1432
"NSFTV_241",3464.173321,4252.236139,7352.650471,8874.845556,14697.25809,18560.86222,22049.80515,27542.67382,34555.25248,41537.83747,53679.41849,67022.13989,83964.67768,103060.0177,121084.8814,142685.4053,170820.1124,194886.3099
"NSFTV_242",3395.589987,4330.902805,6935.400471,7940.67889,12334.50809,14514.86222,16749.55515,19723.00716,24359.83582,28951.50413,33832.58516,40978.88989,50945.92768,61540.85105,71221.13142,87728.23859,98739.44575,113108.0599
"NSFTV_243",3782.839987,4727.736139,6754.817138,8289.67889,12559.42476,15464.52888,17314.47182,22534.00716,27419.08582,32077.00413,37788.41849,46528.97323,60856.84435,69375.35105,81860.04809,94824.07192,112044.9457,130116.4766
"NSFTV_244",4373.173321,5277.236139,9592.983804,12143.67889,18800.25809,25154.69555,31005.13848,37092.00716,44914.58582,56711.83747,71395.41849,84807.80656,107717.3443,131419.3511,155920.3814,188046.9053,217131.2791,253692.8099
"NSFTV_245",4107.506654,5431.236139,7518.317138,10258.01222,15144.92476,17540.69555,23041.80515,29106.34049,33894.08582,39327.1708,49332.08516,62829.30656,74367.51102,86384.51772,103424.5481,124694.2386,142718.7791,162470.1432
"NSFTV_246",5141.339987,6184.902805,9125.483804,11677.17889,16670.42476,20538.52888,24645.80515,29233.84049,34573.91915,41462.00413,51275.58516,60020.97323,74056.01102,89099.51772,102099.0481,120928.7386,138253.4457,158836.8099
"NSFTV_247",3386.006654,4315.236139,6172.817138,8120.512223,11471.59142,13942.52888,18113.63848,20902.50716,24179.08582,27168.33747,33449.41849,42199.47323,50149.51102,59658.18439,67375.38142,81365.57192,94328.77908,109886.4766
"NSFTV_248",2908.506654,3801.569472,5309.150471,6599.67889,11316.42476,13515.69555,16455.13848,19802.00716,23527.41915,27553.00413,33983.41849,41711.47323,51917.17768,63600.68439,71900.04809,87560.90526,103594.7791,122889.3099
"NSFTV_249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_25",3504.423321,4369.069472,6739.233804,7960.67889,12464.92476,14423.69555,17170.22182,20952.92382,25745.58582,30551.75413,36119.25182,43999.05656,55977.09435,65531.01772,79294.79809,98296.07192,113323.7791,136306.5599
"NSFTV_250",3631.839987,3969.986139,6681.983804,8225.17889,10845.34142,13552.27888,15966.63848,17923.09049,19928.33582,24232.33747,32277.58516,37827.13989,44079.51102,53336.18439,62417.46475,75663.82192,85287.61241,95775.97656
"NSFTV_251",2144.589987,2704.819472,3945.150471,4688.17889,7021.174758,8552.612217,10454.47182,12769.92382,15592.00248,18412.75413,23817.16849,29660.55656,37126.42768,45144.60105,53640.29809,66381.82192,79231.27908,95108.39323
"NSFTV_252",4017.839987,4694.236139,6494.317138,8595.67889,11766.75809,14082.86222,17289.63848,19709.67382,23103.41915,29544.50413,37048.91849,45484.63989,57168.01102,67485.18439,77928.54809,93631.73859,109266.4457,128065.6432
"NSFTV_253",2150.173321,2983.736139,3900.317138,4538.012223,7437.924758,8728.862217,9774.471817,11771.34049,14387.08582,17890.50413,22823.25182,26711.13989,36035.51102,45164.35105,51842.54809,63064.57192,75213.77908,88417.14323
"NSFTV_254",3374.839987,4012.652805,5702.900471,6489.012223,10084.59142,11986.11222,14169.88848,16482.00716,20132.91915,24025.6708,29815.33516,37900.80656,49364.76102,58658.60105,68655.04809,84575.73859,98816.52908,116301.4766
"NSFTV_255",4019.339987,4877.652805,7971.067138,9681.42889,14261.67476,18166.44555,22366.47182,25415.25716,32009.33582,41940.6708,50868.83516,60930.55656,78788.17768,98407.85105,112461.3814,135605.9053,162324.3624,191539.6432
"NSFTV_256",4166.173321,4885.069472,7813.150471,9481.012223,13617.75809,17136.36222,21343.63848,24679.25716,28881.16915,35511.00413,44857.25182,53966.80656,67091.01102,82487.51772,97444.46475,111922.3219,131937.5291,155027.3932
"NSFTV_257",4402.673321,5440.069472,8123.650471,10432.01222,14411.75809,18340.02888,22198.13848,25547.84049,30371.41915,36999.33747,45607.25182,54118.63989,66756.01102,78242.85105,91794.21475,110616.9053,126685.1124,148455.9766
"NSFTV_258",3590.089987,4636.152805,8136.067138,9255.595556,12585.92476,16972.11222,19300.38848,21857.42382,26701.58582,32849.9208,40007.16849,47066.72323,58788.59435,68162.93439,80136.38142,96625.40526,111253.6124,128181.3099
"NSFTV_259",5217.339987,6695.236139,10074.56714,12512.09556,17429.59142,21301.77888,26051.63848,30364.67382,34627.41915,42404.33747,52324.91849,62522.38989,74855.01102,90516.60105,104384.5481,121534.2386,138199.1124,155392.9766
"NSFTV_26",4334.339987,5787.236139,8201.983804,10095.51222,15991.92476,19385.36222,24488.63848,28363.00716,32989.08582,39781.6708,47352.58516,60121.97323,75406.67768,88297.01772,103512.3814,129192.4053,147400.6124,172764.8099
"NSFTV_260",3283.423321,4267.236139,6861.900471,7957.595556,12696.75809,14756.11222,17912.13848,21226.34049,25627.25248,32335.6708,38885.33516,48410.55656,59951.84435,74101.43439,82833.04809,98824.82192,114985.7791,133650.7266
"NSFTV_261",5631.506654,6690.569472,10747.31714,12782.34556,21009.25809,25607.36222,31610.13848,36697.50716,43686.58582,54126.50413,69626.58516,85963.80656,106667.6777,129480.8511,152054.7148,180538.4053,216327.7791,257065.1432
"NSFTV_262",5048.506654,6630.069472,10417.06714,12902.67889,19988.50809,24965.02888,31732.72182,38126.25716,43863.00248,54139.58747,66305.41849,82076.88989,100601.6777,121489.5177,143085.9648,167833.4053,190091.0291,222232.6432
"NSFTV_263",3607.673321,4528.902805,7307.983804,9320.345556,12811.09142,16143.52888,19745.63848,22370.67382,25743.75248,32735.33747,39714.08516,48587.80656,61194.51102,76123.18439,87010.38142,105080.9053,115543.9457,138256.4766
"NSFTV_264",3951.339987,4882.736139,7730.983804,10133.51222,15026.42476,18514.52888,23578.47182,25610.50716,30101.58582,38417.50413,48744.75182,59921.13989,73620.84435,88774.35105,106660.2148,125749.0719,144341.9457,172509.9766
"NSFTV_265",3891.839987,4842.152805,7167.317138,8624.095556,12868.09142,14292.69555,16527.72182,20562.92382,25225.58582,30206.75413,35612.08516,44718.30656,55205.84435,66785.18439,77006.38142,91580.07192,106842.6957,125831.5599
"NSFTV_266",3087.173321,3852.486139,5792.900471,6786.512223,10473.50809,12492.61222,14536.88848,17872.59049,21492.41915,26423.4208,31612.08516,37669.30656,47441.42768,58295.26772,67864.21475,80772.73859,92534.11241,107479.8932
"NSFTV_267",2645.256654,3122.819472,4865.900471,6041.345556,7600.758091,8970.362217,10966.63848,12851.50716,14964.00248,19095.50413,23861.25182,29247.22323,34476.92768,40985.35105,48118.79809,57305.65526,67082.94575,78663.0599
"NSFTV_268",3996.006654,5022.736139,6885.817138,8453.262223,11619.00809,13749.52888,16251.38848,19203.67382,22666.00248,26257.4208,34203.75182,41764.63989,51758.59435,58166.93439,67637.04809,82853.15526,95850.52908,109847.9766
"NSFTV_269",3471.423321,4317.652805,6541.567138,7995.262223,11278.17476,15345.36222,18530.38848,21431.00716,25347.83582,31506.6708,39426.00182,48853.47323,57973.17768,68238.18439,80208.21475,97643.65526,109768.6957,127581.7266
"NSFTV_27",3806.673321,4687.736139,8564.150471,10720.01222,16282.25809,20484.69555,25328.47182,30076.34049,36388.08582,44682.83747,56054.58516,68345.80656,88152.51102,105586.5177,127354.0481,156218.2386,180569.9457,208247.9766
"NSFTV_270",3372.339987,4302.486139,6103.650471,7954.67889,11380.25809,13225.94555,16084.63848,19257.25716,23504.66915,26745.25413,34186.00182,42977.88989,53360.84435,62908.10105,76027.79809,94067.07192,109197.0291,122883.7266
"NSFTV_271",4900.256654,5950.236139,9266.150471,11758.26222,15311.00809,18829.27888,23368.80515,27146.25716,30629.58582,36032.75413,45303.33516,53408.55656,63992.09435,78097.60105,92095.21475,110655.9053,127690.8624,149166.6432
"NSFTV_272",3794.173321,5275.236139,7710.483804,9538.012223,14110.42476,17553.19555,20135.30515,24616.34049,29507.25248,37005.83747,46599.75182,56726.13989,73406.17768,92065.85105,106432.2148,131749.5719,153853.1124,181365.4766
"NSFTV_273",2729.673321,3423.402805,5714.983804,6414.012223,7989.924758,10258.36222,12528.97182,14421.00716,16753.75248,20567.00413,26534.25182,33016.80656,39930.17768,48323.35105,58836.71475,69820.23859,79899.44575,97045.3099
"NSFTV_274",3388.006654,3974.236139,6459.983804,8224.17889,11416.59142,14568.02888,18069.30515,20413.75716,24688.75248,28701.6708,36074.33516,45716.72323,57255.42768,66551.93439,78909.13142,97626.65526,112429.6124,126035.7266
"NSFTV_275",3153.339987,3844.569472,6430.150471,6983.512223,10555.25809,12999.52888,15618.47182,18287.67382,22834.75248,28995.00413,34551.41849,42733.13989,54150.01102,65972.51772,77144.54809,95104.90526,113226.9457,132858.1432
"NSFTV_276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_277",3218.006654,3856.902805,6332.150471,8060.17889,10649.92476,13647.36222,16710.47182,18652.50716,22187.41915,26686.50413,33987.25182,40508.47323,49056.01102,60310.85105,72908.71475,86680.90526,98319.27908,118932.6432
"NSFTV_278",2202.173321,2676.819472,3749.067138,4554.262223,6397.341425,7408.278883,8795.055151,10372.59049,12213.08582,14596.33747,18292.25182,23163.72323,28567.26102,32871.35105,38205.04809,46451.40526,53150.77908,62153.72656
"NSFTV_279",3670.839987,4495.402805,7392.650471,9415.17889,14081.25809,16909.02888,21033.97182,26285.34049,31487.75248,38311.50413,46353.41849,56719.63989,70759.84435,83583.85105,96338.71475,113544.5719,129502.6124,150016.8099
"NSFTV_280",2751.173321,3425.652805,5246.067138,6268.012223,9817.674758,11759.19555,14067.97182,15883.67382,19107.41915,23295.33747,29357.50182,35071.80656,43432.34435,53552.51772,61959.29809,75100.15526,86888.19575,104465.7266
"NSFTV_281",3003.173321,4253.069472,6624.983804,8259.345556,12498.59142,15697.36222,18631.63848,21871.17382,26240.58582,32625.6708,40952.75182,49239.63989,60928.51102,75303.51772,90302.38142,103792.4053,119932.2791,140803.6432
"NSFTV_282",2360.089987,2971.986139,4147.483804,5578.595556,7768.841425,9360.278883,10839.88848,12553.09049,15235.75248,19213.33747,25040.33516,32214.38989,38514.76102,47218.76772,59052.38142,68243.48859,78408.61241,91322.5599
"NSFTV_283",3093.339987,3549.902805,5661.150471,6722.012223,9489.758091,12629.19555,14932.63848,17284.00716,20787.58582,25969.00413,32704.75182,38600.47323,47453.17768,58016.51772,67168.54809,79920.23859,90214.44575,106710.8099
"NSFTV_284",4181.339987,5310.569472,8835.650471,11215.01222,18437.42476,23024.36222,29630.80515,34647.17382,41013.08582,51866.1708,65470.25182,82322.63989,100225.8443,122259.1844,145026.2148,173661.5719,198701.2791,231398.8099
"NSFTV_285",3174.673321,3958.736139,5764.817138,6577.512223,10584.92476,12243.52888,14532.80515,16911.34049,20563.58582,25087.83747,29086.25182,38489.47323,49624.17768,61748.51772,71485.71475,86123.73859,100567.6124,120666.4766
"NSFTV_286",2845.506654,3715.736139,6325.150471,7849.845556,12234.92476,15879.19555,19034.80515,23150.67382,28893.25248,36187.00413,47773.58516,56689.97323,70502.01102,88817.35105,106074.0481,129097.7386,153442.2791,179082.9766
"NSFTV_287",4247.506654,5042.486139,8242.400471,9862.762223,13172.84142,16717.02888,19133.05515,21841.00716,28146.00248,35076.25413,42642.25182,50363.47323,64736.76102,77533.10105,88124.71475,104505.4886,120817.1124,139755.7266
"NSFTV_288",3166.839987,4240.736139,6670.983804,8596.67889,14405.09142,17631.86222,22124.63848,26110.84049,32370.25248,38822.6708,46776.91849,59422.80656,74815.84435,90262.35105,109199.3814,130398.2386,150202.4457,181028.1432
"NSFTV_289",3082.339987,4370.236139,7598.983804,8921.012223,14287.75809,17617.52888,20607.30515,23589.00716,28931.58582,35424.33747,41162.58516,49842.97323,61637.67768,74605.68439,86914.88142,103634.7386,119073.6124,140026.4766
"NSFTV_29",4581.173321,5563.902805,8836.483804,10764.84556,16516.42476,21078.36222,27482.47182,31615.00716,36427.91915,47195.33747,58333.41849,73956.30656,91483.01102,112550.6844,132454.3814,162120.5719,188388.6124,222204.6432
"NSFTV_290",2422.339987,3341.902805,5398.317138,6408.845556,10086.92476,12197.52888,14977.80515,17127.50716,21029.08582,25410.00413,31937.91849,42247.63989,54442.84435,65208.51772,76375.71475,94869.40526,110644.4457,129737.4766
"NSFTV_291",2015.839987,2456.402805,3414.817138,3981.012223,6160.424758,7418.362217,8989.638484,10426.67382,12475.25248,15520.6708,19581.75182,24570.63989,31112.34435,38776.01772,45457.54809,53904.90526,64180.44575,73635.8099
"NSFTV_292",3480.839987,4541.569472,6482.817138,8208.012223,14121.59142,16186.69555,18222.30515,22264.34049,26420.91915,32743.50413,39565.41849,48286.47323,63933.67768,74121.35105,85822.54809,102633.5719,117957.6124,134303.4766
"NSFTV_293",5892.256654,7301.652805,10932.81714,13406.84556,20141.92476,24885.77888,28957.80515,33525.00716,40392.91915,50939.50413,62469.25182,75045.05656,90678.42768,107516.3511,125482.5481,151134.4886,172286.5291,196192.5599
"NSFTV_294",2588.006654,3354.236139,5095.983804,5752.512223,9505.758091,11993.36222,15319.30515,18602.67382,22633.41915,27127.6708,36406.25182,48004.80656,60399.51102,74819.35105,89180.71475,112250.2386,124471.1124,155908.1432
"NSFTV_295",4985.506654,6136.569472,10676.31714,12329.17889,18128.59142,24241.36222,29813.80515,33807.00716,40371.08582,51088.33747,60088.75182,72321.63989,92336.17768,109763.0177,128251.8814,160880.4053,185981.9457,217623.3099
"NSFTV_296",3101.839987,3554.736139,5993.150471,7363.512223,11114.42476,13637.69555,16658.80515,18894.34049,22164.08582,27557.33747,34873.41849,39913.13989,47848.51102,59859.01772,71717.71475,83488.40526,95332.94575,111841.1432
"NSFTV_297",3259.673321,3712.902805,6363.150471,7550.345556,10130.75809,12719.02888,16170.97182,18688.34049,21339.25248,27227.33747,33616.58516,42087.13989,51305.84435,62560.01772,74868.21475,91605.90526,104947.9457,122904.6432
"NSFTV_298",2839.173321,3487.569472,5286.817138,6921.845556,10695.75809,13432.02888,16733.63848,20064.84049,24196.25248,28996.6708,36901.91849,45905.30656,56393.01102,69456.35105,81813.04809,98333.90526,114169.4457,135220.4766
"NSFTV_299",4997.256654,6002.569472,10785.7338,12390.26222,20157.67476,26096.27888,31929.47182,37178.75716,45307.08582,55607.6708,66812.16849,81407.72323,100317.5943,119058.3511,142479.8814,172757.9886,196685.0291,230866.3932
"NSFTV_3",3513.839987,4524.986139,6989.400471,8826.095556,13608.59142,17361.52888,21327.63848,24919.25716,30771.91915,37546.83747,47475.75182,58295.72323,74264.09435,90097.93439,104316.7981,124493.2386,143199.6124,170654.6432
"NSFTV_30",3667.006654,4419.902805,6462.150471,8702.67889,12697.42476,15925.86222,19473.97182,23554.34049,28180.91915,35168.33747,42864.08516,52242.30656,62961.84435,76466.68439,90826.21475,108901.7386,130634.2791,153354.1432
"NSFTV_300",3381.339987,3988.402805,6243.650471,8391.012223,11529.00809,14683.61222,17404.13848,20097.25716,23390.50248,30316.83747,38562.50182,47428.72323,58541.92768,73452.01772,87073.04809,104105.2386,121610.6124,141268.5599
"NSFTV_301",2715.173321,3530.236139,5348.983804,6380.845556,9329.424758,10946.02888,12438.47182,15221.34049,17760.75248,21017.00413,25659.91849,32681.30656,40871.51102,47133.68439,54868.88142,66912.07192,77781.61241,89405.3099
"NSFTV_302",3070.006654,3914.736139,6048.317138,7263.012223,11799.09142,14518.19555,17900.30515,21695.00716,25002.41915,30006.00413,39258.58516,49614.47323,59800.01102,72683.18439,85226.88142,103812.9053,120014.1124,143823.9766
"NSFTV_303",3368.006654,3768.569472,5840.317138,7411.845556,9807.758091,12083.52888,15029.47182,17597.34049,20382.91915,24317.83747,30862.75182,38951.47323,46084.84435,57097.51772,66677.54809,80364.90526,91156.11241,104548.6432
"NSFTV_304",3482.173321,4413.569472,6275.150471,7824.345556,11210.42476,14139.86222,16247.47182,19262.34049,24087.08582,30017.50413,39354.58516,49552.13989,63437.84435,76395.01772,91486.04809,110669.7386,130392.4457,150712.1432
"NSFTV_305",4696.756654,5784.236139,8232.983804,10710.42889,15464.00809,19368.52888,24246.47182,27288.67382,32147.66915,38235.75413,50018.50182,61187.22323,72892.92768,87379.18439,105435.4648,126278.2386,142629.6124,170164.8099
"NSFTV_306",4497.506654,5500.402805,8427.483804,10808.34556,16549.25809,20760.36222,25487.30515,29206.50716,35485.91915,43078.6708,54992.41849,66601.80656,83175.17768,99381.68439,116484.2148,140242.5719,160098.1124,184412.1432
"NSFTV_307",2726.339987,3202.236139,4484.900471,5563.42889,6961.008091,8401.19555,9949.388484,11660.50716,13325.83582,14961.08747,17536.83516,21842.72323,26960.26102,30691.60105,35497.88142,42211.82192,49650.44575,56553.14323
"NSFTV_308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_309",3303.673321,4293.569472,7214.483804,8542.012223,12883.59142,17124.52888,21055.47182,24535.17382,31020.91915,39313.6708,48134.75182,59185.47323,76143.51102,93675.68439,110496.0481,136404.7386,158525.1124,189609.9766
"NSFTV_31",2376.173321,2663.402805,4295.817138,5157.012223,7485.591425,9433.028883,11013.97182,12517.84049,15049.08582,18875.83747,23151.08516,26822.80656,33838.84435,41871.85105,48409.21475,56062.90526,64984.44575,75823.14323
"NSFTV_310",2877.673321,3775.902805,5523.483804,7052.512223,10317.09142,12312.36222,15271.38848,16586.92382,20459.83582,24331.4208,30542.50182,38031.38989,46663.92768,56500.43439,65599.88142,83011.40526,96058.94575,110334.1432
"NSFTV_311",2192.339987,2619.736139,4074.150471,4892.345556,7587.424758,9767.19555,11671.30515,13690.84049,16249.75248,20929.50413,26474.58516,32231.63989,41635.17768,52534.01772,61590.38142,74943.23859,87686.44575,102037.9766
"NSFTV_312",4748.506654,6085.569472,8959.317138,11297.67889,16114.92476,20563.02888,25895.47182,30067.34049,35643.58582,43529.6708,53298.91849,62179.13989,75966.34435,92530.51772,106064.0481,126892.4053,145302.9457,169024.9766
"NSFTV_313",4264.506654,4944.152805,7961.567138,9423.345556,13827.17476,17246.11222,22155.88848,25770.09049,30379.41915,35891.6708,47585.25182,61064.72323,75360.01102,93248.68439,110552.7148,135964.4053,156132.6124,182130.7266
"NSFTV_314",3491.089987,4204.319472,6096.483804,7785.17889,11655.42476,14634.27888,18150.30515,21479.25716,25948.50248,31141.33747,39173.16849,47173.13989,59115.01102,71360.68439,82734.04809,98139.32192,115229.5291,133837.5599
"NSFTV_315",3682.506654,4866.736139,7650.317138,9371.17889,13956.42476,18020.36222,20038.47182,24330.17382,29952.75248,37275.83747,47188.75182,56725.13989,67741.67768,82953.51772,97724.04809,114178.9053,132105.9457,154168.1432
"NSFTV_316",3052.673321,4331.902805,6736.817138,8328.17889,12875.59142,15802.52888,18222.30515,21130.50716,25954.75248,30856.33747,38138.25182,46970.47323,58671.17768,69408.35105,79984.38142,97682.57192,113049.9457,134216.8099
"NSFTV_317",4287.173321,5625.569472,8971.317138,10479.51222,16256.42476,18508.86222,21343.47182,25392.67382,30093.08582,35010.1708,43267.75182,52491.97323,65219.51102,76951.51772,89149.88142,103315.9053,117693.6124,138418.8099
"NSFTV_318",3320.006654,4524.569472,7500.483804,8586.512223,14020.92476,16718.69555,19843.63848,23290.34049,27790.25248,33800.33747,42026.91849,52227.47323,64855.01102,76906.85105,90408.04809,104909.7386,122015.1124,142632.9766
"NSFTV_319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_32",3622.839987,4068.569472,6189.483804,7882.845556,9749.424758,12105.19555,15177.97182,16958.50716,19504.91915,22340.00413,30525.41849,36425.30656,43958.67768,49307.35105,58629.71475,70499.73859,82471.77908,96265.8099
"NSFTV_320",3804.839987,4964.902805,7925.817138,9591.67889,14881.09142,17870.86222,22486.63848,27254.67382,30897.75248,36831.1708,45918.91849,56866.30656,67716.67768,81413.51772,96258.21475,117794.4053,134992.6124,157279.6432
"NSFTV_321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
