"NSFTV.ID","Rep","DayOfImaging","Exp","PSA"
"NSFTV_103","1","14","E1",16505
"NSFTV_103","1","15","E1",18838
"NSFTV_103","2","7","E1",NA
"NSFTV_103","2","8","E1",NA
"NSFTV_103","2","9","E1",NA
"NSFTV_103","2","10","E1",NA
"NSFTV_103","2","11","E1",NA
"NSFTV_103","2","12","E1",NA
"NSFTV_103","2","13","E1",NA
"NSFTV_103","2","14","E1",NA
"NSFTV_103","2","15","E1",NA
"NSFTV_103","1","7","E2",8162
"NSFTV_103","1","8","E2",9516
"NSFTV_103","1","9","E2",12065
"NSFTV_103","1","10","E2",13853
"NSFTV_103","1","11","E2",18987
"NSFTV_103","1","12","E2",24624
"NSFTV_103","1","13","E2",28674
"NSFTV_103","1","14","E2",34817
"NSFTV_103","1","15","E2",44621
"NSFTV_103","2","7","E2",NA
"NSFTV_103","2","8","E2",NA
"NSFTV_103","2","9","E2",NA
"NSFTV_103","2","10","E2",NA
"NSFTV_103","2","11","E2",NA
"NSFTV_103","2","12","E2",NA
"NSFTV_103","2","13","E2",NA
"NSFTV_103","2","14","E2",NA
"NSFTV_103","2","15","E2",NA
"NSFTV_103","1","7","E3",10078
"NSFTV_103","1","8","E3",10307
"NSFTV_103","1","9","E3",11688
"NSFTV_103","1","10","E3",13592
"NSFTV_103","1","11","E3",15764
"NSFTV_103","1","12","E3",18274
"NSFTV_103","1","13","E3",21404
"NSFTV_103","1","14","E3",26001
"NSFTV_103","1","15","E3",32957
"NSFTV_103","2","7","E3",NA
"NSFTV_103","2","8","E3",NA
"NSFTV_103","2","9","E3",NA
"NSFTV_103","2","10","E3",NA
"NSFTV_103","2","11","E3",NA
"NSFTV_103","2","12","E3",NA
"NSFTV_103","2","13","E3",NA
"NSFTV_103","2","14","E3",NA
"NSFTV_103","2","15","E3",NA
"NSFTV_104","1","7","E1",7173
"NSFTV_104","1","8","E1",8959
"NSFTV_104","1","9","E1",9596
"NSFTV_104","1","10","E1",10203
"NSFTV_104","1","11","E1",12481
"NSFTV_104","1","12","E1",16540
"NSFTV_104","1","13","E1",17570
"NSFTV_104","1","14","E1",23723
"NSFTV_104","1","15","E1",27950
"NSFTV_104","2","7","E1",NA
"NSFTV_104","2","8","E1",NA
"NSFTV_104","2","9","E1",NA
"NSFTV_104","2","10","E1",NA
"NSFTV_104","2","11","E1",NA
"NSFTV_104","2","12","E1",NA
"NSFTV_104","2","13","E1",NA
"NSFTV_104","2","14","E1",NA
"NSFTV_104","2","15","E1",NA
"NSFTV_104","1","7","E2",19068
"NSFTV_104","1","8","E2",22552
"NSFTV_104","1","9","E2",23950
"NSFTV_104","1","10","E2",30286
"NSFTV_104","1","11","E2",41546
"NSFTV_104","1","12","E2",48576
"NSFTV_104","1","13","E2",50652
"NSFTV_104","1","14","E2",64059
"NSFTV_104","1","15","E2",75467
"NSFTV_104","2","7","E2",NA
"NSFTV_104","2","8","E2",NA
"NSFTV_104","2","9","E2",NA
"NSFTV_104","2","10","E2",NA
"NSFTV_104","2","11","E2",NA
"NSFTV_104","2","12","E2",NA
"NSFTV_104","2","13","E2",NA
"NSFTV_104","2","14","E2",NA
"NSFTV_104","2","15","E2",NA
"NSFTV_104","1","7","E3",15244
"NSFTV_104","1","8","E3",15470
"NSFTV_104","1","9","E3",17519
"NSFTV_104","1","10","E3",25391
"NSFTV_104","1","11","E3",28722
"NSFTV_104","1","12","E3",38717
"NSFTV_104","1","13","E3",44685
"NSFTV_104","1","14","E3",62546
"NSFTV_104","1","15","E3",75547
"NSFTV_104","2","7","E3",11304
"NSFTV_104","2","8","E3",14557
"NSFTV_104","2","9","E3",16052
"NSFTV_104","2","10","E3",17854
"NSFTV_104","2","11","E3",21990
"NSFTV_104","2","12","E3",27722
"NSFTV_104","2","13","E3",34076
"NSFTV_104","2","14","E3",35995
"NSFTV_104","2","15","E3",40538
"NSFTV_105","1","7","E1",9448
"NSFTV_105","1","8","E1",11510
"NSFTV_105","1","9","E1",13713
"NSFTV_105","1","10","E1",14835
"NSFTV_105","1","11","E1",17447
"NSFTV_105","1","12","E1",20019
"NSFTV_105","1","13","E1",27044
"NSFTV_105","1","14","E1",38114
"NSFTV_105","1","15","E1",41072
"NSFTV_105","2","7","E1",NA
"NSFTV_105","2","8","E1",NA
"NSFTV_105","2","9","E1",NA
"NSFTV_105","2","10","E1",NA
"NSFTV_105","2","11","E1",NA
"NSFTV_105","2","12","E1",NA
"NSFTV_105","2","13","E1",NA
"NSFTV_105","2","14","E1",NA
"NSFTV_105","2","15","E1",NA
"NSFTV_105","1","7","E2",13642
"NSFTV_105","1","8","E2",16957
"NSFTV_105","1","9","E2",21161
"NSFTV_105","1","10","E2",21580
"NSFTV_105","1","11","E2",24824
"NSFTV_105","1","12","E2",31920
"NSFTV_105","1","13","E2",38103
"NSFTV_105","1","14","E2",44303
"NSFTV_105","1","15","E2",55368
"NSFTV_105","2","7","E2",NA
"NSFTV_105","2","8","E2",NA
"NSFTV_105","2","9","E2",NA
"NSFTV_105","2","10","E2",NA
"NSFTV_105","2","11","E2",NA
"NSFTV_105","2","12","E2",NA
"NSFTV_105","2","13","E2",NA
"NSFTV_105","2","14","E2",NA
"NSFTV_105","2","15","E2",NA
"NSFTV_105","1","7","E3",21182
"NSFTV_105","1","8","E3",29132
"NSFTV_105","1","9","E3",35477
"NSFTV_105","1","10","E3",43373
"NSFTV_105","1","11","E3",51689
"NSFTV_105","1","12","E3",64251
"NSFTV_105","1","13","E3",86413
"NSFTV_105","1","14","E3",107049
"NSFTV_105","1","15","E3",130705
"NSFTV_105","2","7","E3",17576
"NSFTV_105","2","8","E3",21200
"NSFTV_105","2","9","E3",26610
"NSFTV_105","2","10","E3",31613
"NSFTV_105","2","11","E3",39621
"NSFTV_105","2","12","E3",49997
"NSFTV_105","2","13","E3",61809
"NSFTV_105","2","14","E3",82039
"NSFTV_105","2","15","E3",93075
"NSFTV_106","1","7","E1",12627
"NSFTV_106","1","8","E1",16591
"NSFTV_106","1","9","E1",17996
"NSFTV_106","1","10","E1",20631
"NSFTV_106","1","11","E1",26601
"NSFTV_106","1","12","E1",37642
"NSFTV_106","1","13","E1",42815
"NSFTV_106","1","14","E1",57755
"NSFTV_106","1","15","E1",68830
"NSFTV_106","2","7","E1",NA
"NSFTV_106","2","8","E1",NA
"NSFTV_106","2","9","E1",NA
"NSFTV_106","2","10","E1",NA
"NSFTV_106","2","11","E1",NA
"NSFTV_106","2","12","E1",NA
"NSFTV_106","2","13","E1",NA
"NSFTV_106","2","14","E1",NA
"NSFTV_106","2","15","E1",NA
"NSFTV_106","1","7","E2",28191
"NSFTV_106","1","8","E2",36458
"NSFTV_106","1","9","E2",48317
"NSFTV_106","1","10","E2",61752
"NSFTV_106","1","11","E2",70465
"NSFTV_106","1","12","E2",94187
"NSFTV_106","1","13","E2",117186
"NSFTV_106","1","14","E2",142289
"NSFTV_106","1","15","E2",179109
"NSFTV_106","2","7","E2",NA
"NSFTV_106","2","8","E2",NA
"NSFTV_106","2","9","E2",NA
"NSFTV_106","2","10","E2",NA
"NSFTV_106","2","11","E2",NA
"NSFTV_106","2","12","E2",NA
"NSFTV_106","2","13","E2",NA
"NSFTV_106","2","14","E2",NA
"NSFTV_106","2","15","E2",NA
"NSFTV_106","1","7","E3",37085
"NSFTV_106","1","8","E3",45751
"NSFTV_106","1","9","E3",51840
"NSFTV_106","1","10","E3",61416
"NSFTV_106","1","11","E3",79254
"NSFTV_106","1","12","E3",95285
"NSFTV_106","1","13","E3",112174
"NSFTV_106","1","14","E3",142661
"NSFTV_106","1","15","E3",178552
"NSFTV_106","2","7","E3",29133
"NSFTV_106","2","8","E3",32053
"NSFTV_106","2","9","E3",38580
"NSFTV_106","2","10","E3",46269
"NSFTV_106","2","11","E3",56941
"NSFTV_106","2","12","E3",68271
"NSFTV_106","2","13","E3",86372
"NSFTV_106","2","14","E3",109054
"NSFTV_106","2","15","E3",130690
"NSFTV_107","1","7","E1",10549
"NSFTV_107","1","8","E1",13049
"NSFTV_107","1","9","E1",14108
"NSFTV_107","1","10","E1",15276
"NSFTV_107","1","11","E1",18013
"NSFTV_107","1","12","E1",24012
"NSFTV_107","1","13","E1",26974
"NSFTV_107","1","14","E1",35904
"NSFTV_107","1","15","E1",41831
"NSFTV_107","2","7","E1",NA
"NSFTV_107","2","8","E1",NA
"NSFTV_107","2","9","E1",NA
"NSFTV_107","2","10","E1",NA
"NSFTV_107","2","11","E1",NA
"NSFTV_107","2","12","E1",NA
"NSFTV_107","2","13","E1",NA
"NSFTV_107","2","14","E1",NA
"NSFTV_107","2","15","E1",NA
"NSFTV_107","1","7","E2",19492
"NSFTV_107","1","8","E2",23155
"NSFTV_107","1","9","E2",26068
"NSFTV_107","1","10","E2",29863
"NSFTV_107","1","11","E2",39345
"NSFTV_107","1","12","E2",49940
"NSFTV_107","1","13","E2",55471
"NSFTV_107","1","14","E2",68127
"NSFTV_107","1","15","E2",83415
"NSFTV_107","2","7","E2",NA
"NSFTV_107","2","8","E2",NA
"NSFTV_107","2","9","E2",NA
"NSFTV_107","2","10","E2",NA
"NSFTV_107","2","11","E2",NA
"NSFTV_107","2","12","E2",NA
"NSFTV_107","2","13","E2",NA
"NSFTV_107","2","14","E2",NA
"NSFTV_107","2","15","E2",NA
"NSFTV_107","1","7","E3",26038
"NSFTV_107","1","8","E3",28333
"NSFTV_107","1","9","E3",31838
"NSFTV_107","1","10","E3",43452
"NSFTV_107","1","11","E3",56335
"NSFTV_107","1","12","E3",63860
"NSFTV_107","1","13","E3",78889
"NSFTV_107","1","14","E3",103808
"NSFTV_107","1","15","E3",124699
"NSFTV_107","2","7","E3",22015
"NSFTV_107","2","8","E3",25854
"NSFTV_107","2","9","E3",27905
"NSFTV_107","2","10","E3",35018
"NSFTV_107","2","11","E3",42123
"NSFTV_107","2","12","E3",47613
"NSFTV_107","2","13","E3",56046
"NSFTV_107","2","14","E3",69001
"NSFTV_107","2","15","E3",80329
"NSFTV_108","1","7","E1",6023
"NSFTV_108","1","8","E1",7096
"NSFTV_108","1","9","E1",6779
"NSFTV_108","1","10","E1",7594
"NSFTV_108","1","11","E1",9494
"NSFTV_108","1","12","E1",10844
"NSFTV_108","1","13","E1",12189
"NSFTV_108","1","14","E1",14192
"NSFTV_108","1","15","E1",15753
"NSFTV_108","2","7","E1",NA
"NSFTV_108","2","8","E1",NA
"NSFTV_108","2","9","E1",NA
"NSFTV_108","2","10","E1",NA
"NSFTV_108","2","11","E1",NA
"NSFTV_108","2","12","E1",NA
"NSFTV_108","2","13","E1",NA
"NSFTV_108","2","14","E1",NA
"NSFTV_108","2","15","E1",NA
"NSFTV_108","1","7","E2",8894
"NSFTV_108","1","8","E2",10286
"NSFTV_108","1","9","E2",11486
"NSFTV_108","1","10","E2",11516
"NSFTV_108","1","11","E2",12751
"NSFTV_108","1","12","E2",15520
"NSFTV_108","1","13","E2",18485
"NSFTV_108","1","14","E2",20224
"NSFTV_108","1","15","E2",24445
"NSFTV_108","2","7","E2",NA
"NSFTV_108","2","8","E2",NA
"NSFTV_108","2","9","E2",NA
"NSFTV_108","2","10","E2",NA
"NSFTV_108","2","11","E2",NA
"NSFTV_108","2","12","E2",NA
"NSFTV_108","2","13","E2",NA
"NSFTV_108","2","14","E2",NA
"NSFTV_108","2","15","E2",NA
"NSFTV_108","1","7","E3",9741
"NSFTV_108","1","8","E3",11232
"NSFTV_108","1","9","E3",12182
"NSFTV_108","1","10","E3",13730
"NSFTV_108","1","11","E3",15957
"NSFTV_108","1","12","E3",21455
"NSFTV_108","1","13","E3",24080
"NSFTV_108","1","14","E3",25187
"NSFTV_108","1","15","E3",29291
"NSFTV_108","2","7","E3",NA
"NSFTV_108","2","8","E3",NA
"NSFTV_108","2","9","E3",NA
"NSFTV_108","2","10","E3",NA
"NSFTV_108","2","11","E3",NA
"NSFTV_108","2","12","E3",NA
"NSFTV_108","2","13","E3",NA
"NSFTV_108","2","14","E3",NA
"NSFTV_108","2","15","E3",NA
"NSFTV_109","1","7","E1",10866
"NSFTV_109","1","8","E1",13784
"NSFTV_109","1","9","E1",16783
"NSFTV_109","1","10","E1",19239
"NSFTV_109","1","11","E1",24233
"NSFTV_109","1","12","E1",30310
"NSFTV_109","1","13","E1",38714
"NSFTV_109","1","14","E1",51033
"NSFTV_109","1","15","E1",60566
"NSFTV_109","2","7","E1",NA
"NSFTV_109","2","8","E1",NA
"NSFTV_109","2","9","E1",NA
"NSFTV_109","2","10","E1",NA
"NSFTV_109","2","11","E1",NA
"NSFTV_109","2","12","E1",NA
"NSFTV_109","2","13","E1",NA
"NSFTV_109","2","14","E1",NA
"NSFTV_109","2","15","E1",NA
"NSFTV_109","1","7","E2",15686
"NSFTV_109","1","8","E2",22118
"NSFTV_109","1","9","E2",28468
"NSFTV_109","1","10","E2",33630
"NSFTV_109","1","11","E2",39584
"NSFTV_109","1","12","E2",49896
"NSFTV_109","1","13","E2",58730
"NSFTV_109","1","14","E2",73213
"NSFTV_109","1","15","E2",81777
"NSFTV_109","2","7","E2",NA
"NSFTV_109","2","8","E2",NA
"NSFTV_109","2","9","E2",NA
"NSFTV_109","2","10","E2",NA
"NSFTV_109","2","11","E2",NA
"NSFTV_109","2","12","E2",NA
"NSFTV_109","2","13","E2",NA
"NSFTV_109","2","14","E2",NA
"NSFTV_109","2","15","E2",NA
"NSFTV_109","1","7","E3",20115
"NSFTV_109","1","8","E3",25465
"NSFTV_109","1","9","E3",31811
"NSFTV_109","1","10","E3",37090
"NSFTV_109","1","11","E3",46155
"NSFTV_109","1","12","E3",54244
"NSFTV_109","1","13","E3",66902
"NSFTV_109","1","14","E3",84031
"NSFTV_109","1","15","E3",103309
"NSFTV_109","2","7","E3",NA
"NSFTV_109","2","8","E3",NA
"NSFTV_109","2","9","E3",NA
"NSFTV_109","2","10","E3",NA
"NSFTV_109","2","11","E3",NA
"NSFTV_109","2","12","E3",NA
"NSFTV_109","2","13","E3",NA
"NSFTV_109","2","14","E3",NA
"NSFTV_109","2","15","E3",NA
"NSFTV_11","1","7","E1",13962
"NSFTV_11","1","8","E1",15020
"NSFTV_11","1","9","E1",17849
"NSFTV_11","1","10","E1",21497
"NSFTV_11","1","11","E1",27467
"NSFTV_11","1","12","E1",32601
"NSFTV_11","1","13","E1",39762
"NSFTV_11","1","14","E1",52379
"NSFTV_11","1","15","E1",59146
"NSFTV_11","2","7","E1",NA
"NSFTV_11","2","8","E1",NA
"NSFTV_11","2","9","E1",NA
"NSFTV_11","2","10","E1",NA
"NSFTV_11","2","11","E1",NA
"NSFTV_11","2","12","E1",NA
"NSFTV_11","2","13","E1",NA
"NSFTV_11","2","14","E1",NA
"NSFTV_11","2","15","E1",NA
"NSFTV_11","1","7","E2",20558
"NSFTV_11","1","8","E2",22777
"NSFTV_11","1","9","E2",27625
"NSFTV_11","1","10","E2",36814
"NSFTV_11","1","11","E2",47135
"NSFTV_11","1","12","E2",55960
"NSFTV_11","1","13","E2",70176
"NSFTV_11","1","14","E2",93289
"NSFTV_11","1","15","E2",114003
"NSFTV_11","2","7","E2",NA
"NSFTV_11","2","8","E2",NA
"NSFTV_11","2","9","E2",NA
"NSFTV_11","2","10","E2",NA
"NSFTV_11","2","11","E2",NA
"NSFTV_11","2","12","E2",NA
"NSFTV_11","2","13","E2",NA
"NSFTV_11","2","14","E2",NA
"NSFTV_11","2","15","E2",NA
"NSFTV_11","1","7","E3",28735
"NSFTV_11","1","8","E3",37409
"NSFTV_11","1","9","E3",40411
"NSFTV_11","1","10","E3",46951
"NSFTV_11","1","11","E3",62422
"NSFTV_11","1","12","E3",81089
"NSFTV_11","1","13","E3",100778
"NSFTV_11","1","14","E3",125513
"NSFTV_11","1","15","E3",151970
"NSFTV_11","2","7","E3",NA
"NSFTV_11","2","8","E3",NA
"NSFTV_11","2","9","E3",NA
"NSFTV_11","2","10","E3",NA
"NSFTV_11","2","11","E3",NA
"NSFTV_11","2","12","E3",NA
"NSFTV_11","2","13","E3",NA
"NSFTV_11","2","14","E3",NA
"NSFTV_11","2","15","E3",NA
"NSFTV_112","1","7","E1",6325
"NSFTV_112","1","8","E1",8202
"NSFTV_112","1","9","E1",9628
"NSFTV_112","1","10","E1",10368
"NSFTV_112","1","11","E1",11588
"NSFTV_112","1","12","E1",14448
"NSFTV_112","1","13","E1",19426
"NSFTV_112","1","14","E1",24683
"NSFTV_112","1","15","E1",28596
"NSFTV_112","2","7","E1",NA
"NSFTV_112","2","8","E1",NA
"NSFTV_112","2","9","E1",NA
"NSFTV_112","2","10","E1",NA
"NSFTV_112","2","11","E1",NA
"NSFTV_112","2","12","E1",NA
"NSFTV_112","2","13","E1",NA
"NSFTV_112","2","14","E1",NA
"NSFTV_112","2","15","E1",NA
"NSFTV_112","1","7","E2",13888
"NSFTV_112","1","8","E2",16911
"NSFTV_112","1","9","E2",21429
"NSFTV_112","1","10","E2",27888
"NSFTV_112","1","11","E2",34985
"NSFTV_112","1","12","E2",42878
"NSFTV_112","1","13","E2",56698
"NSFTV_112","1","14","E2",69272
"NSFTV_112","1","15","E2",90805
"NSFTV_112","2","7","E2",NA
"NSFTV_112","2","8","E2",NA
"NSFTV_112","2","9","E2",NA
"NSFTV_112","2","10","E2",NA
"NSFTV_112","2","11","E2",NA
"NSFTV_112","2","12","E2",NA
"NSFTV_112","2","13","E2",NA
"NSFTV_112","2","14","E2",NA
"NSFTV_112","2","15","E2",NA
"NSFTV_112","1","7","E3",17452
"NSFTV_112","1","8","E3",24987
"NSFTV_112","1","9","E3",29709
"NSFTV_112","1","10","E3",31397
"NSFTV_112","1","11","E3",35198
"NSFTV_112","1","12","E3",54630
"NSFTV_112","1","13","E3",67652
"NSFTV_112","1","14","E3",74446
"NSFTV_112","1","15","E3",98811
"NSFTV_112","2","7","E3",NA
"NSFTV_112","2","8","E3",NA
"NSFTV_112","2","9","E3",NA
"NSFTV_112","2","10","E3",NA
"NSFTV_112","2","11","E3",NA
"NSFTV_112","2","12","E3",NA
"NSFTV_112","2","13","E3",NA
"NSFTV_112","2","14","E3",NA
"NSFTV_112","2","15","E3",NA
"NSFTV_113","1","7","E1",12169
"NSFTV_113","1","8","E1",14475
"NSFTV_113","1","9","E1",15090
"NSFTV_113","1","10","E1",17011
"NSFTV_113","1","11","E1",20062
"NSFTV_113","1","12","E1",26862
"NSFTV_113","1","13","E1",30478
"NSFTV_113","1","14","E1",48110
"NSFTV_113","1","15","E1",56465
"NSFTV_113","2","7","E1",NA
"NSFTV_113","2","8","E1",NA
"NSFTV_113","2","9","E1",NA
"NSFTV_113","2","10","E1",NA
"NSFTV_113","2","11","E1",NA
"NSFTV_113","2","12","E1",NA
"NSFTV_113","2","13","E1",NA
"NSFTV_113","2","14","E1",NA
"NSFTV_113","2","15","E1",NA
"NSFTV_113","1","7","E2",15331
"NSFTV_113","1","8","E2",18346
"NSFTV_113","1","9","E2",21863
"NSFTV_113","1","10","E2",25445
"NSFTV_113","1","11","E2",33576
"NSFTV_113","1","12","E2",41267
"NSFTV_113","1","13","E2",47058
"NSFTV_113","1","14","E2",58332
"NSFTV_113","1","15","E2",71494
"NSFTV_113","2","7","E2",NA
"NSFTV_113","2","8","E2",NA
"NSFTV_113","2","9","E2",NA
"NSFTV_113","2","10","E2",NA
