"NSFTV.ID","Rep","DayOfImaging","Exp","PSA"
"NSFTV_198","1","7","E3",17613
"NSFTV_198","1","8","E3",21487
"NSFTV_198","1","9","E3",24717
"NSFTV_198","1","10","E3",29712
"NSFTV_198","1","11","E3",37508
"NSFTV_198","1","12","E3",46447
"NSFTV_198","1","13","E3",54457
"NSFTV_198","1","14","E3",62006
"NSFTV_198","1","15","E3",80378
"NSFTV_198","2","7","E3",NA
"NSFTV_198","2","8","E3",NA
"NSFTV_198","2","9","E3",NA
"NSFTV_198","2","10","E3",NA
"NSFTV_198","2","11","E3",NA
"NSFTV_198","2","12","E3",NA
"NSFTV_198","2","13","E3",NA
"NSFTV_198","2","14","E3",NA
"NSFTV_198","2","15","E3",NA
"NSFTV_199","1","7","E1",9422
"NSFTV_199","1","8","E1",11079
"NSFTV_199","1","9","E1",14175
"NSFTV_199","1","10","E1",17901
"NSFTV_199","1","11","E1",19678
"NSFTV_199","1","12","E1",22395
"NSFTV_199","1","13","E1",28506
"NSFTV_199","1","14","E1",42295
"NSFTV_199","1","15","E1",46922
"NSFTV_199","2","7","E1",NA
"NSFTV_199","2","8","E1",NA
"NSFTV_199","2","9","E1",NA
"NSFTV_199","2","10","E1",NA
"NSFTV_199","2","11","E1",NA
"NSFTV_199","2","12","E1",NA
"NSFTV_199","2","13","E1",NA
"NSFTV_199","2","14","E1",NA
"NSFTV_199","2","15","E1",NA
"NSFTV_199","1","7","E2",24823
"NSFTV_199","1","8","E2",27943
"NSFTV_199","1","9","E2",34333
"NSFTV_199","1","10","E2",44310
"NSFTV_199","1","11","E2",57661
"NSFTV_199","1","12","E2",66302
"NSFTV_199","1","13","E2",84546
"NSFTV_199","1","14","E2",110313
"NSFTV_199","1","15","E2",134610
"NSFTV_199","2","7","E2",NA
"NSFTV_199","2","8","E2",NA
"NSFTV_199","2","9","E2",NA
"NSFTV_199","2","10","E2",NA
"NSFTV_199","2","11","E2",NA
"NSFTV_199","2","12","E2",NA
"NSFTV_199","2","13","E2",NA
"NSFTV_199","2","14","E2",NA
"NSFTV_199","2","15","E2",NA
"NSFTV_199","1","7","E3",21081
"NSFTV_199","1","8","E3",28046
"NSFTV_199","1","9","E3",33165
"NSFTV_199","1","10","E3",40620
"NSFTV_199","1","11","E3",47300
"NSFTV_199","1","12","E3",56663
"NSFTV_199","1","13","E3",75593
"NSFTV_199","1","14","E3",96769
"NSFTV_199","1","15","E3",113582
"NSFTV_199","2","7","E3",NA
"NSFTV_199","2","8","E3",NA
"NSFTV_199","2","9","E3",NA
"NSFTV_199","2","10","E3",NA
"NSFTV_199","2","11","E3",NA
"NSFTV_199","2","12","E3",NA
"NSFTV_199","2","13","E3",NA
"NSFTV_199","2","14","E3",NA
"NSFTV_199","2","15","E3",NA
"NSFTV_200","1","7","E1",16571
"NSFTV_200","1","8","E1",20021
"NSFTV_200","1","9","E1",21677
"NSFTV_200","1","10","E1",26642
"NSFTV_200","1","11","E1",30827
"NSFTV_200","1","12","E1",38033
"NSFTV_200","1","13","E1",50922
"NSFTV_200","1","14","E1",69013
"NSFTV_200","1","15","E1",78564
"NSFTV_200","2","7","E1",NA
"NSFTV_200","2","8","E1",NA
"NSFTV_200","2","9","E1",NA
"NSFTV_200","2","10","E1",NA
"NSFTV_200","2","11","E1",NA
"NSFTV_200","2","12","E1",NA
"NSFTV_200","2","13","E1",NA
"NSFTV_200","2","14","E1",NA
"NSFTV_200","2","15","E1",NA
"NSFTV_200","1","7","E2",20518
"NSFTV_200","1","8","E2",27293
"NSFTV_200","1","9","E2",30892
"NSFTV_200","1","10","E2",34348
"NSFTV_200","1","11","E2",45539
"NSFTV_200","1","12","E2",54943
"NSFTV_200","1","13","E2",66312
"NSFTV_200","1","14","E2",81744
"NSFTV_200","1","15","E2",104934
"NSFTV_200","2","7","E2",21679
"NSFTV_200","2","8","E2",27121
"NSFTV_200","2","9","E2",31841
"NSFTV_200","2","10","E2",39811
"NSFTV_200","2","11","E2",52155
"NSFTV_200","2","12","E2",60571
"NSFTV_200","2","13","E2",77334
"NSFTV_200","2","14","E2",99020
"NSFTV_200","2","15","E2",122956
"NSFTV_200","1","7","E3",28652
"NSFTV_200","1","8","E3",34392
"NSFTV_200","1","9","E3",41491
"NSFTV_200","1","10","E3",53125
"NSFTV_200","1","11","E3",60705
"NSFTV_200","1","12","E3",77296
"NSFTV_200","1","13","E3",101169
"NSFTV_200","1","14","E3",115403
"NSFTV_200","1","15","E3",150454
"NSFTV_200","2","7","E3",NA
"NSFTV_200","2","8","E3",NA
"NSFTV_200","2","9","E3",NA
"NSFTV_200","2","10","E3",NA
"NSFTV_200","2","11","E3",NA
"NSFTV_200","2","12","E3",NA
"NSFTV_200","2","13","E3",NA
"NSFTV_200","2","14","E3",NA
"NSFTV_200","2","15","E3",NA
"NSFTV_202","1","7","E1",11188
"NSFTV_202","1","8","E1",13321
"NSFTV_202","1","9","E1",15762
"NSFTV_202","1","10","E1",19842
"NSFTV_202","1","11","E1",22481
"NSFTV_202","1","12","E1",28227
"NSFTV_202","1","13","E1",33900
"NSFTV_202","1","14","E1",45440
"NSFTV_202","1","15","E1",54616
"NSFTV_202","2","7","E1",NA
"NSFTV_202","2","8","E1",NA
"NSFTV_202","2","9","E1",NA
"NSFTV_202","2","10","E1",NA
"NSFTV_202","2","11","E1",NA
"NSFTV_202","2","12","E1",NA
"NSFTV_202","2","13","E1",NA
"NSFTV_202","2","14","E1",NA
"NSFTV_202","2","15","E1",NA
"NSFTV_202","1","7","E2",19958
"NSFTV_202","1","8","E2",24248
"NSFTV_202","1","9","E2",26641
"NSFTV_202","1","10","E2",34870
"NSFTV_202","1","11","E2",48505
"NSFTV_202","1","12","E2",56051
"NSFTV_202","1","13","E2",63533
"NSFTV_202","1","14","E2",77897
"NSFTV_202","1","15","E2",95162
"NSFTV_202","2","7","E2",NA
"NSFTV_202","2","8","E2",NA
"NSFTV_202","2","9","E2",NA
"NSFTV_202","2","10","E2",NA
"NSFTV_202","2","11","E2",NA
"NSFTV_202","2","12","E2",NA
"NSFTV_202","2","13","E2",NA
"NSFTV_202","2","14","E2",NA
"NSFTV_202","2","15","E2",NA
"NSFTV_202","1","7","E3",21273
"NSFTV_202","1","8","E3",26255
"NSFTV_202","1","9","E3",31631
"NSFTV_202","1","10","E3",37443
"NSFTV_202","1","11","E3",47101
"NSFTV_202","1","12","E3",55095
"NSFTV_202","1","13","E3",69995
"NSFTV_202","1","14","E3",82357
"NSFTV_202","1","15","E3",96373
"NSFTV_202","2","7","E3",NA
"NSFTV_202","2","8","E3",NA
"NSFTV_202","2","9","E3",NA
"NSFTV_202","2","10","E3",NA
"NSFTV_202","2","11","E3",NA
"NSFTV_202","2","12","E3",NA
"NSFTV_202","2","13","E3",NA
"NSFTV_202","2","14","E3",NA
"NSFTV_202","2","15","E3",NA
"NSFTV_203","1","7","E1",7652
"NSFTV_203","1","8","E1",10582
"NSFTV_203","1","9","E1",12910
"NSFTV_203","1","10","E1",16718
"NSFTV_203","1","11","E1",18223
"NSFTV_203","1","12","E1",19657
"NSFTV_203","1","13","E1",28317
"NSFTV_203","1","14","E1",36603
"NSFTV_203","1","15","E1",41097
"NSFTV_203","2","7","E1",NA
"NSFTV_203","2","8","E1",NA
"NSFTV_203","2","9","E1",NA
"NSFTV_203","2","10","E1",NA
"NSFTV_203","2","11","E1",NA
"NSFTV_203","2","12","E1",NA
"NSFTV_203","2","13","E1",NA
"NSFTV_203","2","14","E1",NA
"NSFTV_203","2","15","E1",NA
"NSFTV_203","1","7","E2",14823
"NSFTV_203","1","8","E2",20416
"NSFTV_203","1","9","E2",25298
"NSFTV_203","1","10","E2",29882
"NSFTV_203","1","11","E2",36746
"NSFTV_203","1","12","E2",51127
"NSFTV_203","1","13","E2",64531
"NSFTV_203","1","14","E2",80432
"NSFTV_203","1","15","E2",105577
"NSFTV_203","2","7","E2",19106
"NSFTV_203","2","8","E2",24614
"NSFTV_203","2","9","E2",33443
"NSFTV_203","2","10","E2",36820
"NSFTV_203","2","11","E2",42992
"NSFTV_203","2","12","E2",57573
"NSFTV_203","2","13","E2",73421
"NSFTV_203","2","14","E2",94676
"NSFTV_203","2","15","E2",117384
"NSFTV_203","1","7","E3",21086
"NSFTV_203","1","8","E3",29379
"NSFTV_203","1","9","E3",32749
"NSFTV_203","1","10","E3",38579
"NSFTV_203","1","11","E3",48139
"NSFTV_203","1","12","E3",60348
"NSFTV_203","1","13","E3",74862
"NSFTV_203","1","14","E3",94144
"NSFTV_203","1","15","E3",118819
"NSFTV_203","2","7","E3",NA
"NSFTV_203","2","8","E3",NA
"NSFTV_203","2","9","E3",NA
"NSFTV_203","2","10","E3",NA
"NSFTV_203","2","11","E3",NA
"NSFTV_203","2","12","E3",NA
"NSFTV_203","2","13","E3",NA
"NSFTV_203","2","14","E3",NA
"NSFTV_203","2","15","E3",NA
"NSFTV_205","1","7","E1",9261
"NSFTV_205","1","8","E1",9825
"NSFTV_205","1","9","E1",12057
"NSFTV_205","1","10","E1",14115
"NSFTV_205","1","11","E1",17278
"NSFTV_205","1","12","E1",20697
"NSFTV_205","1","13","E1",24580
"NSFTV_205","1","14","E1",31645
"NSFTV_205","1","15","E1",34713
"NSFTV_205","2","7","E1",NA
"NSFTV_205","2","8","E1",NA
"NSFTV_205","2","9","E1",NA
"NSFTV_205","2","10","E1",NA
"NSFTV_205","2","11","E1",NA
"NSFTV_205","2","12","E1",NA
"NSFTV_205","2","13","E1",NA
"NSFTV_205","2","14","E1",NA
"NSFTV_205","2","15","E1",NA
"NSFTV_205","1","7","E2",16459
"NSFTV_205","1","8","E2",19356
"NSFTV_205","1","9","E2",25253
"NSFTV_205","1","10","E2",30070
"NSFTV_205","1","11","E2",36661
"NSFTV_205","1","12","E2",45302
"NSFTV_205","1","13","E2",56308
"NSFTV_205","1","14","E2",67830
"NSFTV_205","1","15","E2",82753
"NSFTV_205","2","7","E2",10445
"NSFTV_205","2","8","E2",12561
"NSFTV_205","2","9","E2",13546
"NSFTV_205","2","10","E2",17364
"NSFTV_205","2","11","E2",23022
"NSFTV_205","2","12","E2",29218
"NSFTV_205","2","13","E2",35013
"NSFTV_205","2","14","E2",42286
"NSFTV_205","2","15","E2",52439
"NSFTV_205","1","7","E3",14408
"NSFTV_205","1","8","E3",15593
"NSFTV_205","1","9","E3",20636
"NSFTV_205","1","10","E3",24724
"NSFTV_205","1","11","E3",29495
"NSFTV_205","1","12","E3",38240
"NSFTV_205","1","13","E3",49542
"NSFTV_205","1","14","E3",59445
"NSFTV_205","1","15","E3",70064
"NSFTV_205","2","7","E3",NA
"NSFTV_205","2","8","E3",NA
"NSFTV_205","2","9","E3",NA
"NSFTV_205","2","10","E3",NA
"NSFTV_205","2","11","E3",NA
"NSFTV_205","2","12","E3",NA
"NSFTV_205","2","13","E3",NA
"NSFTV_205","2","14","E3",NA
"NSFTV_205","2","15","E3",NA
"NSFTV_206","1","7","E1",10919
"NSFTV_206","1","8","E1",14226
"NSFTV_206","1","9","E1",15368
"NSFTV_206","1","10","E1",17759
"NSFTV_206","1","11","E1",21899
"NSFTV_206","1","12","E1",26913
"NSFTV_206","1","13","E1",32693
"NSFTV_206","1","14","E1",44437
"NSFTV_206","1","15","E1",51285
"NSFTV_206","2","7","E1",NA
"NSFTV_206","2","8","E1",NA
"NSFTV_206","2","9","E1",NA
"NSFTV_206","2","10","E1",NA
"NSFTV_206","2","11","E1",NA
"NSFTV_206","2","12","E1",NA
"NSFTV_206","2","13","E1",NA
"NSFTV_206","2","14","E1",NA
"NSFTV_206","2","15","E1",NA
"NSFTV_206","1","7","E2",22570
"NSFTV_206","1","8","E2",28124
"NSFTV_206","1","9","E2",33251
"NSFTV_206","1","10","E2",42430
"NSFTV_206","1","11","E2",51713
"NSFTV_206","1","12","E2",61502
"NSFTV_206","1","13","E2",74783
"NSFTV_206","1","14","E2",95644
"NSFTV_206","1","15","E2",110657
"NSFTV_206","2","7","E2",NA
"NSFTV_206","2","8","E2",NA
"NSFTV_206","2","9","E2",NA
"NSFTV_206","2","10","E2",NA
"NSFTV_206","2","11","E2",NA
"NSFTV_206","2","12","E2",NA
"NSFTV_206","2","13","E2",NA
"NSFTV_206","2","14","E2",NA
"NSFTV_206","2","15","E2",NA
"NSFTV_206","1","7","E3",21474
"NSFTV_206","1","8","E3",22973
"NSFTV_206","1","9","E3",27263
"NSFTV_206","1","10","E3",34093
"NSFTV_206","1","11","E3",41775
"NSFTV_206","1","12","E3",50219
"NSFTV_206","1","13","E3",57430
"NSFTV_206","1","14","E3",68821
"NSFTV_206","1","15","E3",79307
"NSFTV_206","2","7","E3",NA
"NSFTV_206","2","8","E3",NA
"NSFTV_206","2","9","E3",NA
"NSFTV_206","2","10","E3",NA
"NSFTV_206","2","11","E3",NA
"NSFTV_206","2","12","E3",NA
"NSFTV_206","2","13","E3",NA
"NSFTV_206","2","14","E3",NA
"NSFTV_206","2","15","E3",NA
"NSFTV_207","1","7","E1",11756
"NSFTV_207","1","8","E1",13072
"NSFTV_207","1","9","E1",15852
"NSFTV_207","1","10","E1",19346
"NSFTV_207","1","11","E1",20705
"NSFTV_207","1","12","E1",26564
"NSFTV_207","1","13","E1",34987
"NSFTV_207","1","14","E1",44431
"NSFTV_207","1","15","E1",49638
"NSFTV_207","2","7","E1",NA
"NSFTV_207","2","8","E1",NA
"NSFTV_207","2","9","E1",NA
"NSFTV_207","2","10","E1",NA
"NSFTV_207","2","11","E1",NA
"NSFTV_207","2","12","E1",NA
"NSFTV_207","2","13","E1",NA
"NSFTV_207","2","14","E1",NA
"NSFTV_207","2","15","E1",NA
"NSFTV_207","1","7","E2",16059
"NSFTV_207","1","8","E2",19287
"NSFTV_207","1","9","E2",26463
"NSFTV_207","1","10","E2",33429
"NSFTV_207","1","11","E2",40424
"NSFTV_207","1","12","E2",52751
"NSFTV_207","1","13","E2",66073
"NSFTV_207","1","14","E2",79469
"NSFTV_207","1","15","E2",105803
"NSFTV_207","2","7","E2",14610
"NSFTV_207","2","8","E2",17883
"NSFTV_207","2","9","E2",19916
"NSFTV_207","2","10","E2",23558
"NSFTV_207","2","11","E2",32156
"NSFTV_207","2","12","E2",36047
"NSFTV_207","2","13","E2",43486
"NSFTV_207","2","14","E2",54790
"NSFTV_207","2","15","E2",68228
"NSFTV_207","1","7","E3",27643
"NSFTV_207","1","8","E3",33511
"NSFTV_207","1","9","E3",37746
"NSFTV_207","1","10","E3",46236
"NSFTV_207","1","11","E3",56742
"NSFTV_207","1","12","E3",70335
"NSFTV_207","1","13","E3",86244
"NSFTV_207","1","14","E3",106531
"NSFTV_207","1","15","E3",125327
"NSFTV_207","2","7","E3",NA
"NSFTV_207","2","8","E3",NA
"NSFTV_207","2","9","E3",NA
"NSFTV_207","2","10","E3",NA
"NSFTV_207","2","11","E3",NA
"NSFTV_207","2","12","E3",NA
"NSFTV_207","2","13","E3",NA
"NSFTV_207","2","14","E3",NA
"NSFTV_207","2","15","E3",NA
"NSFTV_208","1","7","E1",8382
"NSFTV_208","1","8","E1",10989
"NSFTV_208","1","9","E1",13184
"NSFTV_208","1","10","E1",15105
"NSFTV_208","1","11","E1",17489
"NSFTV_208","1","12","E1",22062
"NSFTV_208","1","13","E1",28707
"NSFTV_208","1","14","E1",34167
"NSFTV_208","1","15","E1",39022
"NSFTV_208","2","7","E1",NA
"NSFTV_208","2","8","E1",NA
"NSFTV_208","2","9","E1",NA
"NSFTV_208","2","10","E1",NA
"NSFTV_208","2","11","E1",NA
"NSFTV_208","2","12","E1",NA
"NSFTV_208","2","13","E1",NA
"NSFTV_208","2","14","E1",NA
"NSFTV_208","2","15","E1",NA
"NSFTV_208","1","7","E2",15637
"NSFTV_208","1","8","E2",20204
"NSFTV_208","1","9","E2",26214
"NSFTV_208","1","10","E2",33824
"NSFTV_208","1","11","E2",40194
"NSFTV_208","1","12","E2",48527
"NSFTV_208","1","13","E2",61783
"NSFTV_208","1","14","E2",75655
"NSFTV_208","1","15","E2",99763
"NSFTV_208","2","7","E2",NA
"NSFTV_208","2","8","E2",NA
"NSFTV_208","2","9","E2",NA
"NSFTV_208","2","10","E2",NA
"NSFTV_208","2","11","E2",NA
"NSFTV_208","2","12","E2",NA
"NSFTV_208","2","13","E2",NA
"NSFTV_208","2","14","E2",NA
"NSFTV_208","2","15","E2",NA
"NSFTV_208","1","7","E3",16892
"NSFTV_208","1","8","E3",22359
"NSFTV_208","1","9","E3",26686
"NSFTV_208","1","10","E3",29582
"NSFTV_208","1","11","E3",41228
"NSFTV_208","1","12","E3",51278
"NSFTV_208","1","13","E3",64555
"NSFTV_208","1","14","E3",74639
"NSFTV_208","1","15","E3",97060
"NSFTV_208","2","7","E3",NA
"NSFTV_208","2","8","E3",NA
"NSFTV_208","2","9","E3",NA
"NSFTV_208","2","10","E3",NA
"NSFTV_208","2","11","E3",NA
"NSFTV_208","2","12","E3",NA
"NSFTV_208","2","13","E3",NA
"NSFTV_208","2","14","E3",NA
"NSFTV_208","2","15","E3",NA
"NSFTV_209","1","7","E1",10600
"NSFTV_209","1","8","E1",13005
"NSFTV_209","1","9","E1",15364
"NSFTV_209","1","10","E1",17512
"NSFTV_209","1","11","E1",22167
"NSFTV_209","1","12","E1",29614
"NSFTV_209","1","13","E1",35672
"NSFTV_209","1","14","E1",46640
"NSFTV_209","1","15","E1",53538
"NSFTV_209","2","7","E1",NA
"NSFTV_209","2","8","E1",NA
"NSFTV_209","2","9","E1",NA
"NSFTV_209","2","10","E1",NA
"NSFTV_209","2","11","E1",NA
"NSFTV_209","2","12","E1",NA
"NSFTV_209","2","13","E1",NA
"NSFTV_209","2","14","E1",NA
"NSFTV_209","2","15","E1",NA
"NSFTV_209","1","7","E2",18909
"NSFTV_209","1","8","E2",24261
"NSFTV_209","1","9","E2",28527
"NSFTV_209","1","10","E2",36884
"NSFTV_209","1","11","E2",47588
"NSFTV_209","1","12","E2",59397
"NSFTV_209","1","13","E2",72216
"NSFTV_209","1","14","E2",94228
"NSFTV_209","1","15","E2",123012
"NSFTV_209","2","7","E2",NA
"NSFTV_209","2","8","E2",NA
"NSFTV_209","2","9","E2",NA
"NSFTV_209","2","10","E2",NA
"NSFTV_209","2","11","E2",NA
"NSFTV_209","2","12","E2",NA
"NSFTV_209","2","13","E2",NA
"NSFTV_209","2","14","E2",NA
"NSFTV_209","2","15","E2",NA
"NSFTV_209","1","7","E3",23628
"NSFTV_209","1","8","E3",28630
"NSFTV_209","1","9","E3",33628
"NSFTV_209","1","10","E3",44762
"NSFTV_209","1","11","E3",55594
"NSFTV_209","1","12","E3",69587
"NSFTV_209","1","13","E3",85900
"NSFTV_209","1","14","E3",104960
"NSFTV_209","1","15","E3",128871
"NSFTV_209","2","7","E3",NA
"NSFTV_209","2","8","E3",NA
"NSFTV_209","2","9","E3",NA
"NSFTV_209","2","10","E3",NA
"NSFTV_209","2","11","E3",NA
"NSFTV_209","2","12","E3",NA
"NSFTV_209","2","13","E3",NA
"NSFTV_209","2","14","E3",NA
"NSFTV_209","2","15","E3",NA
"NSFTV_21","1","7","E1",10761
"NSFTV_21","1","8","E1",13006
"NSFTV_21","1","9","E1",14834
"NSFTV_21","1","10","E1",16220
"NSFTV_21","1","11","E1",20350
"NSFTV_21","1","12","E1",24727
"NSFTV_21","1","13","E1",32794
"NSFTV_21","1","14","E1",41201
"NSFTV_21","1","15","E1",46071
"NSFTV_21","2","7","E1",NA
"NSFTV_21","2","8","E1",NA
"NSFTV_21","2","9","E1",NA
"NSFTV_21","2","10","E1",NA
"NSFTV_21","2","11","E1",NA
"NSFTV_21","2","12","E1",NA
"NSFTV_21","2","13","E1",NA
"NSFTV_21","2","14","E1",NA
"NSFTV_21","2","15","E1",NA
"NSFTV_21","1","7","E2",11704
"NSFTV_21","1","8","E2",15068
"NSFTV_21","1","9","E2",18550
"NSFTV_21","1","10","E2",21999
"NSFTV_21","1","11","E2",27043
"NSFTV_21","1","12","E2",32417
"NSFTV_21","1","13","E2",39225
"NSFTV_21","1","14","E2",46634
"NSFTV_21","1","15","E2",58920
"NSFTV_21","2","7","E2",NA
"NSFTV_21","2","8","E2",NA
"NSFTV_21","2","9","E2",NA
"NSFTV_21","2","10","E2",NA
"NSFTV_21","2","11","E2",NA
"NSFTV_21","2","12","E2",NA
"NSFTV_21","2","13","E2",NA
"NSFTV_21","2","14","E2",NA
"NSFTV_21","2","15","E2",NA
"NSFTV_21","1","7","E3",29302
"NSFTV_21","1","8","E3",37234
"NSFTV_21","1","9","E3",44996
"NSFTV_21","1","10","E3",53592
"NSFTV_21","1","11","E3",64467
"NSFTV_21","1","12","E3",79767
"NSFTV_21","1","13","E3",101234
"NSFTV_21","1","14","E3",125130
"NSFTV_21","1","15","E3",153400
"NSFTV_21","2","7","E3",15732
"NSFTV_21","2","8","E3",20151
"NSFTV_21","2","9","E3",23149
"NSFTV_21","2","10","E3",27312
"NSFTV_21","2","11","E3",35538
"NSFTV_21","2","12","E3",45057
"NSFTV_21","2","13","E3",54561
"NSFTV_21","2","14","E3",70488
"NSFTV_21","2","15","E3",89261
"NSFTV_211","1","7","E1",11795
"NSFTV_211","1","8","E1",12488
"NSFTV_211","1","9","E1",14287
"NSFTV_211","1","10","E1",15224
"NSFTV_211","1","11","E1",19627
"NSFTV_211","1","12","E1",26352
"NSFTV_211","1","13","E1",31372
"NSFTV_211","1","14","E1",39868
"NSFTV_211","1","15","E1",44372
"NSFTV_211","2","7","E1",NA
"NSFTV_211","2","8","E1",NA
"NSFTV_211","2","9","E1",NA
"NSFTV_211","2","10","E1",NA
"NSFTV_211","2","11","E1",NA
"NSFTV_211","2","12","E1",NA
"NSFTV_211","2","13","E1",NA
"NSFTV_211","2","14","E1",NA
"NSFTV_211","2","15","E1",NA
"NSFTV_211","1","7","E2",13406
"NSFTV_211","1","8","E2",17027
"NSFTV_211","1","9","E2",20112
"NSFTV_211","1","10","E2",23517
"NSFTV_211","1","11","E2",25044
"NSFTV_211","1","12","E2",33496
"NSFTV_211","1","13","E2",37480
"NSFTV_211","1","14","E2",42920
"NSFTV_211","1","15","E2",56151
"NSFTV_211","2","7","E2",NA
"NSFTV_211","2","8","E2",NA
"NSFTV_211","2","9","E2",NA
"NSFTV_211","2","10","E2",NA
"NSFTV_211","2","11","E2",NA
"NSFTV_211","2","12","E2",NA
"NSFTV_211","2","13","E2",NA
"NSFTV_211","2","14","E2",NA
"NSFTV_211","2","15","E2",NA
"NSFTV_211","1","7","E3",11295
"NSFTV_211","1","8","E3",13638
"NSFTV_211","1","9","E3",15650
"NSFTV_211","1","10","E3",17657
"NSFTV_211","1","11","E3",21529
"NSFTV_211","1","12","E3",27499
"NSFTV_211","1","13","E3",31148
"NSFTV_211","1","14","E3",35190
"NSFTV_211","1","15","E3",42352
"NSFTV_211","2","7","E3",NA
"NSFTV_211","2","8","E3",NA
"NSFTV_211","2","9","E3",NA
"NSFTV_211","2","10","E3",NA
"NSFTV_211","2","11","E3",NA
"NSFTV_211","2","12","E3",NA
"NSFTV_211","2","13","E3",NA
"NSFTV_211","2","14","E3",NA
"NSFTV_211","2","15","E3",NA
"NSFTV_213","1","7","E1",9615
"NSFTV_213","1","8","E1",12506
"NSFTV_213","1","9","E1",14121
"NSFTV_213","1","10","E1",16337
"NSFTV_213","1","11","E1",17157
"NSFTV_213","1","12","E1",18924
"NSFTV_213","1","13","E1",27040
"NSFTV_213","1","14","E1",32828
"NSFTV_213","1","15","E1",35561
"NSFTV_213","2","7","E1",NA
"NSFTV_213","2","8","E1",NA
"NSFTV_213","2","9","E1",NA
"NSFTV_213","2","10","E1",NA
"NSFTV_213","2","11","E1",NA
"NSFTV_213","2","12","E1",NA
"NSFTV_213","2","13","E1",NA
"NSFTV_213","2","14","E1",NA
"NSFTV_213","2","15","E1",NA
"NSFTV_213","1","7","E2",10010
"NSFTV_213","1","8","E2",12643
"NSFTV_213","1","9","E2",14342
"NSFTV_213","1","10","E2",18097
"NSFTV_213","1","11","E2",20561
"NSFTV_213","1","12","E2",28580
"NSFTV_213","1","13","E2",33409
"NSFTV_213","1","14","E2",44251
"NSFTV_213","1","15","E2",57182
"NSFTV_213","2","7","E2",NA
"NSFTV_213","2","8","E2",NA
"NSFTV_213","2","9","E2",NA
"NSFTV_213","2","10","E2",NA
"NSFTV_213","2","11","E2",NA
"NSFTV_213","2","12","E2",NA
"NSFTV_213","2","13","E2",NA
"NSFTV_213","2","14","E2",NA
"NSFTV_213","2","15","E2",NA
"NSFTV_213","1","7","E3",14741
"NSFTV_213","1","8","E3",15937
"NSFTV_213","1","9","E3",18436
"NSFTV_213","1","10","E3",23540
"NSFTV_213","1","11","E3",32927
"NSFTV_213","1","12","E3",35381
"NSFTV_213","1","13","E3",44399
"NSFTV_213","1","14","E3",58337
"NSFTV_213","1","15","E3",62588
"NSFTV_213","2","7","E3",NA
"NSFTV_213","2","8","E3",NA
"NSFTV_213","2","9","E3",NA
"NSFTV_213","2","10","E3",NA
"NSFTV_213","2","11","E3",NA
"NSFTV_213","2","12","E3",NA
"NSFTV_213","2","13","E3",NA
"NSFTV_213","2","14","E3",NA
"NSFTV_213","2","15","E3",NA
"NSFTV_214","1","7","E1",8040
"NSFTV_214","1","8","E1",9409
"NSFTV_214","1","9","E1",11090
"NSFTV_214","1","10","E1",13149
"NSFTV_214","1","11","E1",14912
"NSFTV_214","1","12","E1",15843
"NSFTV_214","1","13","E1",20496
"NSFTV_214","1","14","E1",26970
"NSFTV_214","1","15","E1",29109
"NSFTV_214","2","7","E1",NA
"NSFTV_214","2","8","E1",NA
"NSFTV_214","2","9","E1",NA
"NSFTV_214","2","10","E1",NA
"NSFTV_214","2","11","E1",NA
"NSFTV_214","2","12","E1",NA
"NSFTV_214","2","13","E1",NA
"NSFTV_214","2","14","E1",NA
"NSFTV_214","2","15","E1",NA
"NSFTV_214","1","7","E2",15299
"NSFTV_214","1","8","E2",18580
"NSFTV_214","1","9","E2",19538
"NSFTV_214","1","10","E2",23187
"NSFTV_214","1","11","E2",29718
"NSFTV_214","1","12","E2",33445
"NSFTV_214","1","13","E2",39753
"NSFTV_214","1","14","E2",50808
"NSFTV_214","1","15","E2",65453
"NSFTV_214","2","7","E2",NA
"NSFTV_214","2","8","E2",NA
"NSFTV_214","2","9","E2",NA
"NSFTV_214","2","10","E2",NA
"NSFTV_214","2","11","E2",NA
"NSFTV_214","2","12","E2",NA
"NSFTV_214","2","13","E2",NA
"NSFTV_214","2","14","E2",NA
"NSFTV_214","2","15","E2",NA
"NSFTV_214","1","7","E3",11127
"NSFTV_214","1","8","E3",11941
"NSFTV_214","1","9","E3",13418
"NSFTV_214","1","10","E3",16636
"NSFTV_214","1","11","E3",21557
"NSFTV_214","1","12","E3",24809
"NSFTV_214","1","13","E3",30576
"NSFTV_214","1","14","E3",39581
"NSFTV_214","1","15","E3",48788
"NSFTV_214","2","7","E3",NA
"NSFTV_214","2","8","E3",NA
"NSFTV_214","2","9","E3",NA
"NSFTV_214","2","10","E3",NA
"NSFTV_214","2","11","E3",NA
"NSFTV_214","2","12","E3",NA
"NSFTV_214","2","13","E3",NA
"NSFTV_214","2","14","E3",NA
"NSFTV_214","2","15","E3",NA
"NSFTV_215","1","7","E1",10945
"NSFTV_215","1","8","E1",12546
"NSFTV_215","1","9","E1",14974
"NSFTV_215","1","10","E1",15667
"NSFTV_215","1","11","E1",21272
"NSFTV_215","1","12","E1",24784
"NSFTV_215","1","13","E1",35690
"NSFTV_215","1","14","E1",46879
"NSFTV_215","1","15","E1",50428
"NSFTV_215","2","7","E1",NA
"NSFTV_215","2","8","E1",NA
"NSFTV_215","2","9","E1",NA
"NSFTV_215","2","10","E1",NA
"NSFTV_215","2","11","E1",NA
"NSFTV_215","2","12","E1",NA
