"Exp","Treatment","Rep","DayOfImaging","PSA","NSFTV.ID"
"E1","Stress",1,0,25160,"NSFTV_1"
"E1","Control",1,0,27629,"NSFTV_1"
"E1","Stress",1,2,39897,"NSFTV_1"
"E1","Control",1,2,40947,"NSFTV_1"
"E1","Control",1,3,44651,"NSFTV_1"
"E1","Stress",1,3,46589,"NSFTV_1"
"E1","Control",1,5,56275,"NSFTV_1"
"E1","Stress",1,5,62945,"NSFTV_1"
"E1","Control",1,6,66013,"NSFTV_1"
"E1","Stress",1,6,83079,"NSFTV_1"
"E1","Control",1,7,72794,"NSFTV_1"
"E1","Stress",1,7,91219,"NSFTV_1"
"E1","Control",1,8,81902,"NSFTV_1"
"E1","Stress",1,8,98758,"NSFTV_1"
"E1","Stress",1,9,100309,"NSFTV_1"
"E1","Control",1,9,97326,"NSFTV_1"
"E1","Stress",1,10,106594,"NSFTV_1"
"E1","Control",1,10,112046,"NSFTV_1"
"E1","Stress",1,11,116777,"NSFTV_1"
"E1","Control",1,11,125920,"NSFTV_1"
"E1","Stress",1,12,125202,"NSFTV_1"
"E1","Control",1,12,139062,"NSFTV_1"
"E1","Stress",1,13,130889,"NSFTV_1"
"E1","Control",1,13,151239,"NSFTV_1"
"E1","Control",1,14,170069,"NSFTV_1"
"E1","Stress",1,14,143471,"NSFTV_1"
"E1","Stress",1,15,160522,"NSFTV_1"
"E1","Control",1,15,193097,"NSFTV_1"
"E1","Control",1,16,221602,"NSFTV_1"
"E1","Stress",1,16,164334,"NSFTV_1"
"E1","Control",1,17,241766,"NSFTV_1"
"E1","Stress",1,17,183732,"NSFTV_1"
"E1","Stress",1,18,198268,"NSFTV_1"
"E1","Control",1,18,259017,"NSFTV_1"
"E1","Stress",1,19,208293,"NSFTV_1"
"E1","Control",1,19,288311,"NSFTV_1"
"E1","Stress",1,20,220093,"NSFTV_1"
"E1","Control",1,20,338671,"NSFTV_1"
"E2","Stress",1,0,61960,"NSFTV_1"
"E2","Control",1,0,56126,"NSFTV_1"
"E2","Stress",1,2,90414,"NSFTV_1"
"E2","Control",1,2,90623,"NSFTV_1"
"E2","Stress",1,3,98808,"NSFTV_1"
"E2","Control",1,3,94818,"NSFTV_1"
"E2","Control",1,5,117640,"NSFTV_1"
"E2","Stress",1,5,124204,"NSFTV_1"
"E2","Control",1,6,129363,"NSFTV_1"
"E2","Stress",1,6,133761,"NSFTV_1"
"E2","Control",1,7,163237,"NSFTV_1"
"E2","Stress",1,7,150430,"NSFTV_1"
"E2","Control",1,8,182224,"NSFTV_1"
"E2","Stress",1,8,164825,"NSFTV_1"
"E2","Control",1,9,199032,"NSFTV_1"
"E2","Stress",1,9,184208,"NSFTV_1"
"E2","Control",1,10,214404,"NSFTV_1"
"E2","Stress",1,10,193301,"NSFTV_1"
"E2","Control",1,11,238756,"NSFTV_1"
"E2","Stress",1,11,212579,"NSFTV_1"
"E2","Control",1,12,258157,"NSFTV_1"
"E2","Stress",1,12,229469,"NSFTV_1"
"E2","Stress",1,13,250929,"NSFTV_1"
"E2","Control",1,13,279259,"NSFTV_1"
"E2","Stress",1,14,261845,"NSFTV_1"
"E2","Control",1,14,289475,"NSFTV_1"
"E2","Control",1,15,312166,"NSFTV_1"
"E2","Stress",1,15,277802,"NSFTV_1"
"E2","Control",1,16,364289,"NSFTV_1"
"E2","Stress",1,16,287435,"NSFTV_1"
"E2","Control",1,17,409820,"NSFTV_1"
"E2","Stress",1,17,292882,"NSFTV_1"
"E2","Control",1,18,465714,"NSFTV_1"
"E2","Stress",1,18,313149,"NSFTV_1"
"E2","Control",1,19,494949,"NSFTV_1"
"E2","Stress",1,19,329911,"NSFTV_1"
"E2","Control",1,20,481396,"NSFTV_1"
"E2","Stress",1,20,355880,"NSFTV_1"
"E2","Control",1,21,540302,"NSFTV_1"
"E2","Stress",1,21,355955,"NSFTV_1"
"E3","Control",1,0,25472,"NSFTV_1"
"E3","Stress",1,0,16916,"NSFTV_1"
"E3","Stress",1,2,23742,"NSFTV_1"
"E3","Control",1,2,28138,"NSFTV_1"
"E3","Control",1,3,33733,"NSFTV_1"
"E3","Stress",1,3,27592,"NSFTV_1"
"E3","Stress",1,5,37706,"NSFTV_1"
"E3","Control",1,5,45918,"NSFTV_1"
"E3","Control",1,6,47708,"NSFTV_1"
"E3","Stress",1,6,38580,"NSFTV_1"
"E3","Control",1,7,57117,"NSFTV_1"
"E3","Stress",1,7,40137,"NSFTV_1"
"E3","Control",1,8,66747,"NSFTV_1"
"E3","Stress",1,8,39978,"NSFTV_1"
"E3","Stress",1,9,42678,"NSFTV_1"
"E3","Control",1,9,76074,"NSFTV_1"
"E3","Stress",1,10,52803,"NSFTV_1"
"E3","Control",1,10,85137,"NSFTV_1"
"E3","Stress",1,12,61235,"NSFTV_1"
"E3","Control",1,12,93496,"NSFTV_1"
"E3","Stress",1,13,60995,"NSFTV_1"
"E3","Control",1,13,95969,"NSFTV_1"
"E3","Stress",1,14,60709,"NSFTV_1"
"E3","Control",1,14,104713,"NSFTV_1"
"E3","Stress",1,15,64134,"NSFTV_1"
"E3","Control",1,15,114058,"NSFTV_1"
"E3","Stress",1,16,70761,"NSFTV_1"
"E3","Control",1,16,122508,"NSFTV_1"
"E3","Stress",1,17,78018,"NSFTV_1"
"E3","Control",1,17,133043,"NSFTV_1"
"E3","Stress",1,18,86851,"NSFTV_1"
"E3","Control",1,18,146538,"NSFTV_1"
"E3","Stress",1,19,96409,"NSFTV_1"
"E3","Control",1,19,161772,"NSFTV_1"
"E3","Stress",1,20,104392,"NSFTV_1"
"E3","Control",1,20,185297,"NSFTV_1"
"E3","Stress",1,21,112176,"NSFTV_1"
"E3","Control",1,21,213646,"NSFTV_1"
"E1","Stress",1,0,13026,"NSFTV_10"
"E1","Control",1,0,12875,"NSFTV_10"
"E1","Stress",1,2,18845,"NSFTV_10"
"E1","Control",1,2,19304,"NSFTV_10"
"E1","Stress",1,3,23682,"NSFTV_10"
"E1","Control",1,3,20737,"NSFTV_10"
"E1","Stress",1,5,31225,"NSFTV_10"
"E1","Control",1,5,25905,"NSFTV_10"
"E1","Stress",1,6,37969,"NSFTV_10"
"E1","Control",1,6,31793,"NSFTV_10"
"E1","Stress",1,7,44409,"NSFTV_10"
"E1","Control",1,7,36025,"NSFTV_10"
"E1","Stress",1,8,47586,"NSFTV_10"
"E1","Control",1,8,43189,"NSFTV_10"
"E1","Stress",1,9,52317,"NSFTV_10"
"E1","Control",1,9,50598,"NSFTV_10"
"E1","Stress",1,10,55394,"NSFTV_10"
"E1","Control",1,10,55335,"NSFTV_10"
"E1","Stress",1,11,59615,"NSFTV_10"
"E1","Control",1,11,63758,"NSFTV_10"
"E1","Stress",1,12,64332,"NSFTV_10"
"E1","Control",1,12,73050,"NSFTV_10"
"E1","Stress",1,13,72779,"NSFTV_10"
"E1","Control",1,13,87134,"NSFTV_10"
"E1","Stress",1,14,79128,"NSFTV_10"
"E1","Control",1,14,98527,"NSFTV_10"
"E1","Stress",1,15,93390,"NSFTV_10"
"E1","Control",1,15,117769,"NSFTV_10"
"E1","Stress",1,16,102815,"NSFTV_10"
"E1","Control",1,16,132083,"NSFTV_10"
"E1","Control",1,17,145057,"NSFTV_10"
"E1","Stress",1,17,112502,"NSFTV_10"
"E1","Control",1,18,167359,"NSFTV_10"
"E1","Stress",1,18,119928,"NSFTV_10"
"E1","Control",1,19,183240,"NSFTV_10"
"E1","Stress",1,19,139791,"NSFTV_10"
"E1","Control",1,20,198920,"NSFTV_10"
"E1","Stress",1,20,147532,"NSFTV_10"
"E2","Stress",1,0,35380,"NSFTV_10"
"E2","Control",1,0,35704,"NSFTV_10"
"E2","Stress",1,2,49256,"NSFTV_10"
"E2","Control",1,2,46296,"NSFTV_10"
"E2","Control",1,3,53372,"NSFTV_10"
"E2","Stress",1,3,56402,"NSFTV_10"
"E2","Stress",1,5,68996,"NSFTV_10"
"E2","Control",1,5,61994,"NSFTV_10"
"E2","Stress",1,6,74994,"NSFTV_10"
"E2","Control",1,6,72386,"NSFTV_10"
"E2","Control",1,7,84557,"NSFTV_10"
"E2","Stress",1,7,77508,"NSFTV_10"
"E2","Control",1,8,91607,"NSFTV_10"
"E2","Stress",1,8,82364,"NSFTV_10"
"E2","Stress",1,9,90557,"NSFTV_10"
"E2","Control",1,9,101801,"NSFTV_10"
"E2","Control",1,10,117827,"NSFTV_10"
"E2","Stress",1,10,96842,"NSFTV_10"
"E2","Control",1,11,133719,"NSFTV_10"
"E2","Stress",1,11,108619,"NSFTV_10"
"E2","Control",1,12,154965,"NSFTV_10"
"E2","Stress",1,12,115055,"NSFTV_10"
"E2","Control",1,13,175071,"NSFTV_10"
"E2","Stress",1,13,130669,"NSFTV_10"
"E2","Control",1,14,196145,"NSFTV_10"
"E2","Stress",1,14,144708,"NSFTV_10"
"E2","Control",1,15,218185,"NSFTV_10"
"E2","Stress",1,15,154700,"NSFTV_10"
"E2","Control",1,16,240419,"NSFTV_10"
"E2","Stress",1,16,169297,"NSFTV_10"
"E2","Control",1,17,258233,"NSFTV_10"
"E2","Stress",1,17,191411,"NSFTV_10"
"E2","Control",1,18,298522,"NSFTV_10"
"E2","Stress",1,18,214033,"NSFTV_10"
"E2","Stress",1,19,234634,"NSFTV_10"
"E2","Control",1,19,329229,"NSFTV_10"
"E2","Stress",1,20,246561,"NSFTV_10"
"E2","Control",1,20,367403,"NSFTV_10"
"E2","Stress",1,21,249326,"NSFTV_10"
"E2","Control",1,21,336122,"NSFTV_10"
"E3","Stress",1,0,14080,"NSFTV_10"
"E3","Control",1,0,13450,"NSFTV_10"
"E3","Stress",1,2,21113,"NSFTV_10"
"E3","Control",1,2,19582,"NSFTV_10"
"E3","Stress",1,3,24355,"NSFTV_10"
"E3","Control",1,3,21983,"NSFTV_10"
"E3","Stress",1,5,30393,"NSFTV_10"
"E3","Control",1,5,27235,"NSFTV_10"
"E3","Stress",1,6,34113,"NSFTV_10"
"E3","Control",1,6,30706,"NSFTV_10"
"E3","Control",1,7,35011,"NSFTV_10"
"E3","Stress",1,7,36807,"NSFTV_10"
"E3","Stress",1,8,39389,"NSFTV_10"
"E3","Control",1,8,39331,"NSFTV_10"
"E3","Stress",1,9,42482,"NSFTV_10"
"E3","Control",1,9,43175,"NSFTV_10"
"E3","Stress",1,10,43318,"NSFTV_10"
"E3","Control",1,10,49044,"NSFTV_10"
"E3","Stress",1,12,54547,"NSFTV_10"
"E3","Control",1,12,66211,"NSFTV_10"
"E3","Stress",1,13,56402,"NSFTV_10"
"E3","Control",1,13,70403,"NSFTV_10"
"E3","Stress",1,14,58305,"NSFTV_10"
"E3","Control",1,14,72917,"NSFTV_10"
"E3","Stress",1,15,62311,"NSFTV_10"
"E3","Control",1,15,80296,"NSFTV_10"
"E3","Stress",1,16,66748,"NSFTV_10"
"E3","Control",1,16,88620,"NSFTV_10"
"E3","Stress",1,17,71545,"NSFTV_10"
"E3","Control",1,17,100477,"NSFTV_10"
"E3","Control",1,18,117773,"NSFTV_10"
"E3","Stress",1,18,78971,"NSFTV_10"
"E3","Stress",1,19,83907,"NSFTV_10"
"E3","Control",1,19,129392,"NSFTV_10"
"E3","Stress",1,20,95194,"NSFTV_10"
"E3","Control",1,20,137331,"NSFTV_10"
"E3","Stress",1,21,104726,"NSFTV_10"
"E3","Control",1,21,147157,"NSFTV_10"
"E3","Control",2,0,19153,"NSFTV_10"
"E3","Stress",2,0,16003,"NSFTV_10"
"E3","Control",2,2,27768,"NSFTV_10"
"E3","Stress",2,2,24497,"NSFTV_10"
"E3","Control",2,3,29771,"NSFTV_10"
"E3","Stress",2,3,26112,"NSFTV_10"
"E3","Control",2,5,40803,"NSFTV_10"
"E3","Stress",2,5,30394,"NSFTV_10"
"E3","Control",2,6,42206,"NSFTV_10"
"E3","Stress",2,6,33805,"NSFTV_10"
"E3","Control",2,7,45993,"NSFTV_10"
"E3","Stress",2,7,37374,"NSFTV_10"
"E3","Control",2,8,51265,"NSFTV_10"
"E3","Stress",2,8,40240,"NSFTV_10"
"E3","Control",2,9,58218,"NSFTV_10"
"E3","Stress",2,9,43211,"NSFTV_10"
"E3","Control",2,10,72191,"NSFTV_10"
"E3","Stress",2,10,49186,"NSFTV_10"
"E3","Control",2,11,74786,"NSFTV_10"
"E3","Stress",2,11,52339,"NSFTV_10"
"E3","Control",2,12,78906,"NSFTV_10"
"E3","Stress",2,12,56661,"NSFTV_10"
"E3","Stress",2,13,55744,"NSFTV_10"
"E3","Control",2,13,78232,"NSFTV_10"
"E3","Control",2,14,87907,"NSFTV_10"
"E3","Stress",2,14,57237,"NSFTV_10"
"E3","Control",2,15,96837,"NSFTV_10"
"E3","Stress",2,15,59594,"NSFTV_10"
"E3","Control",2,16,107913,"NSFTV_10"
"E3","Stress",2,16,64878,"NSFTV_10"
"E3","Control",2,17,119147,"NSFTV_10"
"E3","Stress",2,17,74407,"NSFTV_10"
"E3","Control",2,18,133634,"NSFTV_10"
"E3","Stress",2,18,80631,"NSFTV_10"
"E3","Control",2,19,146620,"NSFTV_10"
"E3","Stress",2,19,85577,"NSFTV_10"
"E3","Control",2,20,166409,"NSFTV_10"
"E3","Stress",2,20,93028,"NSFTV_10"
"E3","Control",2,21,180315,"NSFTV_10"
"E3","Stress",2,21,100222,"NSFTV_10"
"E1","Stress",1,0,21403,"NSFTV_101"
"E1","Control",1,0,17796,"NSFTV_101"
"E1","Stress",1,2,37764,"NSFTV_101"
"E1","Control",1,2,27804,"NSFTV_101"
"E1","Stress",1,3,43777,"NSFTV_101"
"E1","Control",1,3,34879,"NSFTV_101"
"E1","Stress",1,5,63477,"NSFTV_101"
"E1","Control",1,5,44184,"NSFTV_101"
"E1","Stress",1,6,73028,"NSFTV_101"
"E1","Control",1,6,50950,"NSFTV_101"
"E1","Stress",1,7,86728,"NSFTV_101"
"E1","Control",1,7,66416,"NSFTV_101"
"E1","Stress",1,8,102501,"NSFTV_101"
"E1","Control",1,8,86099,"NSFTV_101"
"E1","Stress",1,9,119570,"NSFTV_101"
"E1","Control",1,9,104574,"NSFTV_101"
"E1","Stress",1,10,132659,"NSFTV_101"
"E1","Control",1,10,122390,"NSFTV_101"
"E1","Stress",1,11,138836,"NSFTV_101"
"E1","Control",1,11,135118,"NSFTV_101"
"E1","Stress",1,12,163360,"NSFTV_101"
"E1","Control",1,12,159205,"NSFTV_101"
"E1","Stress",1,13,188455,"NSFTV_101"
"E1","Control",1,13,182746,"NSFTV_101"
"E1","Stress",1,14,208247,"NSFTV_101"
"E1","Control",1,14,208103,"NSFTV_101"
"E1","Stress",1,15,233367,"NSFTV_101"
"E1","Control",1,15,252323,"NSFTV_101"
"E1","Stress",1,16,249710,"NSFTV_101"
"E1","Control",1,16,290101,"NSFTV_101"
"E1","Stress",1,17,270540,"NSFTV_101"
"E1","Control",1,17,332190,"NSFTV_101"
"E1","Stress",1,18,294420,"NSFTV_101"
"E1","Control",1,18,392849,"NSFTV_101"
"E1","Control",1,19,457749,"NSFTV_101"
"E1","Stress",1,19,317694,"NSFTV_101"
"E1","Control",1,20,519188,"NSFTV_101"
"E1","Stress",1,20,348696,"NSFTV_101"
"E2","Control",1,0,18068,"NSFTV_101"
"E2","Stress",1,0,25481,"NSFTV_101"
"E2","Control",1,2,26361,"NSFTV_101"
"E2","Stress",1,2,34953,"NSFTV_101"
"E2","Control",1,3,29503,"NSFTV_101"
"E2","Stress",1,3,39380,"NSFTV_101"
"E2","Control",1,5,39927,"NSFTV_101"
"E2","Stress",1,5,52894,"NSFTV_101"
"E2","Control",1,6,47965,"NSFTV_101"
"E2","Stress",1,6,64842,"NSFTV_101"
"E2","Control",1,7,58573,"NSFTV_101"
"E2","Stress",1,7,70166,"NSFTV_101"
"E2","Control",1,8,65624,"NSFTV_101"
"E2","Stress",1,8,74063,"NSFTV_101"
"E2","Control",1,9,71425,"NSFTV_101"
"E2","Stress",1,9,81399,"NSFTV_101"
"E2","Control",1,10,81386,"NSFTV_101"
"E2","Stress",1,10,91790,"NSFTV_101"
"E2","Control",1,11,95023,"NSFTV_101"
"E2","Stress",1,11,104312,"NSFTV_101"
"E2","Control",1,12,107000,"NSFTV_101"
"E2","Stress",1,12,112858,"NSFTV_101"
"E2","Control",1,13,116459,"NSFTV_101"
"E2","Stress",1,13,126933,"NSFTV_101"
"E2","Control",1,14,131002,"NSFTV_101"
"E2","Stress",1,14,142021,"NSFTV_101"
"E2","Control",1,15,151430,"NSFTV_101"
"E2","Stress",1,15,162467,"NSFTV_101"
"E2","Control",1,16,166252,"NSFTV_101"
"E2","Stress",1,16,173548,"NSFTV_101"
"E2","Control",1,17,196894,"NSFTV_101"
"E2","Stress",1,17,194024,"NSFTV_101"
"E2","Control",1,18,222193,"NSFTV_101"
"E2","Stress",1,18,218256,"NSFTV_101"
"E2","Control",1,19,247895,"NSFTV_101"
"E2","Stress",1,19,227001,"NSFTV_101"
"E2","Stress",1,20,240969,"NSFTV_101"
"E2","Control",1,20,279870,"NSFTV_101"
"E2","Stress",1,21,245595,"NSFTV_101"
"E2","Control",1,21,301287,"NSFTV_101"
"E3","Control",1,0,18240,"NSFTV_101"
"E3","Stress",1,0,17916,"NSFTV_101"
"E3","Stress",1,2,28450,"NSFTV_101"
"E3","Control",1,2,28883,"NSFTV_101"
"E3","Control",1,3,31127,"NSFTV_101"
"E3","Stress",1,3,29656,"NSFTV_101"
"E3","Stress",1,5,35072,"NSFTV_101"
"E3","Control",1,5,39726,"NSFTV_101"
"E3","Control",1,6,46082,"NSFTV_101"
"E3","Stress",1,6,38144,"NSFTV_101"
"E3","Control",1,7,52046,"NSFTV_101"
"E3","Stress",1,7,42622,"NSFTV_101"
"E3","Control",1,8,60355,"NSFTV_101"
"E3","Stress",1,8,45642,"NSFTV_101"
"E3","Control",1,9,65894,"NSFTV_101"
"E3","Stress",1,9,51857,"NSFTV_101"
"E3","Control",1,10,67465,"NSFTV_101"
"E3","Stress",1,10,56903,"NSFTV_101"
"E3","Control",1,12,79931,"NSFTV_101"
"E3","Stress",1,12,65437,"NSFTV_101"
"E3","Stress",1,13,69941,"NSFTV_101"
"E3","Control",1,13,89977,"NSFTV_101"
"E3","Stress",1,14,73524,"NSFTV_101"
"E3","Control",1,14,111626,"NSFTV_101"
"E3","Stress",1,15,83968,"NSFTV_101"
"E3","Control",1,15,120361,"NSFTV_101"
"E3","Stress",1,16,91610,"NSFTV_101"
"E3","Control",1,16,128483,"NSFTV_101"
"E3","Stress",1,17,105227,"NSFTV_101"
"E3","Control",1,17,145313,"NSFTV_101"
"E3","Control",1,18,167439,"NSFTV_101"
"E3","Stress",1,18,111491,"NSFTV_101"
"E3","Stress",1,19,115384,"NSFTV_101"
"E3","Control",1,19,193994,"NSFTV_101"
"E3","Stress",1,20,121368,"NSFTV_101"
"E3","Control",1,20,221876,"NSFTV_101"
"E3","Stress",1,21,130648,"NSFTV_101"
"E3","Control",1,21,251911,"NSFTV_101"
"E1","Control",1,0,27408,"NSFTV_102"
"E1","Stress",1,0,28808,"NSFTV_102"
"E1","Stress",1,2,42072,"NSFTV_102"
"E1","Control",1,2,38385,"NSFTV_102"
"E1","Stress",1,3,50073,"NSFTV_102"
"E1","Control",1,3,46673,"NSFTV_102"
"E1","Stress",1,5,67558,"NSFTV_102"
"E1","Control",1,5,65313,"NSFTV_102"
"E1","Control",1,6,82830,"NSFTV_102"
"E1","Stress",1,6,81632,"NSFTV_102"
"E1","Control",1,7,101636,"NSFTV_102"
"E1","Stress",1,7,93102,"NSFTV_102"
"E1","Control",1,8,129644,"NSFTV_102"
"E1","Stress",1,8,107105,"NSFTV_102"
"E1","Control",1,9,153733,"NSFTV_102"
"E1","Stress",1,9,125795,"NSFTV_102"
"E1","Control",1,10,182525,"NSFTV_102"
"E1","Stress",1,10,146217,"NSFTV_102"
"E1","Control",1,11,196481,"NSFTV_102"
"E1","Stress",1,11,157998,"NSFTV_102"
"E1","Control",1,12,237019,"NSFTV_102"
"E1","Stress",1,12,182647,"NSFTV_102"
"E1","Stress",1,13,209864,"NSFTV_102"
"E1","Control",1,13,275656,"NSFTV_102"
"E1","Stress",1,14,238197,"NSFTV_102"
"E1","Control",1,14,316587,"NSFTV_102"
"E1","Stress",1,15,262502,"NSFTV_102"
"E1","Control",1,15,376121,"NSFTV_102"
"E1","Stress",1,16,284629,"NSFTV_102"
"E1","Control",1,16,436924,"NSFTV_102"
"E1","Stress",1,17,321463,"NSFTV_102"
"E1","Control",1,17,494244,"NSFTV_102"
"E1","Stress",1,18,356258,"NSFTV_102"
"E1","Control",1,18,567379,"NSFTV_102"
"E1","Stress",1,19,383465,"NSFTV_102"
"E1","Control",1,19,648034,"NSFTV_102"
"E1","Stress",1,20,413536,"NSFTV_102"
"E1","Control",1,20,729992,"NSFTV_102"
"E2","Control",1,0,41599,"NSFTV_102"
"E2","Stress",1,0,52289,"NSFTV_102"
"E2","Control",1,2,53049,"NSFTV_102"
"E2","Stress",1,2,68083,"NSFTV_102"
"E2","Stress",1,3,81561,"NSFTV_102"
"E2","Control",1,3,61706,"NSFTV_102"
"E2","Control",1,5,85830,"NSFTV_102"
"E2","Stress",1,5,103853,"NSFTV_102"
"E2","Stress",1,6,117216,"NSFTV_102"
"E2","Control",1,6,102215,"NSFTV_102"
"E2","Stress",1,7,133039,"NSFTV_102"
"E2","Control",1,7,121038,"NSFTV_102"
"E2","Stress",1,8,153428,"NSFTV_102"
"E2","Control",1,8,136839,"NSFTV_102"
"E2","Stress",1,9,167292,"NSFTV_102"
"E2","Control",1,9,162948,"NSFTV_102"
"E2","Stress",1,10,176976,"NSFTV_102"
"E2","Control",1,10,180528,"NSFTV_102"
"E2","Stress",1,11,199051,"NSFTV_102"
"E2","Control",1,11,212323,"NSFTV_102"
"E2","Stress",1,12,211226,"NSFTV_102"
"E2","Control",1,12,235130,"NSFTV_102"
"E2","Stress",1,13,240713,"NSFTV_102"
"E2","Control",1,13,267266,"NSFTV_102"
"E2","Stress",1,14,248829,"NSFTV_102"
"E2","Control",1,14,291513,"NSFTV_102"
"E2","Stress",1,15,276811,"NSFTV_102"
"E2","Control",1,15,333327,"NSFTV_102"
"E2","Stress",1,16,293075,"NSFTV_102"
"E2","Control",1,16,361639,"NSFTV_102"
"E2","Stress",1,17,331918,"NSFTV_102"
"E2","Control",1,17,399622,"NSFTV_102"
"E2","Stress",1,18,372765,"NSFTV_102"
"E2","Control",1,18,449858,"NSFTV_102"
"E2","Stress",1,19,388113,"NSFTV_102"
"E2","Control",1,19,462772,"NSFTV_102"
"E2","Stress",1,20,403825,"NSFTV_102"
"E2","Control",1,20,530797,"NSFTV_102"
"E2","Stress",1,21,382870,"NSFTV_102"
"E2","Control",1,21,502569,"NSFTV_102"
"E3","Stress",1,0,46105,"NSFTV_102"
"E3","Control",1,0,39748,"NSFTV_102"
"E3","Control",1,2,57355,"NSFTV_102"
"E3","Stress",1,2,65822,"NSFTV_102"
"E3","Control",1,3,69421,"NSFTV_102"
"E3","Stress",1,3,81693,"NSFTV_102"
"E3","Control",1,5,93162,"NSFTV_102"
"E3","Stress",1,5,100424,"NSFTV_102"
"E3","Control",1,6,105029,"NSFTV_102"
"E3","Stress",1,6,110168,"NSFTV_102"
"E3","Control",1,7,122488,"NSFTV_102"
"E3","Stress",1,7,120725,"NSFTV_102"
"E3","Control",1,8,142272,"NSFTV_102"
"E3","Stress",1,8,132567,"NSFTV_102"
"E3","Control",1,9,160369,"NSFTV_102"
"E3","Stress",1,9,143893,"NSFTV_102"
"E3","Control",1,10,186523,"NSFTV_102"
"E3","Stress",1,10,156115,"NSFTV_102"
"E3","Control",1,11,206923,"NSFTV_102"
"E3","Stress",1,11,166205,"NSFTV_102"
"E3","Control",1,12,233615,"NSFTV_102"
"E3","Stress",1,12,179954,"NSFTV_102"
"E3","Control",1,13,257986,"NSFTV_102"
"E3","Stress",1,13,186819,"NSFTV_102"
"E3","Control",1,14,286532,"NSFTV_102"
"E3","Stress",1,14,196958,"NSFTV_102"
"E3","Control",1,15,317180,"NSFTV_102"
"E3","Stress",1,15,213488,"NSFTV_102"
"E3","Control",1,16,354306,"NSFTV_102"
"E3","Stress",1,16,233993,"NSFTV_102"
"E3","Control",1,17,390181,"NSFTV_102"
"E3","Stress",1,17,254556,"NSFTV_102"
"E3","Stress",1,18,276125,"NSFTV_102"
"E3","Control",1,18,453943,"NSFTV_102"
"E3","Stress",1,19,292332,"NSFTV_102"
"E3","Control",1,19,520436,"NSFTV_102"
"E3","Stress",1,20,309424,"NSFTV_102"
"E3","Control",1,20,587173,"NSFTV_102"
"E3","Control",1,21,639179,"NSFTV_102"
"E3","Stress",1,21,330781,"NSFTV_102"
"E1","Stress",1,0,16777,"NSFTV_103"
"E1","Control",1,0,18080,"NSFTV_103"
"E1","Stress",1,2,23569,"NSFTV_103"
"E1","Control",1,2,25690,"NSFTV_103"
"E1","Stress",1,3,29407,"NSFTV_103"
"E1","Control",1,3,29780,"NSFTV_103"
"E1","Stress",1,5,36032,"NSFTV_103"
"E1","Control",1,5,39541,"NSFTV_103"
"E1","Stress",1,6,44762,"NSFTV_103"
"E1","Control",1,6,46420,"NSFTV_103"
"E1","Control",1,7,56883,"NSFTV_103"
"E1","Stress",1,7,46600,"NSFTV_103"
"E1","Control",1,8,64587,"NSFTV_103"
"E1","Stress",1,8,55151,"NSFTV_103"
"E1","Control",1,9,77915,"NSFTV_103"
"E1","Stress",1,9,59846,"NSFTV_103"
"E1","Stress",1,10,66390,"NSFTV_103"
"E1","Control",1,10,91538,"NSFTV_103"
"E1","Stress",1,11,72833,"NSFTV_103"
"E1","Control",1,11,99303,"NSFTV_103"
"E1","Stress",1,12,79004,"NSFTV_103"
"E1","Control",1,12,108982,"NSFTV_103"
"E1","Control",1,13,125410,"NSFTV_103"
"E1","Stress",1,13,86276,"NSFTV_103"
"E1","Control",1,14,146428,"NSFTV_103"
"E1","Stress",1,14,96052,"NSFTV_103"
"E1","Control",1,15,169660,"NSFTV_103"
"E1","Stress",1,15,110016,"NSFTV_103"
"E1","Stress",1,16,117972,"NSFTV_103"
"E1","Control",1,16,196631,"NSFTV_103"
"E1","Control",1,17,222725,"NSFTV_103"
"E1","Stress",1,17,132229,"NSFTV_103"
"E1","Control",1,18,254990,"NSFTV_103"
"E1","Stress",1,18,151565,"NSFTV_103"
"E1","Control",1,19,285546,"NSFTV_103"
"E1","Stress",1,19,168723,"NSFTV_103"
"E1","Control",1,20,321572,"NSFTV_103"
"E1","Stress",1,20,187372,"NSFTV_103"
"E2","Control",1,0,25438,"NSFTV_103"
"E2","Stress",1,0,25397,"NSFTV_103"
"E2","Control",1,2,33543,"NSFTV_103"
"E2","Stress",1,2,32346,"NSFTV_103"
"E2","Control",1,3,39028,"NSFTV_103"
"E2","Stress",1,3,35504,"NSFTV_103"
"E2","Control",1,5,56859,"NSFTV_103"
"E2","Stress",1,5,52954,"NSFTV_103"
"E2","Stress",1,6,61064,"NSFTV_103"
"E2","Control",1,6,61528,"NSFTV_103"
"E2","Stress",1,7,64746,"NSFTV_103"
"E2","Control",1,7,71777,"NSFTV_103"
"E2","Stress",1,8,70845,"NSFTV_103"
"E2","Control",1,8,79271,"NSFTV_103"
"E2","Stress",1,9,78957,"NSFTV_103"
"E2","Control",1,9,91959,"NSFTV_103"
"E2","Control",1,10,100219,"NSFTV_103"
"E2","Stress",1,10,90302,"NSFTV_103"
"E2","Stress",1,11,97916,"NSFTV_103"
"E2","Control",1,11,122064,"NSFTV_103"
"E2","Control",1,12,130980,"NSFTV_103"
"E2","Stress",1,12,100629,"NSFTV_103"
"E2","Control",1,13,153347,"NSFTV_103"
"E2","Stress",1,13,115976,"NSFTV_103"
"E2","Control",1,14,164184,"NSFTV_103"
