"Exp","Treatment","Rep","DayOfImaging","PSA","NSFTV.ID"
"E3","Stress",1,6,108400,"NSFTV_264"
"E3","Control",1,6,122196,"NSFTV_264"
"E3","Stress",1,7,114167,"NSFTV_264"
"E3","Control",1,7,139041,"NSFTV_264"
"E3","Control",1,8,165372,"NSFTV_264"
"E3","Stress",1,8,111872,"NSFTV_264"
"E3","Control",1,9,188335,"NSFTV_264"
"E3","Stress",1,9,124060,"NSFTV_264"
"E3","Control",1,10,203408,"NSFTV_264"
"E3","Stress",1,10,141509,"NSFTV_264"
"E3","Stress",1,12,171445,"NSFTV_264"
"E3","Control",1,12,246745,"NSFTV_264"
"E3","Control",1,13,278874,"NSFTV_264"
"E3","Stress",1,13,176183,"NSFTV_264"
"E3","Control",1,14,298092,"NSFTV_264"
"E3","Stress",1,14,185492,"NSFTV_264"
"E3","Stress",1,15,199981,"NSFTV_264"
"E3","Control",1,15,256360,"NSFTV_264"
"E3","Control",1,16,294513,"NSFTV_264"
"E3","Stress",1,16,206399,"NSFTV_264"
"E3","Control",1,17,334858,"NSFTV_264"
"E3","Stress",1,17,225705,"NSFTV_264"
"E3","Control",1,18,359764,"NSFTV_264"
"E3","Stress",1,18,229263,"NSFTV_264"
"E3","Stress",1,19,254191,"NSFTV_264"
"E3","Control",1,19,406951,"NSFTV_264"
"E3","Stress",1,20,273628,"NSFTV_264"
"E3","Control",1,20,455333,"NSFTV_264"
"E3","Control",1,21,516741,"NSFTV_264"
"E3","Stress",1,21,286373,"NSFTV_264"
"E1","Stress",1,0,36654,"NSFTV_265"
"E1","Control",1,0,35171,"NSFTV_265"
"E1","Stress",1,2,50210,"NSFTV_265"
"E1","Control",1,2,45082,"NSFTV_265"
"E1","Control",1,3,49400,"NSFTV_265"
"E1","Stress",1,3,57827,"NSFTV_265"
"E1","Stress",1,5,85229,"NSFTV_265"
"E1","Control",1,5,72273,"NSFTV_265"
"E1","Stress",1,6,96433,"NSFTV_265"
"E1","Control",1,6,85166,"NSFTV_265"
"E1","Stress",1,7,94693,"NSFTV_265"
"E1","Control",1,7,92819,"NSFTV_265"
"E1","Stress",1,8,105302,"NSFTV_265"
"E1","Control",1,8,110401,"NSFTV_265"
"E1","Stress",1,9,115611,"NSFTV_265"
"E1","Control",1,9,134284,"NSFTV_265"
"E1","Stress",1,10,141097,"NSFTV_265"
"E1","Control",1,10,161827,"NSFTV_265"
"E1","Stress",1,11,148254,"NSFTV_265"
"E1","Control",1,11,187190,"NSFTV_265"
"E1","Stress",1,12,145150,"NSFTV_265"
"E1","Control",1,12,195793,"NSFTV_265"
"E1","Stress",1,13,163467,"NSFTV_265"
"E1","Control",1,13,226470,"NSFTV_265"
"E1","Stress",1,14,193558,"NSFTV_265"
"E1","Control",1,14,279616,"NSFTV_265"
"E1","Control",1,15,324372,"NSFTV_265"
"E1","Stress",1,15,213848,"NSFTV_265"
"E1","Stress",1,16,238186,"NSFTV_265"
"E1","Control",1,16,344415,"NSFTV_265"
"E1","Stress",1,17,243041,"NSFTV_265"
"E1","Control",1,17,400173,"NSFTV_265"
"E1","Control",1,18,458469,"NSFTV_265"
"E1","Stress",1,18,259186,"NSFTV_265"
"E1","Stress",1,19,280116,"NSFTV_265"
"E1","Control",1,19,510355,"NSFTV_265"
"E1","Stress",1,20,303436,"NSFTV_265"
"E1","Control",1,20,582041,"NSFTV_265"
"E2","Stress",1,0,39997,"NSFTV_265"
"E2","Control",1,0,42627,"NSFTV_265"
"E2","Stress",1,2,46002,"NSFTV_265"
"E2","Control",1,2,57256,"NSFTV_265"
"E2","Stress",1,3,51317,"NSFTV_265"
"E2","Control",1,3,65501,"NSFTV_265"
"E2","Stress",1,5,65743,"NSFTV_265"
"E2","Control",1,5,89192,"NSFTV_265"
"E2","Stress",1,6,72702,"NSFTV_265"
"E2","Control",1,6,107384,"NSFTV_265"
"E2","Stress",1,7,80545,"NSFTV_265"
"E2","Control",1,7,115055,"NSFTV_265"
"E2","Stress",1,8,93782,"NSFTV_265"
"E2","Control",1,8,130276,"NSFTV_265"
"E2","Stress",1,9,110874,"NSFTV_265"
"E2","Control",1,9,152260,"NSFTV_265"
"E2","Stress",1,10,119893,"NSFTV_265"
"E2","Control",1,10,171779,"NSFTV_265"
"E2","Stress",1,11,138237,"NSFTV_265"
"E2","Control",1,11,193647,"NSFTV_265"
"E2","Stress",1,12,152856,"NSFTV_265"
"E2","Control",1,12,213514,"NSFTV_265"
"E2","Stress",1,13,176830,"NSFTV_265"
"E2","Control",1,13,236554,"NSFTV_265"
"E2","Control",1,14,265150,"NSFTV_265"
"E2","Stress",1,14,204047,"NSFTV_265"
"E2","Control",1,15,309979,"NSFTV_265"
"E2","Stress",1,15,224267,"NSFTV_265"
"E2","Stress",1,16,243198,"NSFTV_265"
"E2","Control",1,16,317493,"NSFTV_265"
"E2","Stress",1,17,266119,"NSFTV_265"
"E2","Control",1,17,368176,"NSFTV_265"
"E2","Stress",1,18,266769,"NSFTV_265"
"E2","Control",1,18,387450,"NSFTV_265"
"E2","Stress",1,19,296490,"NSFTV_265"
"E2","Control",1,19,423159,"NSFTV_265"
"E2","Stress",1,20,294591,"NSFTV_265"
"E2","Control",1,20,393198,"NSFTV_265"
"E2","Control",1,21,446439,"NSFTV_265"
"E2","Stress",1,21,315764,"NSFTV_265"
"E2","Control",2,0,64931,"NSFTV_265"
"E2","Stress",2,0,65438,"NSFTV_265"
"E2","Control",2,2,94264,"NSFTV_265"
"E2","Stress",2,2,104419,"NSFTV_265"
"E2","Control",2,3,110986,"NSFTV_265"
"E2","Stress",2,3,115706,"NSFTV_265"
"E2","Control",2,5,132697,"NSFTV_265"
"E2","Stress",2,5,127831,"NSFTV_265"
"E2","Control",2,6,160808,"NSFTV_265"
"E2","Stress",2,6,146725,"NSFTV_265"
"E2","Control",2,7,175962,"NSFTV_265"
"E2","Stress",2,7,173856,"NSFTV_265"
"E2","Stress",2,8,197221,"NSFTV_265"
"E2","Control",2,8,205424,"NSFTV_265"
"E2","Stress",2,9,195887,"NSFTV_265"
"E2","Control",2,9,221907,"NSFTV_265"
"E2","Stress",2,10,218627,"NSFTV_265"
"E2","Control",2,10,253192,"NSFTV_265"
"E2","Stress",2,11,233311,"NSFTV_265"
"E2","Control",2,11,294230,"NSFTV_265"
"E2","Stress",2,12,262704,"NSFTV_265"
"E2","Control",2,12,349198,"NSFTV_265"
"E2","Stress",2,13,306205,"NSFTV_265"
"E2","Control",2,13,382973,"NSFTV_265"
"E2","Stress",2,14,325951,"NSFTV_265"
"E2","Control",2,14,431109,"NSFTV_265"
"E2","Stress",2,15,349252,"NSFTV_265"
"E2","Control",2,15,461758,"NSFTV_265"
"E2","Stress",2,16,368665,"NSFTV_265"
"E2","Control",2,16,522370,"NSFTV_265"
"E2","Stress",2,17,401696,"NSFTV_265"
"E2","Control",2,17,593364,"NSFTV_265"
"E2","Stress",2,18,441971,"NSFTV_265"
"E2","Control",2,18,664037,"NSFTV_265"
"E2","Stress",2,19,464219,"NSFTV_265"
"E2","Control",2,19,700864,"NSFTV_265"
"E2","Control",2,20,736078,"NSFTV_265"
"E2","Stress",2,20,486216,"NSFTV_265"
"E2","Stress",2,21,524855,"NSFTV_265"
"E2","Control",2,21,783963,"NSFTV_265"
"E3","Stress",1,0,41178,"NSFTV_265"
"E3","Control",1,0,26843,"NSFTV_265"
"E3","Stress",1,2,51282,"NSFTV_265"
"E3","Control",1,2,34660,"NSFTV_265"
"E3","Stress",1,3,64063,"NSFTV_265"
"E3","Control",1,3,38915,"NSFTV_265"
"E3","Stress",1,5,96476,"NSFTV_265"
"E3","Control",1,5,54010,"NSFTV_265"
"E3","Control",1,6,61798,"NSFTV_265"
"E3","Stress",1,6,100437,"NSFTV_265"
"E3","Stress",1,7,101973,"NSFTV_265"
"E3","Control",1,7,66593,"NSFTV_265"
"E3","Stress",1,8,104378,"NSFTV_265"
"E3","Control",1,8,73932,"NSFTV_265"
"E3","Stress",1,9,111243,"NSFTV_265"
"E3","Control",1,9,79503,"NSFTV_265"
"E3","Stress",1,10,115023,"NSFTV_265"
"E3","Control",1,10,90200,"NSFTV_265"
"E3","Stress",1,11,114979,"NSFTV_265"
"E3","Control",1,11,94353,"NSFTV_265"
"E3","Stress",1,12,127107,"NSFTV_265"
"E3","Control",1,12,106267,"NSFTV_265"
"E3","Stress",1,13,124381,"NSFTV_265"
"E3","Control",1,13,117247,"NSFTV_265"
"E3","Stress",1,14,124729,"NSFTV_265"
"E3","Control",1,14,128396,"NSFTV_265"
"E3","Stress",1,15,143314,"NSFTV_265"
"E3","Control",1,15,143317,"NSFTV_265"
"E3","Stress",1,16,148622,"NSFTV_265"
"E3","Control",1,16,167525,"NSFTV_265"
"E3","Stress",1,17,151300,"NSFTV_265"
"E3","Control",1,17,184826,"NSFTV_265"
"E3","Stress",1,18,154581,"NSFTV_265"
"E3","Control",1,18,214923,"NSFTV_265"
"E3","Stress",1,19,173484,"NSFTV_265"
"E3","Control",1,19,229050,"NSFTV_265"
"E3","Stress",1,20,179355,"NSFTV_265"
"E3","Control",1,20,257566,"NSFTV_265"
"E3","Stress",1,21,202627,"NSFTV_265"
"E3","Control",1,21,292722,"NSFTV_265"
"E1","Control",1,0,24076,"NSFTV_266"
"E1","Stress",1,0,24592,"NSFTV_266"
"E1","Control",1,2,35204,"NSFTV_266"
"E1","Stress",1,2,39395,"NSFTV_266"
"E1","Control",1,3,41105,"NSFTV_266"
"E1","Stress",1,3,43566,"NSFTV_266"
"E1","Control",1,5,61129,"NSFTV_266"
"E1","Stress",1,5,63928,"NSFTV_266"
"E1","Control",1,6,72821,"NSFTV_266"
"E1","Stress",1,6,74331,"NSFTV_266"
"E1","Control",1,7,81709,"NSFTV_266"
"E1","Stress",1,7,86608,"NSFTV_266"
"E1","Control",1,8,95916,"NSFTV_266"
"E1","Stress",1,8,94155,"NSFTV_266"
"E1","Control",1,9,120586,"NSFTV_266"
"E1","Stress",1,9,105070,"NSFTV_266"
"E1","Control",1,10,138997,"NSFTV_266"
"E1","Stress",1,10,122797,"NSFTV_266"
"E1","Control",1,11,154625,"NSFTV_266"
"E1","Stress",1,11,134660,"NSFTV_266"
"E1","Control",1,12,173779,"NSFTV_266"
"E1","Stress",1,12,145891,"NSFTV_266"
"E1","Control",1,13,208391,"NSFTV_266"
"E1","Stress",1,13,164636,"NSFTV_266"
"E1","Stress",1,14,180488,"NSFTV_266"
"E1","Control",1,14,243520,"NSFTV_266"
"E1","Control",1,15,271350,"NSFTV_266"
"E1","Stress",1,15,194529,"NSFTV_266"
"E1","Control",1,16,304857,"NSFTV_266"
"E1","Stress",1,16,218729,"NSFTV_266"
"E1","Control",1,17,345011,"NSFTV_266"
"E1","Stress",1,17,228958,"NSFTV_266"
"E1","Control",1,18,386230,"NSFTV_266"
"E1","Stress",1,18,241537,"NSFTV_266"
"E1","Control",1,19,437186,"NSFTV_266"
"E1","Stress",1,19,258708,"NSFTV_266"
"E1","Stress",1,20,277674,"NSFTV_266"
"E1","Control",1,20,494407,"NSFTV_266"
"E2","Control",1,0,37772,"NSFTV_266"
"E2","Stress",1,0,39338,"NSFTV_266"
"E2","Stress",1,2,50544,"NSFTV_266"
"E2","Control",1,2,55208,"NSFTV_266"
"E2","Stress",1,3,58584,"NSFTV_266"
"E2","Control",1,3,63965,"NSFTV_266"
"E2","Stress",1,5,76855,"NSFTV_266"
"E2","Control",1,5,79537,"NSFTV_266"
"E2","Stress",1,6,84725,"NSFTV_266"
"E2","Control",1,6,92176,"NSFTV_266"
"E2","Stress",1,7,88280,"NSFTV_266"
"E2","Control",1,7,104841,"NSFTV_266"
"E2","Stress",1,8,101095,"NSFTV_266"
"E2","Control",1,8,121147,"NSFTV_266"
"E2","Stress",1,9,108108,"NSFTV_266"
"E2","Control",1,9,141289,"NSFTV_266"
"E2","Stress",1,10,119342,"NSFTV_266"
"E2","Control",1,10,154023,"NSFTV_266"
"E2","Stress",1,11,130578,"NSFTV_266"
"E2","Control",1,11,169898,"NSFTV_266"
"E2","Stress",1,12,140188,"NSFTV_266"
"E2","Control",1,12,199943,"NSFTV_266"
"E2","Stress",1,13,158672,"NSFTV_266"
"E2","Control",1,13,227697,"NSFTV_266"
"E2","Stress",1,14,165460,"NSFTV_266"
"E2","Control",1,14,253962,"NSFTV_266"
"E2","Stress",1,15,186717,"NSFTV_266"
"E2","Control",1,15,284655,"NSFTV_266"
"E2","Stress",1,16,191483,"NSFTV_266"
"E2","Control",1,16,309697,"NSFTV_266"
"E2","Stress",1,17,207817,"NSFTV_266"
"E2","Control",1,17,340379,"NSFTV_266"
"E2","Stress",1,18,230157,"NSFTV_266"
"E2","Control",1,18,353414,"NSFTV_266"
"E2","Stress",1,19,241896,"NSFTV_266"
"E2","Control",1,19,405768,"NSFTV_266"
"E2","Stress",1,20,259194,"NSFTV_266"
"E2","Control",1,20,449630,"NSFTV_266"
"E2","Stress",1,21,274590,"NSFTV_266"
"E2","Control",1,21,466774,"NSFTV_266"
"E2","Control",2,0,49708,"NSFTV_266"
"E2","Stress",2,0,46207,"NSFTV_266"
"E2","Control",2,2,70740,"NSFTV_266"
"E2","Stress",2,2,66681,"NSFTV_266"
"E2","Control",2,3,79287,"NSFTV_266"
"E2","Stress",2,3,76745,"NSFTV_266"
"E2","Stress",2,5,83822,"NSFTV_266"
"E2","Control",2,5,96877,"NSFTV_266"
"E2","Stress",2,6,96134,"NSFTV_266"
"E2","Control",2,6,112400,"NSFTV_266"
"E2","Stress",2,7,107961,"NSFTV_266"
"E2","Control",2,7,138048,"NSFTV_266"
"E2","Stress",2,8,118290,"NSFTV_266"
"E2","Control",2,8,150806,"NSFTV_266"
"E2","Stress",2,9,128220,"NSFTV_266"
"E2","Control",2,9,171432,"NSFTV_266"
"E2","Stress",2,10,139257,"NSFTV_266"
"E2","Control",2,10,195982,"NSFTV_266"
"E2","Stress",2,11,163012,"NSFTV_266"
"E2","Control",2,11,226599,"NSFTV_266"
"E2","Stress",2,12,172739,"NSFTV_266"
"E2","Control",2,12,252308,"NSFTV_266"
"E2","Stress",2,13,189855,"NSFTV_266"
"E2","Control",2,13,278377,"NSFTV_266"
"E2","Control",2,14,323237,"NSFTV_266"
"E2","Stress",2,14,202489,"NSFTV_266"
"E2","Control",2,15,339406,"NSFTV_266"
"E2","Stress",2,15,220165,"NSFTV_266"
"E2","Stress",2,16,223034,"NSFTV_266"
"E2","Control",2,16,362987,"NSFTV_266"
"E2","Stress",2,17,230245,"NSFTV_266"
"E2","Control",2,17,399655,"NSFTV_266"
"E2","Stress",2,18,259134,"NSFTV_266"
"E2","Control",2,18,433358,"NSFTV_266"
"E2","Stress",2,19,281647,"NSFTV_266"
"E2","Control",2,19,476262,"NSFTV_266"
"E2","Stress",2,20,299567,"NSFTV_266"
"E2","Control",2,20,522451,"NSFTV_266"
"E2","Stress",2,21,320306,"NSFTV_266"
"E2","Control",2,21,566797,"NSFTV_266"
"E3","Control",1,0,29452,"NSFTV_266"
"E3","Stress",1,0,39157,"NSFTV_266"
"E3","Control",1,2,39891,"NSFTV_266"
"E3","Stress",1,2,52942,"NSFTV_266"
"E3","Control",1,3,47492,"NSFTV_266"
"E3","Stress",1,3,63537,"NSFTV_266"
"E3","Control",1,5,64617,"NSFTV_266"
"E3","Stress",1,5,82742,"NSFTV_266"
"E3","Stress",1,6,84160,"NSFTV_266"
"E3","Control",1,6,69504,"NSFTV_266"
"E3","Stress",1,7,91165,"NSFTV_266"
"E3","Control",1,7,74521,"NSFTV_266"
"E3","Stress",1,8,97354,"NSFTV_266"
"E3","Control",1,8,82293,"NSFTV_266"
"E3","Stress",1,9,108123,"NSFTV_266"
"E3","Control",1,9,93095,"NSFTV_266"
"E3","Stress",1,10,120766,"NSFTV_266"
"E3","Control",1,10,103026,"NSFTV_266"
"E3","Stress",1,11,131531,"NSFTV_266"
"E3","Control",1,11,113979,"NSFTV_266"
"E3","Stress",1,12,146440,"NSFTV_266"
"E3","Control",1,12,124507,"NSFTV_266"
"E3","Stress",1,13,147969,"NSFTV_266"
"E3","Control",1,13,134745,"NSFTV_266"
"E3","Control",1,14,148793,"NSFTV_266"
"E3","Stress",1,14,151005,"NSFTV_266"
"E3","Control",1,15,164301,"NSFTV_266"
"E3","Stress",1,15,170067,"NSFTV_266"
"E3","Stress",1,16,177176,"NSFTV_266"
"E3","Control",1,16,183870,"NSFTV_266"
"E3","Stress",1,17,186646,"NSFTV_266"
"E3","Control",1,17,206262,"NSFTV_266"
"E3","Stress",1,18,202769,"NSFTV_266"
"E3","Control",1,18,236884,"NSFTV_266"
"E3","Stress",1,19,219085,"NSFTV_266"
"E3","Control",1,19,255549,"NSFTV_266"
"E3","Stress",1,20,233727,"NSFTV_266"
"E3","Control",1,20,278153,"NSFTV_266"
"E3","Control",1,21,331856,"NSFTV_266"
"E3","Stress",1,21,245898,"NSFTV_266"
"E1","Stress",1,0,12547,"NSFTV_267"
"E1","Control",1,0,13164,"NSFTV_267"
"E1","Control",1,2,19687,"NSFTV_267"
"E1","Stress",1,2,14091,"NSFTV_267"
"E1","Stress",1,3,16370,"NSFTV_267"
"E1","Control",1,3,24369,"NSFTV_267"
"E1","Stress",1,5,24553,"NSFTV_267"
"E1","Control",1,5,30313,"NSFTV_267"
"E1","Control",1,6,31966,"NSFTV_267"
"E1","Stress",1,6,26996,"NSFTV_267"
"E1","Stress",1,7,27833,"NSFTV_267"
"E1","Control",1,7,39177,"NSFTV_267"
"E1","Control",1,8,46015,"NSFTV_267"
"E1","Stress",1,8,32932,"NSFTV_267"
"E1","Control",1,9,52518,"NSFTV_267"
"E1","Stress",1,9,37138,"NSFTV_267"
"E1","Stress",1,10,43328,"NSFTV_267"
"E1","Control",1,10,57205,"NSFTV_267"
"E1","Control",1,11,63275,"NSFTV_267"
"E1","Stress",1,11,46629,"NSFTV_267"
"E1","Control",1,12,73265,"NSFTV_267"
"E1","Stress",1,12,46664,"NSFTV_267"
"E1","Stress",1,13,53082,"NSFTV_267"
"E1","Control",1,13,84241,"NSFTV_267"
"E1","Control",1,14,95112,"NSFTV_267"
"E1","Stress",1,14,63032,"NSFTV_267"
"E1","Stress",1,15,75559,"NSFTV_267"
"E1","Control",1,15,114115,"NSFTV_267"
"E1","Control",1,16,129401,"NSFTV_267"
"E1","Stress",1,16,75455,"NSFTV_267"
"E1","Control",1,17,142472,"NSFTV_267"
"E1","Stress",1,17,79518,"NSFTV_267"
"E1","Stress",1,18,84960,"NSFTV_267"
"E1","Control",1,18,154609,"NSFTV_267"
"E1","Control",1,19,178162,"NSFTV_267"
"E1","Stress",1,19,99203,"NSFTV_267"
"E1","Stress",1,20,112294,"NSFTV_267"
"E1","Control",1,20,201528,"NSFTV_267"
"E2","Stress",1,0,35694,"NSFTV_267"
"E2","Control",1,0,21023,"NSFTV_267"
"E2","Control",1,2,27111,"NSFTV_267"
"E2","Stress",1,2,49349,"NSFTV_267"
"E2","Control",1,3,31384,"NSFTV_267"
"E2","Stress",1,3,62845,"NSFTV_267"
"E2","Control",1,5,40892,"NSFTV_267"
"E2","Stress",1,5,80899,"NSFTV_267"
"E2","Control",1,6,49504,"NSFTV_267"
"E2","Stress",1,6,82304,"NSFTV_267"
"E2","Stress",1,7,81983,"NSFTV_267"
"E2","Control",1,7,53967,"NSFTV_267"
"E2","Control",1,8,59063,"NSFTV_267"
"E2","Stress",1,8,87415,"NSFTV_267"
"E2","Control",1,9,64037,"NSFTV_267"
"E2","Stress",1,9,94335,"NSFTV_267"
"E2","Control",1,10,70645,"NSFTV_267"
"E2","Stress",1,10,102994,"NSFTV_267"
"E2","Control",1,11,81694,"NSFTV_267"
"E2","Stress",1,11,108679,"NSFTV_267"
"E2","Stress",1,12,115261,"NSFTV_267"
"E2","Control",1,12,95724,"NSFTV_267"
"E2","Control",1,13,106232,"NSFTV_267"
"E2","Stress",1,13,120057,"NSFTV_267"
"E2","Stress",1,14,130555,"NSFTV_267"
"E2","Control",1,14,118851,"NSFTV_267"
"E2","Stress",1,15,138224,"NSFTV_267"
"E2","Control",1,15,131779,"NSFTV_267"
"E2","Control",1,16,146735,"NSFTV_267"
"E2","Stress",1,16,144528,"NSFTV_267"
"E2","Control",1,17,164438,"NSFTV_267"
"E2","Stress",1,17,153359,"NSFTV_267"
"E2","Stress",1,18,156718,"NSFTV_267"
"E2","Control",1,18,171304,"NSFTV_267"
"E2","Stress",1,19,175604,"NSFTV_267"
"E2","Control",1,19,183104,"NSFTV_267"
"E2","Control",1,20,204018,"NSFTV_267"
"E2","Stress",1,20,173929,"NSFTV_267"
"E2","Stress",1,21,200774,"NSFTV_267"
"E2","Control",1,21,226292,"NSFTV_267"
"E2","Control",2,0,35755,"NSFTV_267"
"E2","Stress",2,0,37840,"NSFTV_267"
"E2","Stress",2,2,59107,"NSFTV_267"
"E2","Control",2,2,51587,"NSFTV_267"
"E2","Stress",2,3,65021,"NSFTV_267"
"E2","Control",2,3,59421,"NSFTV_267"
"E2","Control",2,5,74179,"NSFTV_267"
"E2","Stress",2,5,70449,"NSFTV_267"
"E2","Stress",2,6,76580,"NSFTV_267"
"E2","Control",2,6,86733,"NSFTV_267"
"E2","Stress",2,7,84060,"NSFTV_267"
"E2","Control",2,7,100280,"NSFTV_267"
"E2","Stress",2,8,88777,"NSFTV_267"
"E2","Control",2,8,104347,"NSFTV_267"
"E2","Stress",2,9,94074,"NSFTV_267"
"E2","Control",2,9,111045,"NSFTV_267"
"E2","Stress",2,10,100095,"NSFTV_267"
"E2","Control",2,10,126252,"NSFTV_267"
"E2","Stress",2,11,107374,"NSFTV_267"
"E2","Control",2,11,140106,"NSFTV_267"
"E2","Stress",2,12,114779,"NSFTV_267"
"E2","Control",2,12,149842,"NSFTV_267"
"E2","Stress",2,13,121967,"NSFTV_267"
"E2","Control",2,13,159740,"NSFTV_267"
"E2","Control",2,14,171088,"NSFTV_267"
"E2","Stress",2,14,131000,"NSFTV_267"
"E2","Control",2,15,179332,"NSFTV_267"
"E2","Stress",2,15,129065,"NSFTV_267"
"E2","Stress",2,16,139033,"NSFTV_267"
"E2","Control",2,16,196098,"NSFTV_267"
"E2","Control",2,17,211424,"NSFTV_267"
"E2","Stress",2,17,142049,"NSFTV_267"
"E2","Stress",2,18,155251,"NSFTV_267"
"E2","Control",2,18,240030,"NSFTV_267"
"E2","Stress",2,19,175202,"NSFTV_267"
"E2","Control",2,19,259679,"NSFTV_267"
"E2","Stress",2,20,182307,"NSFTV_267"
"E2","Control",2,20,279278,"NSFTV_267"
"E2","Stress",2,21,190655,"NSFTV_267"
"E2","Control",2,21,308013,"NSFTV_267"
"E3","Stress",1,0,11858,"NSFTV_267"
"E3","Control",1,0,21521,"NSFTV_267"
"E3","Control",1,2,36175,"NSFTV_267"
"E3","Stress",1,2,15694,"NSFTV_267"
"E3","Stress",1,3,18051,"NSFTV_267"
"E3","Control",1,3,35696,"NSFTV_267"
"E3","Stress",1,5,21459,"NSFTV_267"
"E3","Control",1,5,41616,"NSFTV_267"
"E3","Stress",1,6,24128,"NSFTV_267"
"E3","Control",1,6,45320,"NSFTV_267"
"E3","Stress",1,7,27863,"NSFTV_267"
"E3","Control",1,7,50570,"NSFTV_267"
"E3","Stress",1,8,33962,"NSFTV_267"
"E3","Control",1,8,55803,"NSFTV_267"
"E3","Stress",1,9,39879,"NSFTV_267"
"E3","Control",1,9,58036,"NSFTV_267"
"E3","Control",1,10,61971,"NSFTV_267"
"E3","Stress",1,10,44806,"NSFTV_267"
"E3","Stress",1,11,42252,"NSFTV_267"
"E3","Control",1,11,63539,"NSFTV_267"
"E3","Control",1,12,69717,"NSFTV_267"
"E3","Stress",1,12,43850,"NSFTV_267"
"E3","Stress",1,13,42359,"NSFTV_267"
"E3","Control",1,13,71388,"NSFTV_267"
"E3","Stress",1,14,43258,"NSFTV_267"
"E3","Control",1,14,76781,"NSFTV_267"
"E3","Control",1,15,82976,"NSFTV_267"
"E3","Stress",1,15,48481,"NSFTV_267"
"E3","Control",1,16,87127,"NSFTV_267"
"E3","Stress",1,16,54175,"NSFTV_267"
"E3","Stress",1,17,57688,"NSFTV_267"
"E3","Control",1,17,92706,"NSFTV_267"
"E3","Stress",1,18,59102,"NSFTV_267"
"E3","Control",1,18,102265,"NSFTV_267"
"E3","Stress",1,19,64773,"NSFTV_267"
"E3","Control",1,19,110537,"NSFTV_267"
"E3","Stress",1,20,73107,"NSFTV_267"
"E3","Control",1,20,120518,"NSFTV_267"
"E3","Stress",1,21,81391,"NSFTV_267"
"E3","Control",1,21,133750,"NSFTV_267"
"E1","Control",1,0,42926,"NSFTV_268"
"E1","Stress",1,0,23771,"NSFTV_268"
"E1","Stress",1,2,33872,"NSFTV_268"
"E1","Control",1,2,34568,"NSFTV_268"
"E1","Control",1,3,41203,"NSFTV_268"
"E1","Stress",1,3,38883,"NSFTV_268"
"E1","Control",1,5,49606,"NSFTV_268"
"E1","Stress",1,5,60458,"NSFTV_268"
"E1","Control",1,6,65966,"NSFTV_268"
"E1","Stress",1,6,65606,"NSFTV_268"
"E1","Stress",1,7,75556,"NSFTV_268"
"E1","Control",1,7,75189,"NSFTV_268"
"E1","Stress",1,8,88529,"NSFTV_268"
"E1","Control",1,8,95115,"NSFTV_268"
"E1","Stress",1,9,100808,"NSFTV_268"
"E1","Control",1,9,116384,"NSFTV_268"
"E1","Stress",1,10,108623,"NSFTV_268"
"E1","Control",1,10,129544,"NSFTV_268"
"E1","Stress",1,11,112339,"NSFTV_268"
"E1","Control",1,11,142993,"NSFTV_268"
"E1","Stress",1,12,119139,"NSFTV_268"
"E1","Control",1,12,170911,"NSFTV_268"
"E1","Control",1,13,200890,"NSFTV_268"
"E1","Stress",1,13,140299,"NSFTV_268"
"E1","Control",1,14,214043,"NSFTV_268"
"E1","Stress",1,14,165036,"NSFTV_268"
"E1","Control",1,15,243608,"NSFTV_268"
"E1","Stress",1,15,183089,"NSFTV_268"
"E1","Stress",1,16,187328,"NSFTV_268"
"E1","Control",1,16,253613,"NSFTV_268"
"E1","Stress",1,17,174148,"NSFTV_268"
"E1","Control",1,17,289311,"NSFTV_268"
"E1","Stress",1,18,185355,"NSFTV_268"
"E1","Control",1,18,302390,"NSFTV_268"
"E1","Stress",1,19,203101,"NSFTV_268"
"E1","Control",1,19,344690,"NSFTV_268"
"E1","Stress",1,20,219793,"NSFTV_268"
"E1","Control",1,20,349993,"NSFTV_268"
"E2","Stress",1,0,73603,"NSFTV_268"
"E2","Control",1,0,66376,"NSFTV_268"
"E2","Stress",1,2,80602,"NSFTV_268"
"E2","Control",1,2,44936,"NSFTV_268"
"E2","Stress",1,3,100275,"NSFTV_268"
"E2","Control",1,3,49479,"NSFTV_268"
"E2","Stress",1,5,102483,"NSFTV_268"
"E2","Control",1,5,65795,"NSFTV_268"
"E2","Stress",1,6,93062,"NSFTV_268"
"E2","Control",1,6,83126,"NSFTV_268"
"E2","Stress",1,7,86934,"NSFTV_268"
"E2","Control",1,7,87496,"NSFTV_268"
"E2","Stress",1,8,83755,"NSFTV_268"
"E2","Control",1,8,95388,"NSFTV_268"
"E2","Stress",1,9,100514,"NSFTV_268"
"E2","Control",1,9,123778,"NSFTV_268"
"E2","Stress",1,10,107479,"NSFTV_268"
"E2","Control",1,10,143368,"NSFTV_268"
"E2","Control",1,11,135875,"NSFTV_268"
"E2","Stress",1,11,123517,"NSFTV_268"
"E2","Control",1,12,169700,"NSFTV_268"
"E2","Stress",1,12,136088,"NSFTV_268"
"E2","Control",1,13,207003,"NSFTV_268"
"E2","Stress",1,13,173349,"NSFTV_268"
"E2","Control",1,14,203430,"NSFTV_268"
"E2","Stress",1,14,151014,"NSFTV_268"
"E2","Control",1,15,199130,"NSFTV_268"
