NSFTV.ID,PSA_8_2013,PSA_9_2013,PSA_11_2013,PSA_12_2013,PSA_14_2013,PSA_15_2013,PSA_16_2013,PSA_17_2013,PSA_18_2013,PSA_19_2013,PSA_20_2013,PSA_21_2013,PSA_22_2013,PSA_23_2013,PSA_24_2013,PSA_25_2013,PSA_26_2013,PSA_27_2013,PSA_19_2014,PSA_21_2014,PSA_22_2014,PSA_25_2014,PSA_26_2014,PSA_27_2014,PSA_28_2014,PSA_29_2014,PSA_30_2014,PSA_31_2014,PSA_32_2014,PSA_33_2014,PSA_34_2014,PSA_35_2014,PSA_36_2014,PSA_37_2014,PSA_38_2014,PSA_39_2014,PSA_40_2014,PSA_41_2014
NSFTV_211,3355.506654,4182.736139,5960.150471,7880.845556,9976.091425,11633.86222,14383.13848,16888.00716,19306.08582,23209.00413,30462.75182,35777.63989,42217.01102,51561.51772,63419.88142,71575.07192,83363.11241,95634.47656,36362.5259,51010.04152,58246.39256,73778.78908,80263.59499,92535.43252,104704.8202,117460.7369,133253.6412,151326.5303,169859.1831,188820.6397,204621.1476,225641.4183,248640.132,281112.267,311366.6737,326886.8867,351662.1746,378147.4253
NSFTV_212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_213,3163.506654,3994.069472,6186.817138,6969.012223,9704.924758,11202.02888,13498.80515,15528.84049,18638.75248,22684.50413,27808.58516,34814.30656,44156.17768,51085.18439,60299.21475,70752.73859,81816.94575,95572.3099,35358.03728,47206.89503,55000.76313,70021.91262,78051.25195,91705.46093,104519.1948,125002.1223,144307.6783,162679.814,172583.7734,190038.3692,212033.0211,236719.4268,260765.8642,298448.7869,328823.9951,360945.4273,397984.9644,428465.9705
NSFTV_214,2807.006654,3617.569472,5666.983804,6754.512223,9996.424758,11578.52888,13374.30515,14982.34049,17952.25248,22352.1708,25832.58516,32427.47323,42690.34435,50987.85105,57588.88142,68306.23859,82754.11241,99350.14323,28604.19194,37874.72836,43023.42979,54799.41262,62467.75195,72846.96093,85649.86151,101384.289,117128.8449,127629.314,142574.4401,159734.0359,177069.6877,193179.9268,219502.5308,247453.4536,267907.3285,292689.9273,308321.1311,323601.8039
NSFTV_215,3873.006654,4988.569472,7760.650471,9420.345556,15023.75809,17732.19555,21577.47182,26201.84049,32129.25248,38066.1708,45307.41849,58044.63989,72545.84435,86810.18439,98873.54809,121892.5719,141621.9457,167795.6432,42698.20394,59194.72836,68729.26313,89885.57928,101190.0853,112990.9609,134497.8615,158417.9557,176767.6783,196724.7803,214301.7734,246256.8692,269968.8544,301252.9268,332551.6975,370128.9536,406772.8285,439092.9273,476990.7978,527733.9705
NSFTV_216,3254.173321,3759.402805,5561.317138,6876.845556,10271.09142,12909.69555,15967.13848,18677.17382,21577.75248,27296.1708,33076.75182,40786.63989,51711.84435,62544.51772,71058.71475,86187.90526,98938.94575,116476.6432,35145.70394,52129.89503,60721.26313,79185.57928,92078.58528,108258.9609,127796.8615,147488.9557,166955.1783,194949.2803,212783.1067,240242.0359,270132.3544,300235.0934,337104.0308,376221.7869,416649.6618,449762.2606,496480.7978,530292.3039
NSFTV_217,3175.506654,3538.902805,5493.817138,6652.17889,9793.091425,11543.69555,14499.80515,16936.17382,19330.91915,23152.50413,28219.08516,35238.13989,44332.34435,50569.68439,59241.88142,71923.57192,82818.27908,96166.3099,31994.70394,43296.89503,50217.09646,65525.07928,75832.91862,87137.96093,100206.0282,112650.4557,128353.3449,157292.0303,158836.2734,169658.8692,188415.0211,216398.9268,239105.5308,263061.7869,291834.9951,319041.9273,339615.6311,387767.3802
NSFTV_218,1477.839987,1808.236139,2799.983804,3650.17889,5378.091425,6294.362217,7204.471817,8860.507157,10605.08582,12457.33747,15172.75182,19683.80656,24568.17768,29070.35105,34032.88142,42934.23859,50338.27908,59445.64323,20343.87061,26894.56169,30933.42979,43408.24595,51070.08528,58055.1276,68874.69484,79148.12234,91638.17828,102769.6473,115130.4401,128366.0359,148485.5211,171193.0934,188772.3642,210166.1203,233354.6618,256375.7606,281808.1311,308167.4705
NSFTV_219,3510.839987,4059.569472,6683.983804,9205.845556,13427.59142,16998.36222,21107.13848,24971.50716,30279.25248,37617.50413,46746.91849,56946.13989,68252.67768,82973.35105,97409.21475,116447.0719,136208.6124,158931.6432,50160.03728,72836.06169,83764.92979,112220.746,128357.4186,148367.2943,164836.0282,188291.9557,207989.8449,235615.1473,263924.2734,288537.3692,307579.0211,342601.4268,374132.0308,410360.1203,431226.1618,471900.594,501976.1311,537314.9705
NSFTV_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_220,3225.256654,4259.402805,6810.233804,8141.262223,13106.75809,15565.27888,18998.30515,23203.42382,29083.50248,34219.25413,41651.66849,52145.63989,68130.67768,82148.26772,92694.88142,112158.3219,130885.4457,154600.8099,47918.34378,68148.23465,80363.19278,96487.7552,110352.3148,130569.2293,152292.9263,176422.7041,196244.8368,230236.7582,249690.0146,283938.2581,315556.5239,347058.1729,380122.5805,426118.1468,450648.3804,485913.1368,519026.1045,548811.0749
NSFTV_221,3920.506654,4693.736139,7244.317138,9151.17889,14075.92476,17065.86222,20812.63848,25015.50716,28829.91915,35059.1708,44173.41849,54400.80656,65177.67768,78333.01772,92351.21475,109112.2386,126028.6124,145171.8099,51837.70394,72430.56169,84692.92979,107784.246,122394.5853,145494.4609,165871.1948,187751.1223,200150.0116,244448.6473,265254.6067,305457.8692,337954.0211,373173.9268,420333.0308,453877.4536,486901.4951,507318.094,528259.7978,586229.3039
NSFTV_222,4301.006654,5095.069472,8650.317138,10769.34556,17731.09142,21980.52888,27569.13848,33544.84049,39979.08582,50851.1708,66619.25182,80476.63989,99480.51102,118607.5177,139915.2148,166614.0719,192693.7791,224222.3099,52917.37061,74098.89503,87500.26313,111862.746,125230.9186,145446.4609,178711.0282,193014.4557,214504.3449,231126.2803,262944.7734,285924.5359,317421.3544,346418.7601,373166.0308,411933.4536,449666.8285,483846.094,523866.7978,581162.7244
NSFTV_223,3187.839987,4100.902805,6391.983804,7425.67889,11983.59142,13924.19555,15950.13848,18067.84049,24062.41915,30641.50413,36254.58516,43450.97323,56431.34435,69788.68439,81435.54809,97597.73859,115526.1124,135286.8099,50914.70394,75700.89503,86811.76313,114836.5793,126448.4186,148001.2943,162087.5282,186346.6223,212482.6783,240944.1473,257178.7734,289561.7025,306868.1877,328345.0934,371027.0308,426301.6203,464010.9951,491488.7606,526381.7978,551595.4705
NSFTV_224,3650.006654,5016.819472,7659.400471,9780.512223,15839.34142,19567.44555,23124.72182,28176.09049,35055.83582,40968.4208,52271.33516,63580.97323,76884.42768,93000.85105,108361.3814,133402.0719,153258.1957,180074.5599,51700.96878,73521.10965,84568.69278,111274.3802,129271.6898,143999.6043,166634.3013,187903.5791,210164.3368,241207.8839,254534.0146,288766.3831,314112.5239,349751.0479,394434.3305,436457.1468,468327.3804,512357.8868,563442.8545,603538.4499
NSFTV_225,4030.006654,4763.569472,7185.150471,9842.845556,13627.09142,16109.86222,20137.63848,23766.00716,28881.41915,32119.00413,41244.58516,52167.13989,64975.34435,80167.85105,92906.54809,109699.0719,128362.2791,153521.9766,42452.20394,55365.72836,63979.76313,85860.74595,102873.7519,117054.6276,129728.5282,149943.6223,170449.0116,187813.814,200941.7734,229969.5359,252985.8544,285006.2601,315569.8642,349191.7869,374628.3285,411562.094,442055.7978,484837.1372
NSFTV_226,3798.006654,4980.986139,9153.817138,11482.17889,16130.00809,20067.19555,25669.05515,30341.17382,35731.75248,44710.33747,56895.41849,67343.80656,81396.26102,99610.35105,119869.7148,142129.6553,165045.1957,194323.1432,47036.59378,65871.73465,76855.19278,101773.3802,118023.3148,137531.6043,157307.5513,175420.5791,199862.9618,249719.5505,252419.5146,284124.2581,319787.6489,353871.9229,396668.3305,440962.5218,482153.5054,524498.7618,561761.9795,600133.4499
NSFTV_227,4683.173321,5768.902805,8197.650471,9659.345556,13692.75809,15402.36222,17977.30515,21993.67382,24932.08582,30926.33747,37671.58516,46527.97323,58221.51102,67620.01772,78218.88142,89404.40526,101094.9457,119916.4766,54376.20394,74432.39503,87175.76313,112033.746,128312.7519,144387.6276,162983.5282,185714.789,208829.8449,231295.6473,253900.9401,283690.8692,312055.5211,343897.4268,377936.5308,416258.2869,447149.3285,476228.094,499238.7978,504001.8039
NSFTV_228,4342.506654,5443.069472,8622.650471,10584.51222,15698.25809,18348.52888,21984.13848,25766.34049,30775.75248,39180.00413,47607.41849,57490.80656,69025.51102,82714.01772,95915.04809,115881.9053,131831.9457,155346.6432,38137.70394,55315.06169,64243.09646,85593.91262,98683.75195,113150.6276,128469.6948,148241.6223,168181.5116,187983.7803,217207.9401,241059.5359,272278.6877,299308.7601,329331.6975,364661.4536,397394.1618,431041.2606,470958.4644,501511.3039
NSFTV_229,4351.006654,5247.569472,8721.650471,10147.67889,14032.75809,18186.69555,21497.13848,23169.50716,26778.41915,34663.6708,42857.41849,48648.80656,58453.51102,70859.01772,83264.88142,98429.23859,111883.7791,128857.6432,55684.37061,75625.39503,85605.92979,105696.4126,115514.0853,129641.1276,147111.6948,165357.9557,183184.0116,201822.9806,212575.1067,230853.3692,247356.1877,274400.9268,294444.8642,319478.4536,339722.9951,365545.094,384121.4644,413372.9705
NSFTV_23,3667.839987,4580.819472,7534.650471,9072.92889,14545.34142,17787.94555,21548.30515,25870.84049,32987.25248,41411.6708,49488.58516,61805.97323,79953.42768,97284.26772,113764.0481,140352.4886,164592.4457,195573.0599,69779.41796,97543.44678,114634.4484,143247.7223,161750.7054,185850.8501,214065.6322,251182.6901,283134.6968,336782.9806,363917.5686,421053.109,446780.4578,478394.931,528460.1053,591979.6719,580178.1558,590278.3226,617864.6094,637244.9931
NSFTV_231,4310.506654,5594.069472,8918.817138,10454.34556,17888.42476,23007.36222,27347.47182,33473.00716,40807.91915,49101.00413,63601.25182,77900.63989,96531.17768,114973.5177,138200.8814,162813.7386,187065.4457,215015.1432,60284.53728,86539.89503,103465.4298,136713.0793,155533.5853,186130.1276,212834.3615,241722.4557,270594.8449,315371.6473,346376.4401,384558.0359,419693.6877,456780.0934,496045.5308,537480.4536,539976.4951,566712.7606,583674.2978,592336.7244
NSFTV_232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_233,3120.089987,3661.486139,5354.150471,6090.67889,8965.424758,11683.77888,13716.47182,14761.00716,17424.66915,22666.33747,27099.41849,30899.88989,39118.42768,49866.43439,57443.04809,66904.15526,76812.52908,90341.14323,28908.21878,38865.35965,44855.81778,58873.5052,67506.31477,78816.85429,88183.67635,99357.82913,112574.2118,132091.2172,138840.0146,154683.0081,172971.7739,195256.4229,218728.8305,245182.1468,269615.1304,290137.7618,322242.3545,352215.5749
NSFTV_234,4271.839987,5323.402805,9057.483804,10376.84556,17073.25809,21521.86222,26015.97182,31656.17382,39794.58582,49338.50413,61000.25182,75385.13989,93395.67768,113930.3511,135201.3814,157978.2386,185172.2791,217034.6432,54710.70394,79798.39503,92426.92979,130033.5793,153531.0853,174511.6276,196852.6948,227846.4557,248210.3449,291907.9806,321330.7734,363172.0359,401131.5211,433235.5934,474392.5308,522285.1203,526272.4951,543884.2606,557861.7978,579879.2244
NSFTV_235,5441.173321,6678.402805,11177.15047,13276.51222,22196.92476,28454.02888,35669.13848,42322.50716,49140.41915,61617.50413,76700.08516,95234.63989,116514.6777,144327.5177,168605.8814,205319.7386,234105.2791,273879.3099,63113.53728,88667.39503,103749.0965,132407.4126,145225.5853,168805.6276,191754.6948,216800.6223,247956.0116,306678.2803,304048.6067,333760.7025,367951.0211,402332.0934,437487.0308,488139.6203,512603.3285,545524.594,556830.9644,605693.9705
NSFTV_236,2307.673321,2834.236139,4440.733804,5592.42889,7934.841425,9842.112217,11974.47182,14718.75716,17339.33582,20598.08747,25751.33516,31730.05656,38500.92768,46755.43439,56214.79809,69890.40526,82438.36241,97439.8099,30487.71878,42315.73465,48470.19278,66178.8802,76486.18977,88553.10429,99508.55135,115066.3291,129280.4458,150168.1332,166633.0146,186232.7581,208526.7739,237365.9229,265601.3305,303526.8968,331636.0054,366495.5118,404285.1045,403195.9456
NSFTV_237,3756.506654,4393.569472,7143.650471,8915.67889,11762.75809,15896.02888,19796.63848,22155.00716,25798.75248,31654.83747,40005.41849,48532.80656,59801.84435,69360.01772,82904.71475,97990.90526,112060.6124,130058.8099,38487.87061,47314.22836,54007.42979,68758.41262,76110.91862,87213.29426,102519.3615,121726.289,138193.8449,155189.9806,177092.4401,195092.5359,216209.1877,232391.5934,255849.8642,279412.4536,287456.6618,316487.594,337090.4644,387168.9705
NSFTV_239,3017.006654,4008.069472,6203.317138,8079.17889,12047.09142,13880.69555,15944.80515,19778.50716,24483.58582,30076.6708,36967.08516,45703.47323,55777.67768,65825.68439,76457.23819,94465.73859,106878.4457,126983.4766,36611.5259,52986.54152,59132.39256,80131.28908,91309.59499,102186.1825,116189.5702,132541.4869,150022.3912,171540.5303,188618.1831,213489.1397,236594.1476,270434.1683,299865.882,339726.267,384725.4237,423572.6367,449640.4246,495563.8879
NSFTV_24,3930.173321,5160.569472,7701.817138,8694.512223,13375.42476,16531.02888,19030.13848,22174.17382,27135.58582,31717.33747,38870.58516,46777.13989,59567.51102,72618.85105,84729.88142,103275.4053,118008.9457,138604.6432,44905.87061,59617.22836,69074.76313,90079.24595,102682.9186,113362.7943,131212.0282,150483.1223,169050.0116,198576.7803,216961.1067,236968.5359,264146.1877,292571.0934,326193.8642,359975.2869,364703.4951,394946.9273,413387.6311,465212.1372
NSFTV_240,3004.006654,4089.069472,6424.817138,8301.17889,11561.92476,13565.86222,16156.47182,20335.00716,25413.41915,30186.50413,38352.08516,49346.63989,62593.01102,74287.18439,87472.71475,104272.2386,124801.4457,145734.1432,47603.70394,69774.06169,79527.09646,110531.5793,126135.4186,146564.4609,166269.6948,190691.4557,219714.8449,245650.4806,270849.9401,302957.7025,331694.3544,368723.4268,408860.5308,442586.7869,478684.6618,528940.9273,572289.1311,610391.9705
NSFTV_241,3464.173321,4252.236139,7352.650471,8874.845556,14697.25809,18560.86222,22049.80515,27542.67382,34555.25248,41537.83747,53679.41849,67022.13989,83964.67768,103060.0177,121084.8814,142685.4053,170820.1124,194886.3099,50275.03728,74392.39503,86470.59646,118118.9126,137792.4186,163261.9609,183751.3615,218401.477,225830.5116,273261.814,284150.6067,321394.0359,340402.8544,362491.7601,402467.5308,437551.2869,461739.3285,475769.2606,507656.6311,525318.4705
NSFTV_242,3395.589987,4330.902805,6935.400471,7940.67889,12334.50809,14514.86222,16749.55515,19723.00716,24359.83582,28951.50413,33832.58516,40978.88989,50945.92768,61540.85105,71221.13142,87728.23859,98739.44575,113108.0599,37812.21878,50366.98465,55671.44278,74762.1302,85429.93977,97043.10429,108274.9263,121633.0791,136248.8368,149967.7172,165324.0146,183242.6331,206058.5239,228274.2979,251998.2055,276261.0218,304250.1304,333559.0118,359632.7295,384001.9499
NSFTV_243,3782.839987,4727.736139,6754.817138,8289.67889,12559.42476,15464.52888,17314.47182,22534.00716,27419.08582,32077.00413,37788.41849,46528.97323,60856.84435,69375.35105,81860.04809,94824.07192,112044.9457,130116.4766,45732.2759,63243.29152,70083.64256,91985.53908,102287.345,111986.6825,136320.5702,153150.9869,168055.8912,181647.0303,203547.4331,221143.3897,243751.3976,261325.4183,280716.132,309285.767,332003.6737,353831.3867,387615.9246,407596.1753
NSFTV_244,4373.173321,5277.236139,9592.983804,12143.67889,18800.25809,25154.69555,31005.13848,37092.00716,44914.58582,56711.83747,71395.41849,84807.80656,107717.3443,131419.3511,155920.3814,188046.9053,217131.2791,253692.8099,55810.20394,78688.72836,92154.76313,124622.5793,139304.4186,149368.7943,174781.5282,202496.6223,234125.1783,244469.7803,300679.9401,322019.0359,362773.1877,397703.5934,437312.3642,496346.1203,516325.6618,566771.9273,600505.9644,655396.4744
NSFTV_245,4107.506654,5431.236139,7518.317138,10258.01222,15144.92476,17540.69555,23041.80515,29106.34049,33894.08582,39327.1708,49332.08516,62829.30656,74367.51102,86384.51772,103424.5481,124694.2386,142718.7791,162470.1432,62998.37061,84997.72836,96091.26313,128193.4126,144338.4186,166797.1276,189230.8615,207171.9557,226026.1783,254596.6473,283829.7734,312803.2025,347163.0211,377409.0934,414166.1975,446872.4536,479841.8285,517875.2606,559997.9644,584695.3039
NSFTV_246,5141.339987,6184.902805,9125.483804,11677.17889,16670.42476,20538.52888,24645.80515,29233.84049,34573.91915,41462.00413,51275.58516,60020.97323,74056.01102,89099.51772,102099.0481,120928.7386,138253.4457,158836.8099,66300.53728,96971.22836,112220.5289,143749.246,162353.2519,179375.1276,203765.8615,230967.9557,259111.5116,289442.6473,325052.6067,360302.8692,400251.8544,437135.7601,478888.6975,524649.4536,528673.3285,579522.594,633127.7978,675914.8039
NSFTV_247,3386.006654,4315.236139,6172.817138,8120.512223,11471.59142,13942.52888,18113.63848,20902.50716,24179.08582,27168.33747,33449.41849,42199.47323,50149.51102,59658.18439,67375.38142,81365.57192,94328.77908,109886.4766,40973.20394,59641.72836,66543.09646,84266.24595,93512.75195,110526.1276,124011.0282,139371.9557,153503.6783,173066.1473,189271.6067,224470.2025,238971.6877,269341.2601,280549.3642,303455.4536,325116.3285,352241.9273,370014.9644,402768.8039
NSFTV_248,2908.506654,3801.569472,5309.150471,6599.67889,11316.42476,13515.69555,16455.13848,19802.00716,23527.41915,27553.00413,33983.41849,41711.47323,51917.17768,63600.68439,71900.04809,87560.90526,103594.7791,122889.3099,41212.20394,54831.89503,65624.42979,86159.07928,94329.91862,106614.6276,127022.0282,144484.4557,158571.3449,184542.5303,206326.6067,232650.0359,258174.8544,286605.4268,320928.5308,361053.9536,393816.9951,432667.594,474241.4644,510426.9705
NSFTV_249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_25,3504.423321,4369.069472,6739.233804,7960.67889,12464.92476,14423.69555,17170.22182,20952.92382,25745.58582,30551.75413,36119.25182,43999.05656,55977.09435,65531.01772,79294.79809,98296.07192,113323.7791,136306.5599,39348.66796,54362.69678,63884.82341,82783.86516,96735.20543,112595.4746,133672.0072,152667.5651,173558.3218,204873.1473,219085.9436,245605.984,271166.9578,305947.556,342102.2303,383921.0469,416515.4058,458149.8226,487098.1094,460446.1699
NSFTV_250,3631.839987,3969.986139,6681.983804,8225.17889,10845.34142,13552.27888,15966.63848,17923.09049,19928.33582,24232.33747,32277.58516,37827.13989,44079.51102,53336.18439,62417.46475,75663.82192,85287.61241,95775.97656,35085.34378,48165.85965,55289.56778,69031.7552,77007.06477,85430.22929,98258.17635,108733.4541,118153.7118,130381.7582,141182.0146,156039.5081,168926.0239,187989.5479,205137.9555,221493.6468,241655.7554,263632.6368,287035.7295,303961.2789
NSFTV_251,2144.589987,2704.819472,3945.150471,4688.17889,7021.174758,8552.612217,10454.47182,12769.92382,15592.00248,18412.75413,23817.16849,29660.55656,37126.42768,45144.60105,53640.29809,66381.82192,79231.27908,95108.39323,27770.46878,36952.85965,43434.56778,59001.1302,68362.06477,82161.35429,95384.05135,111018.4541,127861.2118,147306.2582,159669.5146,183969.0081,208955.7739,233085.0479,262757.5805,296645.5218,330797.6304,365016.2618,403656.7295,433949.1999
NSFTV_252,4017.839987,4694.236139,6494.317138,8595.67889,11766.75809,14082.86222,17289.63848,19709.67382,23103.41915,29544.50413,37048.91849,45484.63989,57168.01102,67485.18439,77928.54809,93631.73859,109266.4457,128065.6432,41463.70394,59914.22836,70612.26313,94125.07928,109706.0853,129747.4609,146499.0282,166939.6223,183855.1783,206045.1473,231904.9401,264403.7025,293546.1877,329759.0934,362840.3642,402693.2869,443143.3285,487581.4273,531639.4644,635304.2244
NSFTV_253,2150.173321,2983.736139,3900.317138,4538.012223,7437.924758,8728.862217,9774.471817,11771.34049,14387.08582,17890.50413,22823.25182,26711.13989,36035.51102,45164.35105,51842.54809,63064.57192,75213.77908,88417.14323,31465.03728,43194.06169,51352.26313,70148.91262,82291.08528,96006.29426,113726.3615,129865.9557,147432.0116,162991.814,181019.6067,203567.5359,229947.0211,253857.9268,280707.8642,313017.2869,337782.8285,358860.094,383597.1311,400666.8039
NSFTV_254,3374.839987,4012.652805,5702.900471,6489.012223,10084.59142,11986.11222,14169.88848,16482.00716,20132.91915,24025.6708,29815.33516,37900.80656,49364.76102,58658.60105,68655.04809,84575.73859,98816.52908,116301.4766,30922.84378,43204.85965,49463.56778,66842.1302,76943.31477,85700.47929,100596.9263,114096.7041,131776.0868,146856.2172,169433.6396,190864.1331,215214.7739,244278.4229,270464.8305,305591.8968,333858.6304,364219.1368,398421.3545,430961.0749
NSFTV_255,4019.339987,4877.652805,7971.067138,9681.42889,14261.67476,18166.44555,22366.47182,25415.25716,32009.33582,41940.6708,50868.83516,60930.55656,78788.17768,98407.85105,112461.3814,135605.9053,162324.3624,191539.6432,67054.34378,99354.35965,113392.0678,151524.6302,172767.6898,191568.4793,216822.1763,247958.0791,266084.0868,306385.7582,334440.3896,377968.1331,415395.5239,460328.7979,508526.9555,557418.7718,590448.3804,622832.2618,671077.6045,704544.8249
NSFTV_256,4166.173321,4885.069472,7813.150471,9481.012223,13617.75809,17136.36222,21343.63848,24679.25716,28881.16915,35511.00413,44857.25182,53966.80656,67091.01102,82487.51772,97444.46475,111922.3219,131937.5291,155027.3932,42957.21878,60455.48465,68184.94278,92530.8802,106052.4398,123222.9793,137940.8013,152835.4541,169997.5868,185052.3839,210727.5146,230255.2581,256516.6489,281383.6729,306677.7055,339605.8968,364735.7554,385579.3868,414364.1045,445371.3249
NSFTV_257,4402.673321,5440.069472,8123.650471,10432.01222,14411.75809,18340.02888,22198.13848,25547.84049,30371.41915,36999.33747,45607.25182,54118.63989,66756.01102,78242.85105,91794.21475,110616.9053,126685.1124,148455.9766,43959.87061,56355.39503,64448.59646,86948.41262,99787.41862,116000.9609,132367.5282,145204.789,166353.8449,179515.1473,192742.6067,215034.0359,238558.6877,256543.4268,275735.5308,306208.9536,331259.9951,363832.9273,392389.1311,424239.1372
NSFTV_258,3590.089987,4636.152805,8136.067138,9255.595556,12585.92476,16972.11222,19300.38848,21857.42382,26701.58582,32849.9208,40007.16849,47066.72323,58788.59435,68162.93439,80136.38142,96625.40526,111253.6124,128181.3099,51285.71878,65695.73465,75114.44278,94133.3802,98866.06477,113065.8543,130252.5513,145672.2041,162733.3368,189518.8832,209958.2646,240748.6331,272330.1489,303386.5479,341185.3305,386957.5218,418609.6304,437836.8868,471049.1045,504825.1999
NSFTV_259,5217.339987,6695.236139,10074.56714,12512.09556,17429.59142,21301.77888,26051.63848,30364.67382,34627.41915,42404.33747,52324.91849,62522.38989,74855.01102,90516.60105,104384.5481,121534.2386,138199.1124,155392.9766,48854.21878,67540.98465,76548.44278,101949.6302,117690.5648,134932.8543,154874.8013,177287.5791,199522.8368,221754.2582,241656.3896,267157.6331,292882.2739,321467.5479,356699.3305,386684.5218,425402.7554,437288.6368,479420.9795,521541.0749
NSFTV_26,4334.339987,5787.236139,8201.983804,10095.51222,15991.92476,19385.36222,24488.63848,28363.00716,32989.08582,39781.6708,47352.58516,60121.97323,75406.67768,88297.01772,103512.3814,129192.4053,147400.6124,172764.8099,44346.03728,56835.22836,64079.26313,86099.41262,98774.91862,111103.9609,127456.8615,145648.289,167243.8449,214463.7803,209053.6067,236244.2025,261367.3544,295863.9268,328281.1975,371838.6203,407019.8285,440590.7606,480588.6311,515529.4705
NSFTV_260,3283.423321,4267.236139,6861.900471,7957.595556,12696.75809,14756.11222,17912.13848,21226.34049,25627.25248,32335.6708,38885.33516,48410.55656,59951.84435,74101.43439,82833.04809,98824.82192,114985.7791,133650.7266,44316.34378,60560.19098,70032.81778,90464.1302,104155.6898,117757.1043,139811.1763,157403.612,167541.0868,189837.5505,200544.6396,218935.1331,241766.2739,266187.5479,289894.8305,308365.1468,322545.3804,350888.1368,371707.7295,390343.5749
NSFTV_261,5631.506654,6690.569472,10747.31714,12782.34556,21009.25809,25607.36222,31610.13848,36697.50716,43686.58582,54126.50413,69626.58516,85963.80656,106667.6777,129480.8511,152054.7148,180538.4053,216327.7791,257065.1432,63940.19194,87297.22836,101145.0965,145085.746,162548.0853,184726.2943,210129.0282,242317.9557,274421.5116,301009.2803,332824.4401,369446.3692,405598.5211,445024.4268,495544.8642,554999.1203,606587.6618,650281.094,703121.1311,727761.4705
NSFTV_262,5048.506654,6630.069472,10417.06714,12902.67889,19988.50809,24965.02888,31732.72182,38126.25716,43863.00248,54139.58747,66305.41849,82076.88989,100601.6777,121489.5177,143085.9648,167833.4053,190091.0291,222232.6432,66363.21878,94105.60965,108444.4428,145734.1302,164173.3148,187696.2293,212473.9263,242288.0791,270199.0868,323603.0505,338811.1396,380457.1331,421867.5239,460166.0479,513546.0805,566338.3968,584894.7554,606678.0118,627433.9795,666712.9499
NSFTV_263,3607.673321,4528.902805,7307.983804,9320.345556,12811.09142,16143.52888,19745.63848,22370.67382,25743.75248,32735.33747,39714.08516,48587.80656,61194.51102,76123.18439,87010.38142,105080.9053,115543.9457,138256.4766,37996.03728,53455.22836,63260.26313,82359.57928,93099.08528,106754.6276,121163.3615,134739.789,151102.1783,178174.7803,183765.1067,208564.2025,228210.8544,252264.2601,274107.8642,315759.7697,331979.4951,364979.094,387477.9644,412231.3039
NSFTV_264,3951.339987,4882.736139,7730.983804,10133.51222,15026.42476,18514.52888,23578.47182,25610.50716,30101.58582,38417.50413,48744.75182,59921.13989,73620.84435,88774.35105,106660.2148,125749.0719,144341.9457,172509.9766,43992.20394,62454.39503,74168.59646,96537.07928,106146.7519,124861.4609,141873.1948,160444.1223,187139.8449,205284.7803,233310.7734,257619.3692,278539.8544,304748.9268,340403.6975,383853.7869,417142.8285,447940.9273,491851.9644,526532.3039
NSFTV_265,3891.839987,4842.152805,7167.317138,8624.095556,12868.09142,14292.69555,16527.72182,20562.92382,25225.58582,30206.75413,35612.08516,44718.30656,55205.84435,66785.18439,77006.38142,91580.07192,106842.6957,125831.5599,46073.84378,62221.48465,70901.94278,93541.0052,108002.8148,119318.2293,138443.3013,153517.8291,174548.0868,197974.6332,217787.1396,246069.8831,278790.2739,310485.4229,340458.3305,381909.2718,417509.3804,451777.7618,479773.4795,523693.1999
NSFTV_266,3087.173321,3852.486139,5792.900471,6786.512223,10473.50809,12492.61222,14536.88848,17872.59049,21492.41915,26423.4208,31612.08516,37669.30656,47441.42768,58295.26772,67864.21475,80772.73859,92534.11241,107479.8932,36866.34378,52002.48465,59937.81778,77739.7552,88414.18977,101941.6043,116530.3013,134330.9541,152434.3368,174430.2582,192975.3896,216533.6331,242441.2739,269339.9229,295086.7055,513176.2718,357278.2554,394773.0118,434875.3545,469826.8249
