"NSFTV.ID","PSA","Treatment","Exp","Rep","DayOfImaging"
"NSFTV_192",NA,"Control","E2","2","0"
"NSFTV_193",NA,"Control","E2","2","0"
"NSFTV_195",NA,"Control","E2","2","0"
"NSFTV_198",3244,"Control","E2","2","0"
"NSFTV_199",NA,"Control","E2","2","0"
"NSFTV_200",5866,"Control","E2","2","0"
"NSFTV_202",NA,"Control","E2","2","0"
"NSFTV_203",5275,"Control","E2","2","0"
"NSFTV_205",3621,"Control","E2","2","0"
"NSFTV_206",NA,"Control","E2","2","0"
"NSFTV_207",3730,"Control","E2","2","0"
"NSFTV_208",NA,"Control","E2","2","0"
"NSFTV_209",NA,"Control","E2","2","0"
"NSFTV_21",NA,"Control","E2","2","0"
"NSFTV_211",NA,"Control","E2","2","0"
"NSFTV_213",NA,"Control","E2","2","0"
"NSFTV_214",NA,"Control","E2","2","0"
"NSFTV_215",NA,"Control","E2","2","0"
"NSFTV_216",NA,"Control","E2","2","0"
"NSFTV_217",NA,"Control","E2","2","0"
"NSFTV_218",NA,"Control","E2","2","0"
"NSFTV_219",NA,"Control","E2","2","0"
"NSFTV_220",3565,"Control","E2","2","0"
"NSFTV_221",NA,"Control","E2","2","0"
"NSFTV_222",NA,"Control","E2","2","0"
"NSFTV_223",NA,"Control","E2","2","0"
"NSFTV_224",4731,"Control","E2","2","0"
"NSFTV_225",NA,"Control","E2","2","0"
"NSFTV_226",4181,"Control","E2","2","0"
"NSFTV_227",NA,"Control","E2","2","0"
"NSFTV_228",NA,"Control","E2","2","0"
"NSFTV_229",NA,"Control","E2","2","0"
"NSFTV_23",NA,"Control","E2","2","0"
"NSFTV_231",NA,"Control","E2","2","0"
"NSFTV_233",3835,"Control","E2","2","0"
"NSFTV_234",NA,"Control","E2","2","0"
"NSFTV_235",NA,"Control","E2","2","0"
"NSFTV_236",2546,"Control","E2","2","0"
"NSFTV_237",NA,"Control","E2","2","0"
"NSFTV_239",NA,"Control","E2","2","0"
"NSFTV_24",NA,"Control","E2","2","0"
"NSFTV_240",NA,"Control","E2","2","0"
"NSFTV_241",NA,"Control","E2","2","0"
"NSFTV_242",3318,"Control","E2","2","0"
"NSFTV_243",NA,"Control","E2","2","0"
"NSFTV_244",NA,"Control","E2","2","0"
"NSFTV_245",NA,"Control","E2","2","0"
"NSFTV_246",NA,"Control","E2","2","0"
"NSFTV_247",NA,"Control","E2","2","0"
"NSFTV_248",NA,"Control","E2","2","0"
"NSFTV_25",NA,"Control","E2","2","0"
"NSFTV_250",5179,"Control","E2","2","0"
"NSFTV_251",2139,"Control","E2","2","0"
"NSFTV_252",NA,"Control","E2","2","0"
"NSFTV_253",NA,"Control","E2","2","0"
"NSFTV_254",3881,"Control","E2","2","0"
"NSFTV_255",5361,"Control","E2","2","0"
"NSFTV_256",6290,"Control","E2","2","0"
"NSFTV_257",NA,"Control","E2","2","0"
"NSFTV_258",4251,"Control","E2","2","0"
"NSFTV_259",5740,"Control","E2","2","0"
"NSFTV_26",NA,"Control","E2","2","0"
"NSFTV_260",3018,"Control","E2","2","0"
"NSFTV_261",NA,"Control","E2","2","0"
"NSFTV_262",5359,"Control","E2","2","0"
"NSFTV_263",NA,"Control","E2","2","0"
"NSFTV_264",NA,"Control","E2","2","0"
"NSFTV_265",3863,"Control","E2","2","0"
"NSFTV_266",3072,"Control","E2","2","0"
"NSFTV_267",2646,"Control","E2","2","0"
"NSFTV_268",5364,"Control","E2","2","0"
"NSFTV_269",3657,"Control","E2","2","0"
"NSFTV_27",NA,"Control","E2","2","0"
"NSFTV_270",4527,"Control","E2","2","0"
"NSFTV_271",7149,"Control","E2","2","0"
"NSFTV_272",NA,"Control","E2","2","0"
"NSFTV_273",NA,"Control","E2","2","0"
"NSFTV_274",4169,"Control","E2","2","0"
"NSFTV_275",NA,"Control","E2","2","0"
"NSFTV_277",NA,"Control","E2","2","0"
"NSFTV_278",3252,"Control","E2","2","0"
"NSFTV_279",NA,"Control","E2","2","0"
"NSFTV_280",NA,"Control","E2","2","0"
"NSFTV_281",NA,"Control","E2","2","0"
"NSFTV_282",NA,"Control","E2","2","0"
"NSFTV_283",NA,"Control","E2","2","0"
"NSFTV_284",NA,"Control","E2","2","0"
"NSFTV_285",NA,"Control","E2","2","0"
"NSFTV_286",NA,"Control","E2","2","0"
"NSFTV_287",NA,"Control","E2","2","0"
"NSFTV_288",NA,"Control","E2","2","0"
"NSFTV_289",NA,"Control","E2","2","0"
"NSFTV_29",NA,"Control","E2","2","0"
"NSFTV_290",NA,"Control","E2","2","0"
"NSFTV_291",NA,"Control","E2","2","0"
"NSFTV_292",NA,"Control","E2","2","0"
"NSFTV_293",NA,"Control","E2","2","0"
"NSFTV_294",NA,"Control","E2","2","0"
"NSFTV_295",NA,"Control","E2","2","0"
"NSFTV_296",NA,"Control","E2","2","0"
"NSFTV_297",NA,"Control","E2","2","0"
"NSFTV_298",NA,"Control","E2","2","0"
"NSFTV_299",NA,"Control","E2","2","0"
"NSFTV_3",NA,"Control","E2","2","0"
"NSFTV_30",NA,"Control","E2","2","0"
"NSFTV_300",NA,"Control","E2","2","0"
"NSFTV_301",NA,"Control","E2","2","0"
"NSFTV_302",NA,"Control","E2","2","0"
"NSFTV_303",NA,"Control","E2","2","0"
"NSFTV_304",NA,"Control","E2","2","0"
"NSFTV_305",NA,"Control","E2","2","0"
"NSFTV_306",NA,"Control","E2","2","0"
"NSFTV_307",NA,"Control","E2","2","0"
"NSFTV_309",NA,"Control","E2","2","0"
"NSFTV_31",NA,"Control","E2","2","0"
"NSFTV_310",NA,"Control","E2","2","0"
"NSFTV_311",NA,"Control","E2","2","0"
"NSFTV_312",NA,"Control","E2","2","0"
"NSFTV_313",NA,"Control","E2","2","0"
"NSFTV_314",NA,"Control","E2","2","0"
"NSFTV_315",NA,"Control","E2","2","0"
"NSFTV_316",NA,"Control","E2","2","0"
"NSFTV_317",NA,"Control","E2","2","0"
"NSFTV_318",NA,"Control","E2","2","0"
"NSFTV_32",NA,"Control","E2","2","0"
"NSFTV_320",NA,"Control","E2","2","0"
"NSFTV_322",NA,"Control","E2","2","0"
"NSFTV_323",NA,"Control","E2","2","0"
"NSFTV_324",NA,"Control","E2","2","0"
"NSFTV_325",NA,"Control","E2","2","0"
"NSFTV_326",NA,"Control","E2","2","0"
"NSFTV_327",NA,"Control","E2","2","0"
"NSFTV_328",NA,"Control","E2","2","0"
"NSFTV_329",NA,"Control","E2","2","0"
"NSFTV_33",NA,"Control","E2","2","0"
"NSFTV_330",NA,"Control","E2","2","0"
"NSFTV_331",NA,"Control","E2","2","0"
"NSFTV_332",NA,"Control","E2","2","0"
"NSFTV_333",NA,"Control","E2","2","0"
"NSFTV_334",NA,"Control","E2","2","0"
"NSFTV_336",NA,"Control","E2","2","0"
"NSFTV_337",NA,"Control","E2","2","0"
"NSFTV_338",NA,"Control","E2","2","0"
"NSFTV_339",NA,"Control","E2","2","0"
"NSFTV_340",NA,"Control","E2","2","0"
"NSFTV_341",NA,"Control","E2","2","0"
"NSFTV_342",NA,"Control","E2","2","0"
"NSFTV_343",NA,"Control","E2","2","0"
"NSFTV_345",NA,"Control","E2","2","0"
"NSFTV_346",NA,"Control","E2","2","0"
"NSFTV_347",NA,"Control","E2","2","0"
"NSFTV_348",NA,"Control","E2","2","0"
"NSFTV_349",NA,"Control","E2","2","0"
"NSFTV_352",NA,"Control","E2","2","0"
"NSFTV_353",NA,"Control","E2","2","0"
"NSFTV_355",NA,"Control","E2","2","0"
"NSFTV_356",NA,"Control","E2","2","0"
"NSFTV_357",NA,"Control","E2","2","0"
"NSFTV_358",NA,"Control","E2","2","0"
"NSFTV_359",NA,"Control","E2","2","0"
"NSFTV_36",NA,"Control","E2","2","0"
"NSFTV_360",NA,"Control","E2","2","0"
"NSFTV_363",NA,"Control","E2","2","0"
"NSFTV_364",NA,"Control","E2","2","0"
"NSFTV_365",NA,"Control","E2","2","0"
"NSFTV_366",NA,"Control","E2","2","0"
"NSFTV_368",NA,"Control","E2","2","0"
"NSFTV_369",NA,"Control","E2","2","0"
"NSFTV_37",NA,"Control","E2","2","0"
"NSFTV_370",NA,"Control","E2","2","0"
"NSFTV_371",NA,"Control","E2","2","0"
"NSFTV_372",NA,"Control","E2","2","0"
"NSFTV_373",NA,"Control","E2","2","0"
"NSFTV_375",NA,"Control","E2","2","0"
"NSFTV_376",NA,"Control","E2","2","0"
"NSFTV_377",NA,"Control","E2","2","0"
"NSFTV_378",NA,"Control","E2","2","0"
"NSFTV_379",NA,"Control","E2","2","0"
"NSFTV_380",NA,"Control","E2","2","0"
"NSFTV_381",NA,"Control","E2","2","0"
"NSFTV_384",NA,"Control","E2","2","0"
"NSFTV_385",NA,"Control","E2","2","0"
"NSFTV_386",NA,"Control","E2","2","0"
"NSFTV_387",NA,"Control","E2","2","0"
"NSFTV_388",NA,"Control","E2","2","0"
"NSFTV_389",NA,"Control","E2","2","0"
"NSFTV_39",NA,"Control","E2","2","0"
"NSFTV_390",NA,"Control","E2","2","0"
"NSFTV_391",NA,"Control","E2","2","0"
"NSFTV_392",NA,"Control","E2","2","0"
"NSFTV_394",NA,"Control","E2","2","0"
"NSFTV_395",NA,"Control","E2","2","0"
"NSFTV_396",NA,"Control","E2","2","0"
"NSFTV_397",NA,"Control","E2","2","0"
"NSFTV_4",NA,"Control","E2","2","0"
"NSFTV_40",NA,"Control","E2","2","0"
"NSFTV_41",NA,"Control","E2","2","0"
"NSFTV_43",NA,"Control","E2","2","0"
"NSFTV_44",NA,"Control","E2","2","0"
"NSFTV_45",NA,"Control","E2","2","0"
"NSFTV_46",NA,"Control","E2","2","0"
"NSFTV_49",NA,"Control","E2","2","0"
"NSFTV_5",NA,"Control","E2","2","0"
"NSFTV_50",NA,"Control","E2","2","0"
"NSFTV_51",NA,"Control","E2","2","0"
"NSFTV_52",NA,"Control","E2","2","0"
"NSFTV_53",NA,"Control","E2","2","0"
"NSFTV_54",NA,"Control","E2","2","0"
"NSFTV_55",NA,"Control","E2","2","0"
"NSFTV_56",NA,"Control","E2","2","0"
"NSFTV_57",NA,"Control","E2","2","0"
"NSFTV_58",NA,"Control","E2","2","0"
"NSFTV_59",NA,"Control","E2","2","0"
"NSFTV_6",NA,"Control","E2","2","0"
"NSFTV_60",NA,"Control","E2","2","0"
"NSFTV_61",NA,"Control","E2","2","0"
"NSFTV_616",NA,"Control","E2","2","0"
"NSFTV_618",NA,"Control","E2","2","0"
"NSFTV_619",NA,"Control","E2","2","0"
"NSFTV_62",NA,"Control","E2","2","0"
"NSFTV_620",NA,"Control","E2","2","0"
"NSFTV_621",NA,"Control","E2","2","0"
"NSFTV_622",NA,"Control","E2","2","0"
"NSFTV_623",NA,"Control","E2","2","0"
"NSFTV_624",NA,"Control","E2","2","0"
"NSFTV_625",NA,"Control","E2","2","0"
"NSFTV_626",NA,"Control","E2","2","0"
"NSFTV_627",NA,"Control","E2","2","0"
"NSFTV_629",NA,"Control","E2","2","0"
"NSFTV_63",NA,"Control","E2","2","0"
"NSFTV_633",NA,"Control","E2","2","0"
"NSFTV_634",NA,"Control","E2","2","0"
"NSFTV_64",NA,"Control","E2","2","0"
"NSFTV_641",NA,"Control","E2","2","0"
"NSFTV_642",NA,"Control","E2","2","0"
"NSFTV_643",NA,"Control","E2","2","0"
"NSFTV_647",NA,"Control","E2","2","0"
"NSFTV_65",NA,"Control","E2","2","0"
"NSFTV_651",NA,"Control","E2","2","0"
"NSFTV_66",NA,"Control","E2","2","0"
"NSFTV_67",NA,"Control","E2","2","0"
"NSFTV_68",NA,"Control","E2","2","0"
"NSFTV_7",NA,"Control","E2","2","0"
"NSFTV_70",NA,"Control","E2","2","0"
"NSFTV_71",NA,"Control","E2","2","0"
"NSFTV_72",NA,"Control","E2","2","0"
"NSFTV_73",NA,"Control","E2","2","0"
"NSFTV_74",NA,"Control","E2","2","0"
"NSFTV_75",NA,"Control","E2","2","0"
"NSFTV_76",NA,"Control","E2","2","0"
"NSFTV_77",NA,"Control","E2","2","0"
"NSFTV_78",NA,"Control","E2","2","0"
"NSFTV_79",NA,"Control","E2","2","0"
"NSFTV_8",NA,"Control","E2","2","0"
"NSFTV_80",NA,"Control","E2","2","0"
"NSFTV_81",NA,"Control","E2","2","0"
"NSFTV_83",NA,"Control","E2","2","0"
"NSFTV_84",NA,"Control","E2","2","0"
"NSFTV_85",NA,"Control","E2","2","0"
"NSFTV_86",NA,"Control","E2","2","0"
"NSFTV_87",NA,"Control","E2","2","0"
"NSFTV_88",NA,"Control","E2","2","0"
"NSFTV_89",NA,"Control","E2","2","0"
"NSFTV_9",NA,"Control","E2","2","0"
"NSFTV_90",NA,"Control","E2","2","0"
"NSFTV_92",NA,"Control","E2","2","0"
"NSFTV_93",NA,"Control","E2","2","0"
"NSFTV_94",NA,"Control","E2","2","0"
"NSFTV_96",NA,"Control","E2","2","0"
"NSFTV_97",NA,"Control","E2","2","0"
"NSFTV_98",NA,"Control","E2","2","0"
"NSFTV_99",NA,"Control","E2","2","0"
"NSFTV_1",NA,"Control","E2","2","1"
"NSFTV_10",NA,"Control","E2","2","1"
"NSFTV_101",NA,"Control","E2","2","1"
"NSFTV_102",NA,"Control","E2","2","1"
"NSFTV_103",NA,"Control","E2","2","1"
"NSFTV_104",NA,"Control","E2","2","1"
"NSFTV_105",NA,"Control","E2","2","1"
"NSFTV_106",NA,"Control","E2","2","1"
"NSFTV_107",NA,"Control","E2","2","1"
"NSFTV_108",NA,"Control","E2","2","1"
"NSFTV_109",NA,"Control","E2","2","1"
"NSFTV_11",NA,"Control","E2","2","1"
"NSFTV_112",NA,"Control","E2","2","1"
"NSFTV_113",NA,"Control","E2","2","1"
"NSFTV_114",NA,"Control","E2","2","1"
"NSFTV_115",NA,"Control","E2","2","1"
"NSFTV_116",NA,"Control","E2","2","1"
"NSFTV_117",NA,"Control","E2","2","1"
"NSFTV_118",NA,"Control","E2","2","1"
"NSFTV_120",NA,"Control","E2","2","1"
"NSFTV_121",NA,"Control","E2","2","1"
"NSFTV_122",NA,"Control","E2","2","1"
"NSFTV_123",NA,"Control","E2","2","1"
"NSFTV_124",NA,"Control","E2","2","1"
"NSFTV_125",NA,"Control","E2","2","1"
"NSFTV_128",NA,"Control","E2","2","1"
"NSFTV_129",NA,"Control","E2","2","1"
"NSFTV_13",NA,"Control","E2","2","1"
"NSFTV_130",NA,"Control","E2","2","1"
"NSFTV_131",NA,"Control","E2","2","1"
"NSFTV_132",NA,"Control","E2","2","1"
"NSFTV_133",NA,"Control","E2","2","1"
"NSFTV_134",NA,"Control","E2","2","1"
"NSFTV_135",NA,"Control","E2","2","1"
"NSFTV_139",NA,"Control","E2","2","1"
"NSFTV_14",NA,"Control","E2","2","1"
"NSFTV_140",NA,"Control","E2","2","1"
"NSFTV_141",NA,"Control","E2","2","1"
"NSFTV_142",NA,"Control","E2","2","1"
"NSFTV_143",3404,"Control","E2","2","1"
"NSFTV_144",NA,"Control","E2","2","1"
"NSFTV_145",NA,"Control","E2","2","1"
"NSFTV_146",4498,"Control","E2","2","1"
"NSFTV_147",5268,"Control","E2","2","1"
"NSFTV_148",6217,"Control","E2","2","1"
"NSFTV_149",NA,"Control","E2","2","1"
"NSFTV_15",NA,"Control","E2","2","1"
"NSFTV_150",3276,"Control","E2","2","1"
"NSFTV_151",NA,"Control","E2","2","1"
"NSFTV_152",4591,"Control","E2","2","1"
"NSFTV_153",NA,"Control","E2","2","1"
"NSFTV_154",5853,"Control","E2","2","1"
"NSFTV_155",4284,"Control","E2","2","1"
"NSFTV_156",NA,"Control","E2","2","1"
"NSFTV_157",NA,"Control","E2","2","1"
"NSFTV_158",NA,"Control","E2","2","1"
"NSFTV_159",NA,"Control","E2","2","1"
"NSFTV_16",NA,"Control","E2","2","1"
"NSFTV_160",3678,"Control","E2","2","1"
"NSFTV_161",3390,"Control","E2","2","1"
"NSFTV_162",NA,"Control","E2","2","1"
"NSFTV_163",NA,"Control","E2","2","1"
"NSFTV_164",3986,"Control","E2","2","1"
"NSFTV_165",4535,"Control","E2","2","1"
"NSFTV_166",NA,"Control","E2","2","1"
"NSFTV_167",2931,"Control","E2","2","1"
"NSFTV_168",6733,"Control","E2","2","1"
"NSFTV_169",NA,"Control","E2","2","1"
"NSFTV_17",NA,"Control","E2","2","1"
"NSFTV_171",NA,"Control","E2","2","1"
"NSFTV_172",5592,"Control","E2","2","1"
"NSFTV_173",NA,"Control","E2","2","1"
"NSFTV_174",NA,"Control","E2","2","1"
"NSFTV_176",NA,"Control","E2","2","1"
"NSFTV_177",NA,"Control","E2","2","1"
"NSFTV_179",NA,"Control","E2","2","1"
"NSFTV_18",NA,"Control","E2","2","1"
"NSFTV_180",NA,"Control","E2","2","1"
"NSFTV_182",NA,"Control","E2","2","1"
"NSFTV_183",NA,"Control","E2","2","1"
"NSFTV_184",5296,"Control","E2","2","1"
"NSFTV_185",NA,"Control","E2","2","1"
"NSFTV_186",NA,"Control","E2","2","1"
"NSFTV_187",NA,"Control","E2","2","1"
"NSFTV_188",NA,"Control","E2","2","1"
"NSFTV_189",NA,"Control","E2","2","1"
"NSFTV_19",NA,"Control","E2","2","1"
"NSFTV_190",3913,"Control","E2","2","1"
"NSFTV_191",6607,"Control","E2","2","1"
"NSFTV_192",NA,"Control","E2","2","1"
"NSFTV_193",NA,"Control","E2","2","1"
"NSFTV_195",NA,"Control","E2","2","1"
"NSFTV_198",4067,"Control","E2","2","1"
"NSFTV_199",NA,"Control","E2","2","1"
"NSFTV_200",6811,"Control","E2","2","1"
"NSFTV_202",NA,"Control","E2","2","1"
"NSFTV_203",7057,"Control","E2","2","1"
"NSFTV_205",4051,"Control","E2","2","1"
"NSFTV_206",NA,"Control","E2","2","1"
"NSFTV_207",4809,"Control","E2","2","1"
"NSFTV_208",NA,"Control","E2","2","1"
"NSFTV_209",NA,"Control","E2","2","1"
"NSFTV_21",NA,"Control","E2","2","1"
"NSFTV_211",NA,"Control","E2","2","1"
"NSFTV_213",NA,"Control","E2","2","1"
"NSFTV_214",NA,"Control","E2","2","1"
"NSFTV_215",NA,"Control","E2","2","1"
"NSFTV_216",NA,"Control","E2","2","1"
"NSFTV_217",NA,"Control","E2","2","1"
"NSFTV_218",NA,"Control","E2","2","1"
"NSFTV_219",NA,"Control","E2","2","1"
"NSFTV_220",4986,"Control","E2","2","1"
"NSFTV_221",NA,"Control","E2","2","1"
"NSFTV_222",NA,"Control","E2","2","1"
"NSFTV_223",NA,"Control","E2","2","1"
"NSFTV_224",6798,"Control","E2","2","1"
"NSFTV_225",NA,"Control","E2","2","1"
"NSFTV_226",5029,"Control","E2","2","1"
"NSFTV_227",NA,"Control","E2","2","1"
"NSFTV_228",NA,"Control","E2","2","1"
"NSFTV_229",NA,"Control","E2","2","1"
"NSFTV_23",NA,"Control","E2","2","1"
"NSFTV_231",NA,"Control","E2","2","1"
"NSFTV_233",4171,"Control","E2","2","1"
"NSFTV_234",NA,"Control","E2","2","1"
"NSFTV_235",NA,"Control","E2","2","1"
"NSFTV_236",3452,"Control","E2","2","1"
"NSFTV_237",NA,"Control","E2","2","1"
"NSFTV_239",NA,"Control","E2","2","1"
"NSFTV_24",NA,"Control","E2","2","1"
"NSFTV_240",NA,"Control","E2","2","1"
"NSFTV_241",NA,"Control","E2","2","1"
"NSFTV_242",5014,"Control","E2","2","1"
"NSFTV_243",NA,"Control","E2","2","1"
"NSFTV_244",NA,"Control","E2","2","1"
"NSFTV_245",NA,"Control","E2","2","1"
"NSFTV_246",NA,"Control","E2","2","1"
"NSFTV_247",NA,"Control","E2","2","1"
"NSFTV_248",NA,"Control","E2","2","1"
"NSFTV_25",NA,"Control","E2","2","1"
"NSFTV_250",5488,"Control","E2","2","1"
"NSFTV_251",2782,"Control","E2","2","1"
"NSFTV_252",NA,"Control","E2","2","1"
"NSFTV_253",NA,"Control","E2","2","1"
"NSFTV_254",5140,"Control","E2","2","1"
"NSFTV_255",6922,"Control","E2","2","1"
"NSFTV_256",6802,"Control","E2","2","1"
"NSFTV_257",NA,"Control","E2","2","1"
"NSFTV_258",5034,"Control","E2","2","1"
"NSFTV_259",6635,"Control","E2","2","1"
"NSFTV_26",NA,"Control","E2","2","1"
"NSFTV_260",4133,"Control","E2","2","1"
"NSFTV_261",NA,"Control","E2","2","1"
"NSFTV_262",8065,"Control","E2","2","1"
"NSFTV_263",NA,"Control","E2","2","1"
"NSFTV_264",NA,"Control","E2","2","1"
"NSFTV_265",5557,"Control","E2","2","1"
"NSFTV_266",3749,"Control","E2","2","1"
"NSFTV_267",3383,"Control","E2","2","1"
"NSFTV_268",6326,"Control","E2","2","1"
"NSFTV_269",4420,"Control","E2","2","1"
"NSFTV_27",NA,"Control","E2","2","1"
"NSFTV_270",5927,"Control","E2","2","1"
"NSFTV_271",7683,"Control","E2","2","1"
"NSFTV_272",NA,"Control","E2","2","1"
"NSFTV_273",NA,"Control","E2","2","1"
"NSFTV_274",4932,"Control","E2","2","1"
"NSFTV_275",NA,"Control","E2","2","1"
"NSFTV_277",NA,"Control","E2","2","1"
"NSFTV_278",4323,"Control","E2","2","1"
"NSFTV_279",NA,"Control","E2","2","1"
"NSFTV_280",NA,"Control","E2","2","1"
"NSFTV_281",NA,"Control","E2","2","1"
"NSFTV_282",NA,"Control","E2","2","1"
"NSFTV_283",NA,"Control","E2","2","1"
"NSFTV_284",NA,"Control","E2","2","1"
"NSFTV_285",NA,"Control","E2","2","1"
"NSFTV_286",NA,"Control","E2","2","1"
"NSFTV_287",NA,"Control","E2","2","1"
"NSFTV_288",NA,"Control","E2","2","1"
"NSFTV_289",NA,"Control","E2","2","1"
"NSFTV_29",NA,"Control","E2","2","1"
"NSFTV_290",NA,"Control","E2","2","1"
"NSFTV_291",NA,"Control","E2","2","1"
"NSFTV_292",NA,"Control","E2","2","1"
"NSFTV_293",NA,"Control","E2","2","1"
"NSFTV_294",NA,"Control","E2","2","1"
"NSFTV_295",NA,"Control","E2","2","1"
"NSFTV_296",NA,"Control","E2","2","1"
"NSFTV_297",NA,"Control","E2","2","1"
"NSFTV_298",NA,"Control","E2","2","1"
"NSFTV_299",NA,"Control","E2","2","1"
"NSFTV_3",NA,"Control","E2","2","1"
"NSFTV_30",NA,"Control","E2","2","1"
"NSFTV_300",NA,"Control","E2","2","1"
"NSFTV_301",NA,"Control","E2","2","1"
"NSFTV_302",NA,"Control","E2","2","1"
"NSFTV_303",NA,"Control","E2","2","1"
"NSFTV_304",NA,"Control","E2","2","1"
"NSFTV_305",NA,"Control","E2","2","1"
"NSFTV_306",NA,"Control","E2","2","1"
"NSFTV_307",NA,"Control","E2","2","1"
"NSFTV_309",NA,"Control","E2","2","1"
"NSFTV_31",NA,"Control","E2","2","1"
"NSFTV_310",NA,"Control","E2","2","1"
"NSFTV_311",NA,"Control","E2","2","1"
"NSFTV_312",NA,"Control","E2","2","1"
"NSFTV_313",NA,"Control","E2","2","1"
"NSFTV_314",NA,"Control","E2","2","1"
"NSFTV_315",NA,"Control","E2","2","1"
"NSFTV_316",NA,"Control","E2","2","1"
"NSFTV_317",NA,"Control","E2","2","1"
"NSFTV_318",NA,"Control","E2","2","1"
"NSFTV_32",NA,"Control","E2","2","1"
"NSFTV_320",NA,"Control","E2","2","1"
"NSFTV_322",NA,"Control","E2","2","1"
"NSFTV_323",NA,"Control","E2","2","1"
"NSFTV_324",NA,"Control","E2","2","1"
"NSFTV_325",NA,"Control","E2","2","1"
"NSFTV_326",NA,"Control","E2","2","1"
"NSFTV_327",NA,"Control","E2","2","1"
"NSFTV_328",NA,"Control","E2","2","1"
"NSFTV_329",NA,"Control","E2","2","1"
"NSFTV_33",NA,"Control","E2","2","1"
"NSFTV_330",NA,"Control","E2","2","1"
"NSFTV_331",NA,"Control","E2","2","1"
"NSFTV_332",NA,"Control","E2","2","1"
"NSFTV_333",NA,"Control","E2","2","1"
"NSFTV_334",NA,"Control","E2","2","1"
"NSFTV_336",NA,"Control","E2","2","1"
"NSFTV_337",NA,"Control","E2","2","1"
"NSFTV_338",NA,"Control","E2","2","1"
"NSFTV_339",NA,"Control","E2","2","1"
"NSFTV_340",NA,"Control","E2","2","1"
"NSFTV_341",NA,"Control","E2","2","1"
"NSFTV_342",NA,"Control","E2","2","1"
"NSFTV_343",NA,"Control","E2","2","1"
"NSFTV_345",NA,"Control","E2","2","1"
"NSFTV_346",NA,"Control","E2","2","1"
"NSFTV_347",NA,"Control","E2","2","1"
"NSFTV_348",NA,"Control","E2","2","1"
"NSFTV_349",NA,"Control","E2","2","1"
"NSFTV_352",NA,"Control","E2","2","1"
"NSFTV_353",NA,"Control","E2","2","1"
"NSFTV_355",NA,"Control","E2","2","1"
"NSFTV_356",NA,"Control","E2","2","1"
"NSFTV_357",NA,"Control","E2","2","1"
"NSFTV_358",NA,"Control","E2","2","1"
"NSFTV_359",NA,"Control","E2","2","1"
"NSFTV_36",NA,"Control","E2","2","1"
"NSFTV_360",NA,"Control","E2","2","1"
"NSFTV_363",NA,"Control","E2","2","1"
"NSFTV_364",NA,"Control","E2","2","1"
"NSFTV_365",NA,"Control","E2","2","1"
"NSFTV_366",NA,"Control","E2","2","1"
"NSFTV_368",NA,"Control","E2","2","1"
"NSFTV_369",NA,"Control","E2","2","1"
"NSFTV_37",NA,"Control","E2","2","1"
"NSFTV_370",NA,"Control","E2","2","1"
"NSFTV_371",NA,"Control","E2","2","1"
"NSFTV_372",NA,"Control","E2","2","1"
"NSFTV_373",NA,"Control","E2","2","1"
"NSFTV_375",NA,"Control","E2","2","1"
"NSFTV_376",NA,"Control","E2","2","1"
"NSFTV_377",NA,"Control","E2","2","1"
"NSFTV_378",NA,"Control","E2","2","1"
"NSFTV_379",NA,"Control","E2","2","1"
"NSFTV_380",NA,"Control","E2","2","1"
"NSFTV_381",NA,"Control","E2","2","1"
"NSFTV_384",NA,"Control","E2","2","1"
"NSFTV_385",NA,"Control","E2","2","1"
"NSFTV_386",NA,"Control","E2","2","1"
"NSFTV_387",NA,"Control","E2","2","1"
"NSFTV_388",NA,"Control","E2","2","1"
"NSFTV_389",NA,"Control","E2","2","1"
"NSFTV_39",NA,"Control","E2","2","1"
"NSFTV_390",NA,"Control","E2","2","1"
"NSFTV_391",NA,"Control","E2","2","1"
"NSFTV_392",NA,"Control","E2","2","1"
"NSFTV_394",NA,"Control","E2","2","1"
"NSFTV_395",NA,"Control","E2","2","1"
"NSFTV_396",NA,"Control","E2","2","1"
"NSFTV_397",NA,"Control","E2","2","1"
"NSFTV_4",NA,"Control","E2","2","1"
"NSFTV_40",NA,"Control","E2","2","1"
"NSFTV_41",NA,"Control","E2","2","1"
"NSFTV_43",NA,"Control","E2","2","1"
"NSFTV_44",NA,"Control","E2","2","1"
"NSFTV_45",NA,"Control","E2","2","1"
"NSFTV_46",NA,"Control","E2","2","1"
"NSFTV_49",NA,"Control","E2","2","1"
"NSFTV_5",NA,"Control","E2","2","1"
"NSFTV_50",NA,"Control","E2","2","1"
"NSFTV_51",NA,"Control","E2","2","1"
"NSFTV_52",NA,"Control","E2","2","1"
"NSFTV_53",NA,"Control","E2","2","1"
"NSFTV_54",NA,"Control","E2","2","1"
"NSFTV_55",NA,"Control","E2","2","1"
"NSFTV_56",NA,"Control","E2","2","1"
"NSFTV_57",NA,"Control","E2","2","1"
"NSFTV_58",NA,"Control","E2","2","1"
"NSFTV_59",NA,"Control","E2","2","1"
"NSFTV_6",NA,"Control","E2","2","1"
"NSFTV_60",NA,"Control","E2","2","1"
"NSFTV_61",NA,"Control","E2","2","1"
"NSFTV_616",NA,"Control","E2","2","1"
"NSFTV_618",NA,"Control","E2","2","1"
"NSFTV_619",NA,"Control","E2","2","1"
"NSFTV_62",NA,"Control","E2","2","1"
