"NSFTV.ID","PSA","Treatment","Exp","Rep","DayOfImaging"
"NSFTV_166",6371,"Control","E3","1","1"
"NSFTV_167",1213,"Control","E3","1","1"
"NSFTV_168",6972,"Control","E3","1","1"
"NSFTV_169",4781,"Control","E3","1","1"
"NSFTV_17",4210,"Control","E3","1","1"
"NSFTV_171",4358,"Control","E3","1","1"
"NSFTV_172",4544,"Control","E3","1","1"
"NSFTV_173",1798,"Control","E3","1","1"
"NSFTV_174",3769,"Control","E3","1","1"
"NSFTV_176",3297,"Control","E3","1","1"
"NSFTV_177",3774,"Control","E3","1","1"
"NSFTV_179",4364,"Control","E3","1","1"
"NSFTV_18",6961,"Control","E3","1","1"
"NSFTV_180",3749,"Control","E3","1","1"
"NSFTV_182",3708,"Control","E3","1","1"
"NSFTV_183",4241,"Control","E3","1","1"
"NSFTV_184",6544,"Control","E3","1","1"
"NSFTV_185",4510,"Control","E3","1","1"
"NSFTV_186",3425,"Control","E3","1","1"
"NSFTV_187",3352,"Control","E3","1","1"
"NSFTV_188",3878,"Control","E3","1","1"
"NSFTV_189",5555,"Control","E3","1","1"
"NSFTV_19",7114,"Control","E3","1","1"
"NSFTV_190",3440,"Control","E3","1","1"
"NSFTV_191",4493,"Control","E3","1","1"
"NSFTV_192",3174,"Control","E3","1","1"
"NSFTV_193",4257,"Control","E3","1","1"
"NSFTV_195",3809,"Control","E3","1","1"
"NSFTV_198",3777,"Control","E3","1","1"
"NSFTV_199",5084,"Control","E3","1","1"
"NSFTV_200",7016,"Control","E3","1","1"
"NSFTV_202",4641,"Control","E3","1","1"
"NSFTV_203",5505,"Control","E3","1","1"
"NSFTV_205",3712,"Control","E3","1","1"
"NSFTV_206",5765,"Control","E3","1","1"
"NSFTV_207",6709,"Control","E3","1","1"
"NSFTV_208",3670,"Control","E3","1","1"
"NSFTV_209",4149,"Control","E3","1","1"
"NSFTV_21",4753,"Control","E3","1","1"
"NSFTV_211",3730,"Control","E3","1","1"
"NSFTV_213",4518,"Control","E3","1","1"
"NSFTV_214",3192,"Control","E3","1","1"
"NSFTV_215",5948,"Control","E3","1","1"
"NSFTV_216",3507,"Control","E3","1","1"
"NSFTV_217",3236,"Control","E3","1","1"
"NSFTV_218",2028,"Control","E3","1","1"
"NSFTV_219",5006,"Control","E3","1","1"
"NSFTV_220",2729,"Control","E3","1","1"
"NSFTV_221",6109,"Control","E3","1","1"
"NSFTV_222",5922,"Control","E3","1","1"
"NSFTV_223",3723,"Control","E3","1","1"
"NSFTV_224",5610,"Control","E3","1","1"
"NSFTV_225",3414,"Control","E3","1","1"
"NSFTV_226",5953,"Control","E3","1","1"
"NSFTV_227",4246,"Control","E3","1","1"
"NSFTV_228",5954,"Control","E3","1","1"
"NSFTV_229",5258,"Control","E3","1","1"
"NSFTV_23",4022,"Control","E3","1","1"
"NSFTV_231",5737,"Control","E3","1","1"
"NSFTV_233",3297,"Control","E3","1","1"
"NSFTV_234",5865,"Control","E3","1","1"
"NSFTV_235",6472,"Control","E3","1","1"
"NSFTV_236",3000,"Control","E3","1","1"
"NSFTV_237",3925,"Control","E3","1","1"
"NSFTV_239",3925,"Control","E3","1","1"
"NSFTV_24",6035,"Control","E3","1","1"
"NSFTV_240",3765,"Control","E3","1","1"
"NSFTV_241",4499,"Control","E3","1","1"
"NSFTV_242",3806,"Control","E3","1","1"
"NSFTV_243",3732,"Control","E3","1","1"
"NSFTV_244",6124,"Control","E3","1","1"
"NSFTV_245",4323,"Control","E3","1","1"
"NSFTV_246",6021,"Control","E3","1","1"
"NSFTV_247",4693,"Control","E3","1","1"
"NSFTV_248",5345,"Control","E3","1","1"
"NSFTV_25",5576,"Control","E3","1","1"
"NSFTV_250",3041,"Control","E3","1","1"
"NSFTV_251",2914,"Control","E3","1","1"
"NSFTV_252",4400,"Control","E3","1","1"
"NSFTV_253",3244,"Control","E3","1","1"
"NSFTV_254",3190,"Control","E3","1","1"
"NSFTV_255",4085,"Control","E3","1","1"
"NSFTV_256",4629,"Control","E3","1","1"
"NSFTV_257",5955,"Control","E3","1","1"
"NSFTV_258",4195,"Control","E3","1","1"
"NSFTV_259",6799,"Control","E3","1","1"
"NSFTV_26",6435,"Control","E3","1","1"
"NSFTV_260",4165,"Control","E3","1","1"
"NSFTV_261",6972,"Control","E3","1","1"
"NSFTV_262",7060,"Control","E3","1","1"
"NSFTV_263",4098,"Control","E3","1","1"
"NSFTV_264",5647,"Control","E3","1","1"
"NSFTV_265",4050,"Control","E3","1","1"
"NSFTV_266",3570,"Control","E3","1","1"
"NSFTV_267",2455,"Control","E3","1","1"
"NSFTV_268",5632,"Control","E3","1","1"
"NSFTV_269",4541,"Control","E3","1","1"
"NSFTV_27",5525,"Control","E3","1","1"
"NSFTV_270",5055,"Control","E3","1","1"
"NSFTV_271",5862,"Control","E3","1","1"
"NSFTV_272",5824,"Control","E3","1","1"
"NSFTV_273",NA,"Control","E3","1","1"
"NSFTV_274",4101,"Control","E3","1","1"
"NSFTV_275",3519,"Control","E3","1","1"
"NSFTV_277",3845,"Control","E3","1","1"
"NSFTV_278",2049,"Control","E3","1","1"
"NSFTV_279",5388,"Control","E3","1","1"
"NSFTV_280",4558,"Control","E3","1","1"
"NSFTV_281",4026,"Control","E3","1","1"
"NSFTV_282",2606,"Control","E3","1","1"
"NSFTV_283",2605,"Control","E3","1","1"
"NSFTV_284",5870,"Control","E3","1","1"
"NSFTV_285",3900,"Control","E3","1","1"
"NSFTV_286",4168,"Control","E3","1","1"
"NSFTV_287",5914,"Control","E3","1","1"
"NSFTV_288",4994,"Control","E3","1","1"
"NSFTV_289",4674,"Control","E3","1","1"
"NSFTV_29",5022,"Control","E3","1","1"
"NSFTV_290",3304,"Control","E3","1","1"
"NSFTV_291",2282,"Control","E3","1","1"
"NSFTV_292",5356,"Control","E3","1","1"
"NSFTV_293",8520,"Control","E3","1","1"
"NSFTV_294",3231,"Control","E3","1","1"
"NSFTV_295",6509,"Control","E3","1","1"
"NSFTV_296",4135,"Control","E3","1","1"
"NSFTV_297",3024,"Control","E3","1","1"
"NSFTV_298",3776,"Control","E3","1","1"
"NSFTV_299",7260,"Control","E3","1","1"
"NSFTV_3",5309,"Control","E3","1","1"
"NSFTV_30",3773,"Control","E3","1","1"
"NSFTV_300",4253,"Control","E3","1","1"
"NSFTV_301",3858,"Control","E3","1","1"
"NSFTV_302",3790,"Control","E3","1","1"
"NSFTV_303",3632,"Control","E3","1","1"
"NSFTV_304",4822,"Control","E3","1","1"
"NSFTV_305",5343,"Control","E3","1","1"
"NSFTV_306",6473,"Control","E3","1","1"
"NSFTV_307",2971,"Control","E3","1","1"
"NSFTV_309",5352,"Control","E3","1","1"
"NSFTV_31",2139,"Control","E3","1","1"
"NSFTV_310",5154,"Control","E3","1","1"
"NSFTV_311",3091,"Control","E3","1","1"
"NSFTV_312",7401,"Control","E3","1","1"
"NSFTV_313",5433,"Control","E3","1","1"
"NSFTV_314",3825,"Control","E3","1","1"
"NSFTV_315",5298,"Control","E3","1","1"
"NSFTV_316",5469,"Control","E3","1","1"
"NSFTV_317",7229,"Control","E3","1","1"
"NSFTV_318",5297,"Control","E3","1","1"
"NSFTV_32",3770,"Control","E3","1","1"
"NSFTV_320",7021,"Control","E3","1","1"
"NSFTV_322",5018,"Control","E3","1","1"
"NSFTV_323",3842,"Control","E3","1","1"
"NSFTV_324",3999,"Control","E3","1","1"
"NSFTV_325",3991,"Control","E3","1","1"
"NSFTV_326",3576,"Control","E3","1","1"
"NSFTV_327",7579,"Control","E3","1","1"
"NSFTV_328",4264,"Control","E3","1","1"
"NSFTV_329",5121,"Control","E3","1","1"
"NSFTV_33",5299,"Control","E3","1","1"
"NSFTV_330",6772,"Control","E3","1","1"
"NSFTV_331",6557,"Control","E3","1","1"
"NSFTV_332",2991,"Control","E3","1","1"
"NSFTV_333",2436,"Control","E3","1","1"
"NSFTV_334",4539,"Control","E3","1","1"
"NSFTV_336",4467,"Control","E3","1","1"
"NSFTV_337",5780,"Control","E3","1","1"
"NSFTV_338",3245,"Control","E3","1","1"
"NSFTV_339",6040,"Control","E3","1","1"
"NSFTV_340",5425,"Control","E3","1","1"
"NSFTV_341",6847,"Control","E3","1","1"
"NSFTV_342",4430,"Control","E3","1","1"
"NSFTV_343",4276,"Control","E3","1","1"
"NSFTV_345",4891,"Control","E3","1","1"
"NSFTV_346",5570,"Control","E3","1","1"
"NSFTV_347",6396,"Control","E3","1","1"
"NSFTV_348",5833,"Control","E3","1","1"
"NSFTV_349",4663,"Control","E3","1","1"
"NSFTV_352",6300,"Control","E3","1","1"
"NSFTV_353",3723,"Control","E3","1","1"
"NSFTV_355",4496,"Control","E3","1","1"
"NSFTV_356",6173,"Control","E3","1","1"
"NSFTV_357",5343,"Control","E3","1","1"
"NSFTV_358",4462,"Control","E3","1","1"
"NSFTV_359",1621,"Control","E3","1","1"
"NSFTV_36",2713,"Control","E3","1","1"
"NSFTV_360",5220,"Control","E3","1","1"
"NSFTV_363",2704,"Control","E3","1","1"
"NSFTV_364",3247,"Control","E3","1","1"
"NSFTV_365",3174,"Control","E3","1","1"
"NSFTV_366",2288,"Control","E3","1","1"
"NSFTV_368",4189,"Control","E3","1","1"
"NSFTV_369",9524,"Control","E3","1","1"
"NSFTV_37",2362,"Control","E3","1","1"
"NSFTV_370",9910,"Control","E3","1","1"
"NSFTV_371",4079,"Control","E3","1","1"
"NSFTV_372",4928,"Control","E3","1","1"
"NSFTV_373",4677,"Control","E3","1","1"
"NSFTV_375",6494,"Control","E3","1","1"
"NSFTV_376",4206,"Control","E3","1","1"
"NSFTV_377",2298,"Control","E3","1","1"
"NSFTV_378",5369,"Control","E3","1","1"
"NSFTV_379",6054,"Control","E3","1","1"
"NSFTV_380",2611,"Control","E3","1","1"
"NSFTV_381",4241,"Control","E3","1","1"
"NSFTV_384",6236,"Control","E3","1","1"
"NSFTV_385",5636,"Control","E3","1","1"
"NSFTV_386",3447,"Control","E3","1","1"
"NSFTV_387",4111,"Control","E3","1","1"
"NSFTV_388",1936,"Control","E3","1","1"
"NSFTV_389",2950,"Control","E3","1","1"
"NSFTV_39",7938,"Control","E3","1","1"
"NSFTV_390",4043,"Control","E3","1","1"
"NSFTV_391",3311,"Control","E3","1","1"
"NSFTV_392",4505,"Control","E3","1","1"
"NSFTV_394",5566,"Control","E3","1","1"
"NSFTV_395",4856,"Control","E3","1","1"
"NSFTV_396",4217,"Control","E3","1","1"
"NSFTV_397",2753,"Control","E3","1","1"
"NSFTV_4",5102,"Control","E3","1","1"
"NSFTV_40",6041,"Control","E3","1","1"
"NSFTV_41",4130,"Control","E3","1","1"
"NSFTV_43",3822,"Control","E3","1","1"
"NSFTV_44",3344,"Control","E3","1","1"
"NSFTV_45",3177,"Control","E3","1","1"
"NSFTV_46",6708,"Control","E3","1","1"
"NSFTV_49",4814,"Control","E3","1","1"
"NSFTV_5",3774,"Control","E3","1","1"
"NSFTV_50",3983,"Control","E3","1","1"
"NSFTV_51",3941,"Control","E3","1","1"
"NSFTV_52",3422,"Control","E3","1","1"
"NSFTV_53",4132,"Control","E3","1","1"
"NSFTV_54",4456,"Control","E3","1","1"
"NSFTV_55",6389,"Control","E3","1","1"
"NSFTV_56",3258,"Control","E3","1","1"
"NSFTV_57",5352,"Control","E3","1","1"
"NSFTV_58",6831,"Control","E3","1","1"
"NSFTV_59",5118,"Control","E3","1","1"
"NSFTV_6",4066,"Control","E3","1","1"
"NSFTV_60",3794,"Control","E3","1","1"
"NSFTV_61",5276,"Control","E3","1","1"
"NSFTV_616",5411,"Control","E3","1","1"
"NSFTV_618",4862,"Control","E3","1","1"
"NSFTV_619",3211,"Control","E3","1","1"
"NSFTV_62",2743,"Control","E3","1","1"
"NSFTV_620",4596,"Control","E3","1","1"
"NSFTV_621",2585,"Control","E3","1","1"
"NSFTV_622",2627,"Control","E3","1","1"
"NSFTV_623",4385,"Control","E3","1","1"
"NSFTV_624",3706,"Control","E3","1","1"
"NSFTV_625",3076,"Control","E3","1","1"
"NSFTV_626",6573,"Control","E3","1","1"
"NSFTV_627",3793,"Control","E3","1","1"
"NSFTV_629",4287,"Control","E3","1","1"
"NSFTV_63",2370,"Control","E3","1","1"
"NSFTV_633",3638,"Control","E3","1","1"
"NSFTV_634",2614,"Control","E3","1","1"
"NSFTV_64",2546,"Control","E3","1","1"
"NSFTV_641",2325,"Control","E3","1","1"
"NSFTV_642",5312,"Control","E3","1","1"
"NSFTV_643",6077,"Control","E3","1","1"
"NSFTV_647",3886,"Control","E3","1","1"
"NSFTV_65",3952,"Control","E3","1","1"
"NSFTV_651",4907,"Control","E3","1","1"
"NSFTV_66",2593,"Control","E3","1","1"
"NSFTV_67",4091,"Control","E3","1","1"
"NSFTV_68",3120,"Control","E3","1","1"
"NSFTV_7",3114,"Control","E3","1","1"
"NSFTV_70",6591,"Control","E3","1","1"
"NSFTV_71",3184,"Control","E3","1","1"
"NSFTV_72",5046,"Control","E3","1","1"
"NSFTV_73",6464,"Control","E3","1","1"
"NSFTV_74",3360,"Control","E3","1","1"
"NSFTV_75",5925,"Control","E3","1","1"
"NSFTV_76",4104,"Control","E3","1","1"
"NSFTV_77",5766,"Control","E3","1","1"
"NSFTV_78",9087,"Control","E3","1","1"
"NSFTV_79",2973,"Control","E3","1","1"
"NSFTV_8",4351,"Control","E3","1","1"
"NSFTV_80",3097,"Control","E3","1","1"
"NSFTV_81",4789,"Control","E3","1","1"
"NSFTV_83",2899,"Control","E3","1","1"
"NSFTV_84",3060,"Control","E3","1","1"
"NSFTV_85",5877,"Control","E3","1","1"
"NSFTV_86",6173,"Control","E3","1","1"
"NSFTV_87",4886,"Control","E3","1","1"
"NSFTV_88",3941,"Control","E3","1","1"
"NSFTV_89",5382,"Control","E3","1","1"
"NSFTV_9",4563,"Control","E3","1","1"
"NSFTV_90",4581,"Control","E3","1","1"
"NSFTV_92",5150,"Control","E3","1","1"
"NSFTV_93",5801,"Control","E3","1","1"
"NSFTV_94",2034,"Control","E3","1","1"
"NSFTV_96",4013,"Control","E3","1","1"
"NSFTV_97",4550,"Control","E3","1","1"
"NSFTV_98",4189,"Control","E3","1","1"
"NSFTV_99",5055,"Control","E3","1","1"
"NSFTV_1",NA,"Control","E3","1","3"
"NSFTV_10",5040,"Control","E3","1","3"
"NSFTV_101",4462,"Control","E3","1","3"
"NSFTV_102",5339,"Control","E3","1","3"
"NSFTV_103",4566,"Control","E3","1","3"
"NSFTV_104",6522,"Control","E3","1","3"
"NSFTV_105",8465,"Control","E3","1","3"
"NSFTV_106",12918,"Control","E3","1","3"
"NSFTV_107",9680,"Control","E3","1","3"
"NSFTV_108",5629,"Control","E3","1","3"
"NSFTV_109",7601,"Control","E3","1","3"
"NSFTV_11",11966,"Control","E3","1","3"
"NSFTV_112",7339,"Control","E3","1","3"
"NSFTV_113",7938,"Control","E3","1","3"
"NSFTV_114",7743,"Control","E3","1","3"
"NSFTV_115",7692,"Control","E3","1","3"
"NSFTV_116",5871,"Control","E3","1","3"
"NSFTV_117",8605,"Control","E3","1","3"
"NSFTV_118",10986,"Control","E3","1","3"
"NSFTV_120",7628,"Control","E3","1","3"
"NSFTV_121",8285,"Control","E3","1","3"
"NSFTV_122",7029,"Control","E3","1","3"
"NSFTV_123",8465,"Control","E3","1","3"
"NSFTV_124",5521,"Control","E3","1","3"
"NSFTV_125",11360,"Control","E3","1","3"
"NSFTV_128",4179,"Control","E3","1","3"
"NSFTV_129",5292,"Control","E3","1","3"
"NSFTV_13",9953,"Control","E3","1","3"
"NSFTV_130",9717,"Control","E3","1","3"
"NSFTV_131",7060,"Control","E3","1","3"
"NSFTV_132",10594,"Control","E3","1","3"
"NSFTV_133",4037,"Control","E3","1","3"
"NSFTV_134",8180,"Control","E3","1","3"
"NSFTV_135",7157,"Control","E3","1","3"
"NSFTV_139",3531,"Control","E3","1","3"
"NSFTV_14",5921,"Control","E3","1","3"
"NSFTV_140",9294,"Control","E3","1","3"
"NSFTV_141",8939,"Control","E3","1","3"
"NSFTV_142",11893,"Control","E3","1","3"
"NSFTV_143",5696,"Control","E3","1","3"
"NSFTV_144",3997,"Control","E3","1","3"
"NSFTV_145",6493,"Control","E3","1","3"
"NSFTV_146",8266,"Control","E3","1","3"
"NSFTV_147",4983,"Control","E3","1","3"
"NSFTV_148",10839,"Control","E3","1","3"
"NSFTV_149",7052,"Control","E3","1","3"
"NSFTV_15",5554,"Control","E3","1","3"
"NSFTV_150",5871,"Control","E3","1","3"
"NSFTV_151",4999,"Control","E3","1","3"
"NSFTV_152",5727,"Control","E3","1","3"
"NSFTV_153",6794,"Control","E3","1","3"
"NSFTV_154",8420,"Control","E3","1","3"
"NSFTV_155",6277,"Control","E3","1","3"
"NSFTV_156",6870,"Control","E3","1","3"
"NSFTV_157",5455,"Control","E3","1","3"
"NSFTV_158",5213,"Control","E3","1","3"
"NSFTV_159",6935,"Control","E3","1","3"
"NSFTV_16",6374,"Control","E3","1","3"
"NSFTV_160",4410,"Control","E3","1","3"
"NSFTV_161",5796,"Control","E3","1","3"
"NSFTV_162",7581,"Control","E3","1","3"
"NSFTV_163",6505,"Control","E3","1","3"
"NSFTV_164",NA,"Control","E3","1","3"
"NSFTV_165",9170,"Control","E3","1","3"
"NSFTV_166",10195,"Control","E3","1","3"
"NSFTV_167",2394,"Control","E3","1","3"
"NSFTV_168",10404,"Control","E3","1","3"
"NSFTV_169",6136,"Control","E3","1","3"
"NSFTV_17",6466,"Control","E3","1","3"
"NSFTV_171",7295,"Control","E3","1","3"
"NSFTV_172",7087,"Control","E3","1","3"
"NSFTV_173",3676,"Control","E3","1","3"
"NSFTV_174",7334,"Control","E3","1","3"
"NSFTV_176",6772,"Control","E3","1","3"
"NSFTV_177",7253,"Control","E3","1","3"
"NSFTV_179",8945,"Control","E3","1","3"
"NSFTV_18",12690,"Control","E3","1","3"
"NSFTV_180",5001,"Control","E3","1","3"
"NSFTV_182",5839,"Control","E3","1","3"
"NSFTV_183",8723,"Control","E3","1","3"
"NSFTV_184",9557,"Control","E3","1","3"
"NSFTV_185",7226,"Control","E3","1","3"
"NSFTV_186",6096,"Control","E3","1","3"
"NSFTV_187",4837,"Control","E3","1","3"
"NSFTV_188",6739,"Control","E3","1","3"
"NSFTV_189",6786,"Control","E3","1","3"
"NSFTV_19",10675,"Control","E3","1","3"
"NSFTV_190",5279,"Control","E3","1","3"
"NSFTV_191",8308,"Control","E3","1","3"
"NSFTV_192",4549,"Control","E3","1","3"
"NSFTV_193",7373,"Control","E3","1","3"
"NSFTV_195",5825,"Control","E3","1","3"
"NSFTV_198",5785,"Control","E3","1","3"
"NSFTV_199",8253,"Control","E3","1","3"
"NSFTV_200",10334,"Control","E3","1","3"
"NSFTV_202",7798,"Control","E3","1","3"
"NSFTV_203",6937,"Control","E3","1","3"
"NSFTV_205",5447,"Control","E3","1","3"
"NSFTV_206",8045,"Control","E3","1","3"
"NSFTV_207",11075,"Control","E3","1","3"
"NSFTV_208",5990,"Control","E3","1","3"
"NSFTV_209",9033,"Control","E3","1","3"
"NSFTV_21",9715,"Control","E3","1","3"
"NSFTV_211",5505,"Control","E3","1","3"
"NSFTV_213",6859,"Control","E3","1","3"
"NSFTV_214",4572,"Control","E3","1","3"
"NSFTV_215",10283,"Control","E3","1","3"
"NSFTV_216",5914,"Control","E3","1","3"
"NSFTV_217",6088,"Control","E3","1","3"
"NSFTV_218",2949,"Control","E3","1","3"
"NSFTV_219",8493,"Control","E3","1","3"
"NSFTV_220",5244,"Control","E3","1","3"
"NSFTV_221",9484,"Control","E3","1","3"
"NSFTV_222",12191,"Control","E3","1","3"
"NSFTV_223",6478,"Control","E3","1","3"
"NSFTV_224",8431,"Control","E3","1","3"
"NSFTV_225",4251,"Control","E3","1","3"
"NSFTV_226",11222,"Control","E3","1","3"
"NSFTV_227",6467,"Control","E3","1","3"
"NSFTV_228",10586,"Control","E3","1","3"
"NSFTV_229",10497,"Control","E3","1","3"
"NSFTV_23",6741,"Control","E3","1","3"
"NSFTV_231",9407,"Control","E3","1","3"
"NSFTV_233",5831,"Control","E3","1","3"
"NSFTV_234",9536,"Control","E3","1","3"
"NSFTV_235",13148,"Control","E3","1","3"
"NSFTV_236",4652,"Control","E3","1","3"
"NSFTV_237",6790,"Control","E3","1","3"
"NSFTV_239",6621,"Control","E3","1","3"
"NSFTV_24",9717,"Control","E3","1","3"
"NSFTV_240",5440,"Control","E3","1","3"
"NSFTV_241",7762,"Control","E3","1","3"
"NSFTV_242",6894,"Control","E3","1","3"
"NSFTV_243",6678,"Control","E3","1","3"
"NSFTV_244",10942,"Control","E3","1","3"
"NSFTV_245",6472,"Control","E3","1","3"
"NSFTV_246",10497,"Control","E3","1","3"
"NSFTV_247",6535,"Control","E3","1","3"
"NSFTV_248",7642,"Control","E3","1","3"
"NSFTV_25",7681,"Control","E3","1","3"
"NSFTV_250",5011,"Control","E3","1","3"
"NSFTV_251",4172,"Control","E3","1","3"
"NSFTV_252",6770,"Control","E3","1","3"
"NSFTV_253",3986,"Control","E3","1","3"
"NSFTV_254",4947,"Control","E3","1","3"
"NSFTV_255",7334,"Control","E3","1","3"
"NSFTV_256",7597,"Control","E3","1","3"
"NSFTV_257",10781,"Control","E3","1","3"
"NSFTV_258",8520,"Control","E3","1","3"
"NSFTV_259",9539,"Control","E3","1","3"
"NSFTV_26",8516,"Control","E3","1","3"
"NSFTV_260",7310,"Control","E3","1","3"
"NSFTV_261",12607,"Control","E3","1","3"
"NSFTV_262",9900,"Control","E3","1","3"
"NSFTV_263",8057,"Control","E3","1","3"
"NSFTV_264",9583,"Control","E3","1","3"
"NSFTV_265",6107,"Control","E3","1","3"
"NSFTV_266",5265,"Control","E3","1","3"
"NSFTV_267",4967,"Control","E3","1","3"
"NSFTV_268",7718,"Control","E3","1","3"
"NSFTV_269",6365,"Control","E3","1","3"
"NSFTV_27",10831,"Control","E3","1","3"
"NSFTV_270",6761,"Control","E3","1","3"
"NSFTV_271",9589,"Control","E3","1","3"
"NSFTV_272",7438,"Control","E3","1","3"
"NSFTV_273",NA,"Control","E3","1","3"
"NSFTV_274",8109,"Control","E3","1","3"
"NSFTV_275",7111,"Control","E3","1","3"
"NSFTV_277",7018,"Control","E3","1","3"
"NSFTV_278",2798,"Control","E3","1","3"
"NSFTV_279",9340,"Control","E3","1","3"
"NSFTV_280",6547,"Control","E3","1","3"
"NSFTV_281",5823,"Control","E3","1","3"
"NSFTV_282",3883,"Control","E3","1","3"
"NSFTV_283",4360,"Control","E3","1","3"
"NSFTV_284",11514,"Control","E3","1","3"
"NSFTV_285",5701,"Control","E3","1","3"
"NSFTV_286",8292,"Control","E3","1","3"
"NSFTV_287",9301,"Control","E3","1","3"
"NSFTV_288",7613,"Control","E3","1","3"
"NSFTV_289",8460,"Control","E3","1","3"
"NSFTV_29",9927,"Control","E3","1","3"
"NSFTV_290",5471,"Control","E3","1","3"
"NSFTV_291",3682,"Control","E3","1","3"
"NSFTV_292",8106,"Control","E3","1","3"
"NSFTV_293",13417,"Control","E3","1","3"
"NSFTV_294",5534,"Control","E3","1","3"
"NSFTV_295",11550,"Control","E3","1","3"
"NSFTV_296",7315,"Control","E3","1","3"
"NSFTV_297",6492,"Control","E3","1","3"
"NSFTV_298",5447,"Control","E3","1","3"
"NSFTV_299",13400,"Control","E3","1","3"
"NSFTV_3",7048,"Control","E3","1","3"
"NSFTV_30",5994,"Control","E3","1","3"
"NSFTV_300",6313,"Control","E3","1","3"
"NSFTV_301",6029,"Control","E3","1","3"
"NSFTV_302",6689,"Control","E3","1","3"
"NSFTV_303",5485,"Control","E3","1","3"
"NSFTV_304",7534,"Control","E3","1","3"
"NSFTV_305",10760,"Control","E3","1","3"
"NSFTV_306",11011,"Control","E3","1","3"
"NSFTV_307",4191,"Control","E3","1","3"
"NSFTV_309",9588,"Control","E3","1","3"
"NSFTV_31",4067,"Control","E3","1","3"
"NSFTV_310",7717,"Control","E3","1","3"
"NSFTV_311",5147,"Control","E3","1","3"
"NSFTV_312",12262,"Control","E3","1","3"
"NSFTV_313",9317,"Control","E3","1","3"
"NSFTV_314",6541,"Control","E3","1","3"
"NSFTV_315",10565,"Control","E3","1","3"
"NSFTV_316",8589,"Control","E3","1","3"
"NSFTV_317",12037,"Control","E3","1","3"
"NSFTV_318",8247,"Control","E3","1","3"
"NSFTV_32",5110,"Control","E3","1","3"
"NSFTV_320",11870,"Control","E3","1","3"
"NSFTV_322",6809,"Control","E3","1","3"
"NSFTV_323",6265,"Control","E3","1","3"
"NSFTV_324",5459,"Control","E3","1","3"
"NSFTV_325",6727,"Control","E3","1","3"
"NSFTV_326",5081,"Control","E3","1","3"
"NSFTV_327",10252,"Control","E3","1","3"
"NSFTV_328",7692,"Control","E3","1","3"
"NSFTV_329",8198,"Control","E3","1","3"
"NSFTV_33",7462,"Control","E3","1","3"
"NSFTV_330",11538,"Control","E3","1","3"
"NSFTV_331",9716,"Control","E3","1","3"
"NSFTV_332",4620,"Control","E3","1","3"
"NSFTV_333",5610,"Control","E3","1","3"
"NSFTV_334",6162,"Control","E3","1","3"
"NSFTV_336",7447,"Control","E3","1","3"
"NSFTV_337",9553,"Control","E3","1","3"
"NSFTV_338",5866,"Control","E3","1","3"
"NSFTV_339",11052,"Control","E3","1","3"
"NSFTV_340",9354,"Control","E3","1","3"
"NSFTV_341",10453,"Control","E3","1","3"
"NSFTV_342",6706,"Control","E3","1","3"
"NSFTV_343",7481,"Control","E3","1","3"
"NSFTV_345",7844,"Control","E3","1","3"
"NSFTV_346",9973,"Control","E3","1","3"
"NSFTV_347",8574,"Control","E3","1","3"
"NSFTV_348",11762,"Control","E3","1","3"
"NSFTV_349",7211,"Control","E3","1","3"
"NSFTV_352",11916,"Control","E3","1","3"
"NSFTV_353",6355,"Control","E3","1","3"
"NSFTV_355",8589,"Control","E3","1","3"
"NSFTV_356",10014,"Control","E3","1","3"
"NSFTV_357",9301,"Control","E3","1","3"
"NSFTV_358",7686,"Control","E3","1","3"
"NSFTV_359",2751,"Control","E3","1","3"
"NSFTV_36",4131,"Control","E3","1","3"
"NSFTV_360",8982,"Control","E3","1","3"
"NSFTV_363",5090,"Control","E3","1","3"
"NSFTV_364",5049,"Control","E3","1","3"
"NSFTV_365",6033,"Control","E3","1","3"
"NSFTV_366",3658,"Control","E3","1","3"
"NSFTV_368",9317,"Control","E3","1","3"
"NSFTV_369",15429,"Control","E3","1","3"
"NSFTV_37",3743,"Control","E3","1","3"
"NSFTV_370",16475,"Control","E3","1","3"
"NSFTV_371",7272,"Control","E3","1","3"
"NSFTV_372",8067,"Control","E3","1","3"
"NSFTV_373",8576,"Control","E3","1","3"
"NSFTV_375",7667,"Control","E3","1","3"
"NSFTV_376",6710,"Control","E3","1","3"
"NSFTV_377",4254,"Control","E3","1","3"
"NSFTV_378",8397,"Control","E3","1","3"
"NSFTV_379",8535,"Control","E3","1","3"
"NSFTV_380",3883,"Control","E3","1","3"
"NSFTV_381",6963,"Control","E3","1","3"
"NSFTV_384",10058,"Control","E3","1","3"
"NSFTV_385",9844,"Control","E3","1","3"
"NSFTV_386",5285,"Control","E3","1","3"
"NSFTV_387",6045,"Control","E3","1","3"
"NSFTV_388",3490,"Control","E3","1","3"
"NSFTV_389",4788,"Control","E3","1","3"
"NSFTV_39",14457,"Control","E3","1","3"
"NSFTV_390",5979,"Control","E3","1","3"
"NSFTV_391",7331,"Control","E3","1","3"
"NSFTV_392",6443,"Control","E3","1","3"
"NSFTV_394",8396,"Control","E3","1","3"
"NSFTV_395",9957,"Control","E3","1","3"
"NSFTV_396",5881,"Control","E3","1","3"
"NSFTV_397",3937,"Control","E3","1","3"
"NSFTV_4",9027,"Control","E3","1","3"
